Orthogroup	Panther_annotation
OG0021168	
OG0021193	
OG0021300	
OG0021443	 PLEXIN A ISOFORM A
OG0021444	 MYOSIN-11
OG0021445	
OG0021516	 NO HIT
OG0021657	 SUBFAMILY NOT NAMED
OG0021678	 SUBFAMILY NOT NAMED
OG0021699	
OG0021703	
OG0021805	 PROTEIN CBR-EXC-5
OG0021819	
OG0021841	
OG0021870	 ZGC:174356
OG0021929	
OG0021943	 TUBULIN ALPHA-3 CHAIN
OG0021998	
OG0022007	 RNA CLEAVAGE STIMULATION FACTOR
OG0022136	 AQUAPORIN TRANSPORTER
OG0022155	 TETRATRICOPEPTIDE REPEAT PROTEIN 21B
OG0022190	 "INSULIN-LIKE GROWTH FACTOR BINDING PROTEIN N-TERMINAL"
OG0022402	
OG0022425	
OG0022646	 SI:DKEY-65L23.2
OG0022767	 NO HIT
OG0022793	 NO HIT
OG0022814	 NO HIT
OG0022817	 USHERIN
OG0022836	 NO HIT
OG0022931	 PLATELET ENDOTHELIAL AGGREGATION RECEPTOR 1
OG0022942	 SUBFAMILY NOT NAMED
OG0022965	 NO HIT
OG0022971	 T-LYMPHOCYTE ACTIVATION ANTIGEN
OG0023008	 SUBFAMILY NOT NAMED
OG0023060	 NO HIT
OG0023097	 NO HIT
OG0023100	 SUBFAMILY NOT NAMED
OG0023103	 NO HIT
OG0023116	 ETHIONINE RESISTANCE-CONFERRING PROTEIN 1
OG0023130	 PR DOMAIN ZINC FINGER TRANSCRIPTION FACTOR
OG0023385	
OG0023760	
OG0024313	
OG0024518	 ZINC FINGER ZZ-TYPE AND EF-HAND DOMAIN-CONTAINING PROTEIN 1
OG0024606	 NO HIT
OG0024758	
OG0024922	
OG0025316	
OG0025329	
OG0025402	 BNAA03G47360D PROTEIN
OG0025614	 AGAP001331-PA-RELATED
OG0025646	
OG0025658	
OG0025661	 ALPHA 1 3 FUCOSYLTRANSFERASE-RELATED
OG0025664	
OG0025960	 GUANINE NUCLEOTIDE-BINDING PROTEIN SUBUNIT ALPHA-13
OG0025994	 LAMININ G-LIKE DOMAIN-CONTAINING PROTEIN
OG0026000	
OG0026323	
OG0026332	
OG0026470	
OG0026479	 NO HIT
OG0026702	 HEART DEVELOPMENT PROTEIN WITH EGF-LIKE DOMAINS 1
OG0026729	
OG0026778	
OG0026837	 SUBFAMILY NOT NAMED
OG0026855	 NO HIT
OG0026917	 OS10G0105400 PROTEIN
OG0026937	 VERSICAN CORE PROTEIN
OG0026969	 TRANSIENT RECEPTOR POTENTIAL CATION CHANNEL TRPM
OG0027010	 NO HIT
OG0027016	 SUBFAMILY NOT NAMED
OG0027043	 NO HIT
OG0027047	 NO HIT
OG0027102	 SERINE/THREONINE-PROTEIN KINASE PLK4
OG0027222	 POLYPEPTIDE N-ACETYLGALACTOSAMINYLTRANSFERASE 16
OG0027226	 SUBFAMILY NOT NAMED
OG0027228	 HIGH MOBILITY GROUP PROTEIN DSP1
OG0027301	 NO HIT
OG0027319	 IRE1-RELATED
OG0027349	 FATTY ACID SYNTHASE
OG0027398	 FAMILY NOT NAMED
OG0027476	 LONG-CHAIN-FATTY-ACID--COA LIGASE
OG0027490	 OS10G0105400 PROTEIN
OG0028543	
OG0028586	
OG0029542	 FIBRINOGEN C DOMAIN-CONTAINING PROTEIN 1
OG0029620	
OG0029692	
OG0029723	 SERINE/THREONINE-PROTEIN KINASE NEK7
OG0029879	
OG0029897	
OG0029932	
OG0029943	
OG0029973	
OG0030138	
OG0030286	
OG0030451	 LIM/HOMEOBOX PROTEIN LHX9
OG0030470	
OG0030631	
OG0030908	
OG0030972	
OG0030983	 PYRUVATE KINASE
OG0031437	 RAL GTPASE-ACTIVATING PROTEIN SUBUNIT ALPHA-1
OG0031442	 TRANSLATION FACTOR GUF1 HOMOLOG MITOCHONDRIAL
OG0031959	 OVIDUCT-SPECIFIC GLYCOPROTEIN
OG0031988	
OG0031999	
OG0032561	
OG0032876	
OG0032913	
OG0033363	 CATION-TRANSPORTING ATPASE 13A2
OG0033425	 NO HIT
OG0033427	 ZINC KNUCKLE DOMAINCONTAINING PROTEIN-RELATED
OG0033511	 OOKINETE PROTEIN PUTATIVE-RELATED
OG0033533	 NO HIT
OG0033562	 NO HIT
OG0033571	 PROTEIN LIN-12
OG0033670	 PROTEIN-GLUTAMINE GAMMA-GLUTAMYLTRANSFERASE
OG0033744	 NO HIT
OG0033815	 SUBFAMILY NOT NAMED
OG0033821	 SUBFAMILY NOT NAMED
OG0033831	 NO HIT
OG0033835	 CATHEPSIN L -LIKE-RELATED
OG0033848	 INTERFERON/INTERLEUKIN RECEPTOR
OG0033919	 SPONDIN-1
OG0033928	 NO HIT
OG0033978	 SIDEROFLEXIN-5
OG0034044	 NO HIT
OG0034045	 TPR AND ANKYRIN REPEAT-CONTAINING PROTEIN 1
OG0034050	 NO HIT
OG0034069	 NO HIT
OG0034077	 SUBFAMILY NOT NAMED
OG0034081	 CALMODULIN-1
OG0034095	 NO HIT
OG0034141	 NO HIT
OG0034174	 INOSITOL 1 4 5-TRISPHOSPHATE RECEPTOR-LIKE PROTEIN A
OG0034175	 VITELLOGENIN RECEPTOR-LIKE PROTEIN-RELATED-RELATED
OG0034197	 NO HIT
OG0034200	 LEISHMANOLYSIN-LIKE PEPTIDASE
OG0034234	 NO HIT
OG0034306	 NACHT LRR AND PYD DOMAINS-CONTAINING PROTEIN 12
OG0034322	 IRE1-RELATED
OG0034353	 SPRY DOMAIN CONTAINING SOCS BOX PROTEIN
OG0034374	 TRANSMEMBRANE PROTEIN KIAA1109
OG0034418	 NO HIT
OG0034570	
OG0034606	
OG0034821	
OG0035571	
OG0036399	
OG0038402	
OG0038703	
OG0038778	
OG0039190	
OG0039497	
OG0039615	
OG0040690	
OG0041058	
OG0041082	
OG0041545	
OG0041759	
OG0042017	
OG0042157	
OG0045315	
OG0045674	 MICROFIBRIL-ASSOCIATED GLYCOPROTEIN 4
OG0045685	 TRNA (ADENINE(58)-N(1))-METHYLTRANSFERASE NON-CATALYTIC SUBUNIT TRM6
OG0045699	 NO HIT
OG0045712	 INVOLUCRIN
OG0045751	 CHITINASE-3-LIKE PROTEIN 1
OG0045761	 DNA HELICASE-RELATED
OG0045788	 NO HIT
OG0045820	 NO HIT
OG0045853	 NO HIT
OG0045883	 NUCLEASE HARBI1-RELATED
OG0045888	 NO HIT
OG0045904	 SI:CH211-193C2.2
OG0045917	 NO HIT
OG0045924	 NO HIT
OG0045945	 SUBFAMILY NOT NAMED
OG0045973	 RE52086P
OG0045984	 NO HIT
OG0045986	 NO HIT
OG0046005	 NO HIT
OG0046022	 ZINC FINGER PROTEIN
OG0046043	 RECEPTOR-TYPE TYROSINE-PROTEIN PHOSPHATASE
OG0046063	 SUBFAMILY NOT NAMED
OG0046097	 PHOSPHORYN PUTATIVE-RELATED-RELATED
OG0046119	 CAMP AND CAMP-INHIBITED CGMP 3' 5'-CYCLIC PHOSPHODIESTERASE 10A
OG0046125	 FAMILY NOT NAMED
OG0046159	 NO HIT
OG0046216	 NO HIT
OG0046232	 NO HIT
OG0046235	 NO HIT
OG0046279	 NO HIT
OG0046283	 FAMILY NOT NAMED
OG0046348	 NO HIT
OG0046353	 PROTEIN I'M NOT DEAD YET-RELATED
OG0046356	 D-ERYTHRULOSE REDUCTASE
OG0046391	 NO HIT
OG0046416	 MUCIN-1-RELATED
OG0046442	 NO HIT
OG0046446	 NO HIT
OG0046458	 PERICENTRIN-LIKE PROTEIN ISOFORM F
OG0046474	 RFX TRANSCRIPTION FACTOR FAMILY
OG0046481	 POLYPEPTIDE N-ACETYLGALACTOSAMINYLTRANSFERASE 5
OG0046494	 NO HIT
OG0046497	 NO HIT
OG0046507	 CALMODULIN
OG0046511	 NO HIT
OG0046512	 POLLEN-SPECIFIC LEUCINE-RICH REPEAT EXTENSIN-LIKE PROTEIN 3
OG0046607	 RING/FYVE/PHD ZINC FINGER SUPERFAMILY PROTEIN
OG0046612	 NO HIT
OG0046630	 SUBFAMILY NOT NAMED
OG0046631	 SI:CH211-203K16.3
OG0046637	 NEUROGENIC LOCUS NOTCH HOMOLOG PROTEIN 4
OG0046666	 NO HIT
OG0046677	 NO HIT
OG0046706	 OVIDUCT-SPECIFIC GLYCOPROTEIN
OG0046707	 CHITIN BINDING PERITROPHIN-A
OG0046718	 NO HIT
OG0046743	 NO HIT
OG0046766	 FAMILY NOT NAMED
OG0046823	 SUBFAMILY NOT NAMED
OG0046835	 SUBFAMILY NOT NAMED
OG0046850	 CALPAIN-6
OG0046852	 NO HIT
OG0046857	 SUBFAMILY NOT NAMED
OG0046868	 NO HIT
OG0046869	 NO HIT
OG0046871	 OVIDUCT-SPECIFIC GLYCOPROTEIN
OG0046964	
OG0047194	
OG0048044	
OG0049056	
OG0049539	
OG0049542	
OG0049543	
OG0050523	 PROTEIN FAM227B
OG0051309	
OG0051538	
OG0051696	
