Orthogroup	Panther_annotation
OG0023586	 ATP-BINDING CASSETTE SUB-FAMILY A (ABC1) MEMBER 3B
OG0023587	 NO HIT
OG0023588	 NO HIT
OG0023589	 PROTEIN CBG12054-RELATED
OG0023591	 NO HIT
OG0023592	 ATP-BINDING CASSETTE SUB-FAMILY A (ABC1) MEMBER 3B
OG0023593	 UDP-2 3-DIACYLGLUCOSAMINE HYDROLASE-RELATED
OG0023594	 COILED-COIL DOMAIN-CONTAINING PROTEIN 138
OG0023595	 SUBFAMILY NOT NAMED
OG0023596	 NO HIT
OG0028265	 NO HIT
OG0028266	 DOUBLE-STRANDED RNA-SPECIFIC EDITASE B2
OG0028267	 TRACE AMINE-ASSOCIATED RECEPTOR 19N-RELATED
OG0028269	 PROTEIN CBR-CLEC-78
OG0028270	 COLLAGEN TYPE VI ALPHA 4A
OG0028271	 RE42927P-RELATED
OG0028272	 DELTA AND NOTCH-LIKE EPIDERMAL GROWTH FACTOR-RELATED RECEPTOR ISOFORM X1
OG0028274	 ACYLTRANSFERASE
OG0028275	 NO HIT
OG0028276	 SUBFAMILY NOT NAMED
OG0028278	 NO HIT
OG0028280	 NO HIT
OG0028281	 PKSB
OG0028283	 NO HIT
OG0028284	 NO HIT
OG0028285	 PROTEIN JAGGED-1
OG0028286	 SUBFAMILY NOT NAMED
OG0028287	 EXPRESSED PROTEIN
OG0028288	 SUBFAMILY NOT NAMED
OG0028289	 PROTEIN CHARLATAN
OG0028290	 NO HIT
OG0028291	 NO HIT
OG0028292	 NO HIT
OG0028293	 PHOSPHATIDYLCHOLINE-STEROL ACYLTRANSFERASE
OG0028295	 NO HIT
OG0028296	 NO HIT
OG0028297	 NO HIT
OG0028298	 NO HIT
OG0028299	 SUBFAMILY NOT NAMED
OG0028301	 SUBFAMILY NOT NAMED
OG0028302	 NO HIT
OG0028303	 NO HIT
OG0028304	 NO HIT
OG0028305	 NO HIT
OG0035863	 NO HIT
OG0035864	 ARYLSULFATASE
OG0035865	 NO HIT
OG0035866	 SI:DKEY-197C15.6-RELATED
OG0035867	 NO HIT
OG0035868	 WASP INTERACTING PROTEIN-RELATED
OG0035870	 NO HIT
OG0035871	 SEMAPHORIN 5C ISOFORM A
OG0035872	 BARRIER TO AUTOINTEGRATION FACTOR 2
OG0035873	 GLYCINE/PROLINE-RICH PROTEIN
OG0035874	 GLYCINE/PROLINE-RICH PROTEIN
OG0035875	 LEUCINE-RICH REPEAT-CONTAINING
OG0035876	 NO HIT
OG0035877	 NO HIT
OG0035878	 SUBFAMILY NOT NAMED
OG0035879	 NO HIT
OG0035880	 NO HIT
OG0035881	 NO HIT
OG0035882	 TUDOR DOMAIN CONTAINING PROTEIN
OG0035883	 NO HIT
OG0035884	 REGULATOR OF G-PROTEIN SIGNALING 3
OG0035885	 SOLUTE CARRIER FAMILY 22 MEMBER 15
OG0035886	 NO HIT
OG0035887	 LECITHIN-CHOLESTEROL ACYLTRANSFERASE-RELATED
OG0035888	 NO HIT
OG0035889	 SUBFAMILY NOT NAMED
OG0035890	 ADAMTS A DISINTEGRIN AND METALLOPROTEASE WITH THROMBOSPONDIN MOTIFS PROTEASE
OG0035891	 SUBFAMILY NOT NAMED
OG0035892	 NO HIT
OG0035893	 NO HIT
OG0035894	 NO HIT
OG0035895	 PHOSPHATIDYLCHOLINE-STEROL ACYLTRANSFERASE
OG0035896	 NO HIT
OG0035897	 NO HIT
OG0035899	 NO HIT
OG0035900	 NO HIT
OG0035901	 MAMMALIAN EPENDYMIN-RELATED PROTEIN 1
OG0035903	 FAMILY NOT NAMED
OG0035904	 OS06G0316800 PROTEIN
OG0035905	 NO HIT
OG0035906	 NO HIT
OG0035907	 TRANSMEMBRANE PROTEIN 254
OG0035908	 NO HIT
OG0035909	 NO HIT
OG0035910	 NO HIT
OG0035911	 SUBFAMILY NOT NAMED
OG0035912	 SUBFAMILY NOT NAMED
OG0035914	 MONOCARBOXYLATE TRANSPORTER
OG0035915	 NO HIT
OG0035916	 POLYNUCLEOTIDE 5'-HYDROXYL-KINASE NOL9
OG0035918	 INVOLUCRIN
OG0035919	 NO HIT
OG0035920	 NO HIT
OG0035922	 KELCH-LIKE PROTEIN 10
OG0035923	 B-CELL RECEPTOR CD22
OG0035924	 NO HIT
OG0035925	 SUBFAMILY NOT NAMED
OG0035926	 METABOTROPIC GLUTAMATE RECEPTOR
OG0035927	 NO HIT
OG0035928	 NO HIT
OG0035929	 NO HIT
OG0035930	 SUBFAMILY NOT NAMED
OG0035931	 TRANSFORMING GROWTH FACTOR ALPHA
OG0035933	 SUBFAMILY NOT NAMED
OG0035934	 NO HIT
OG0035936	 NO HIT
OG0035938	 TISSUE FACTOR PATHWAY INHIBITOR 2
OG0035939	 FAMILY NOT NAMED
OG0035940	 NO HIT
OG0035941	 NO HIT
OG0035942	 COLLAGEN TYPE VI ALPHA 4A
OG0035944	 NO HIT
OG0050352	 GLYCINE/PROLINE-RICH PROTEIN
OG0050353	 NO HIT
OG0050354	 NO HIT
OG0050355	 POLYCYSTIN FAMILY MEMBER
OG0050356	 RIBOFLAVIN TRANSPORTER RIBJ
OG0050357	 NO HIT
OG0050358	 NO HIT
OG0050359	 NO HIT
OG0050360	 SUBFAMILY NOT NAMED
OG0050361	 GDSL ESTERASE/LIPASE
OG0050362	 GLYCEROPHOSPHOCHOLINE PHOSPHODIESTERASE GPCPD1
OG0050363	 ATAXIN 7 RELATED
OG0050364	 NO HIT
OG0050365	 UNCHARACTERIZED
OG0050366	 PROTEIN ATP6V1FNB-LIKE
OG0050367	 NO HIT
OG0050368	 NO HIT
OG0050369	 NO HIT
OG0050370	 DNAJ DOMAIN (PROKARYOTIC HEAT SHOCK PROTEIN)-RELATED
OG0050371	 NO HIT
OG0050372	 OXIDATIVE STRESS-RESPONSE SERINE-RICH PROTEIN 1
OG0050373	 NO HIT
OG0050374	 NO HIT
OG0050375	 SUBFAMILY NOT NAMED
OG0050376	 METABOTROPIC GABA-B RECEPTOR SUBTYPE 2 ISOFORM C
OG0050377	 NO HIT
OG0050378	 NO HIT
OG0050379	 OS11G0657400 PROTEIN
OG0050380	 SUBFAMILY NOT NAMED
OG0050381	 CALPAIN-6
OG0050382	 FORKHEAD BOX Q2
OG0050383	 NO HIT
OG0050384	 NO HIT
OG0050385	 NO HIT
OG0050386	 SUBFAMILY NOT NAMED
OG0050387	 NO HIT
OG0050388	 NO HIT
OG0050389	 NO HIT
OG0050390	 NO HIT
OG0050391	 POTASSIUM CHANNEL SUBFAMILY K MEMBER 7
OG0050392	 NO HIT
OG0050393	 CHLORIDE CHANNEL CLIC-LIKE PROTEIN 1
OG0050394	 NO HIT
OG0050395	 NO HIT
OG0050396	 NO HIT
OG0050397	 NO HIT
OG0050398	 NO HIT
OG0050399	 NO HIT
OG0050400	 NO HIT
OG0050401	 SUBFAMILY NOT NAMED
OG0050402	 UNCHARACTERIZED
OG0050403	 COLLAGEN
OG0050404	 NEPRILYSIN-1
OG0050405	 NO HIT
OG0050406	 NO HIT
OG0050407	 OS06G0704100 PROTEIN
OG0050408	 NO HIT
OG0050409	 NO HIT
OG0050410	 TUDOR DOMAIN CONTAINING PROTEIN
OG0050411	 NO HIT
OG0050412	 ECDYSONE-INDUCIBLE GENE E1 ISOFORM A
OG0050413	 OTOLIN-1
OG0050414	 PROTEIN ENCORE
OG0050415	 NO HIT
OG0050416	 TRANSMEMBRANE CHANNEL-LIKE PROTEIN 7
OG0050417	 PROTEIN CBG11402
OG0050418	 NO HIT
OG0050419	 FAMILY NOT NAMED
OG0050420	 NO HIT
OG0050421	 NO HIT
OG0050422	 NO HIT
OG0050424	 UNCHARACTERIZED
OG0050425	 NUCLEOLAR AND SPINDLE-ASSOCIATED PROTEIN 1
OG0050426	 MADF DOMAIN TRANSCRIPTION FACTOR
OG0050427	 NO HIT
OG0050428	 NO HIT
OG0050429	 NO HIT
OG0050430	 ALPHA-MANNOSIDASE 2X
OG0050431	 NO HIT
OG0050432	 SUBFAMILY NOT NAMED
OG0050433	 KUNITZ-TYPE PROTEASE INHIBITOR-RELATED
OG0050434	 FAMILY NOT NAMED
OG0050435	 SUBFAMILY NOT NAMED
OG0050436	 NO HIT
OG0050437	 NO HIT
OG0050438	 SI:DKEY-260J18.2
OG0050439	 NO HIT
OG0050440	 SI:CH211-106H4.4
OG0050441	 NO HIT
OG0050442	 BNACNNG23950D PROTEIN
OG0050443	 NO HIT
OG0050444	 HEMICENTIN 1
OG0050445	 NO HIT
OG0050446	 PROTEIN SLIT
OG0050447	 TPR REPEAT-CONTAINING PROTEIN DDB_G0287999
OG0050448	 ZGC:103681
OG0050449	 NO HIT
OG0050450	 SUBFAMILY NOT NAMED
OG0050451	 PHOSPHORYN PUTATIVE-RELATED-RELATED
OG0050452	 NO HIT
OG0050453	 ZINC FINGER PROTEIN 485
OG0050454	 NO HIT
OG0050455	 NO HIT
OG0050456	 NO HIT
OG0050457	 BARRIER TO AUTOINTEGRATION FACTOR 2
OG0050458	 NO HIT
OG0050459	 ANKYRIN REPEAT-CONTAINING PROTEIN DDB_G0279043
OG0050460	 NO HIT
OG0050461	 U-BOX DOMAIN-CONTAINING PROTEIN 27-RELATED
OG0050462	 RE52086P
OG0050463	 NO HIT
OG0050464	 DOUBLE-STRANDED RNA-SPECIFIC EDITASE ADAR-RELATED
OG0050465	 VON WILLEBRAND FACTOR D AND EGF DOMAIN-CONTAINING PROTEIN
OG0050466	 SUBFAMILY NOT NAMED
OG0050467	 NO HIT
OG0050468	 NO HIT
OG0050469	 NO HIT
OG0050470	 PROTEIN LIN-12
OG0050471	 PROTEIN CBG12054-RELATED
OG0050472	 TRANSCRIPTIONAL REPRESSOR CTCFL
OG0050473	 RNA-BINDING MOTIF PROTEIN 14B
OG0050474	 NO HIT
OG0050476	 NO HIT
OG0050477	 NO HIT
OG0050478	 TETRASPANIN
OG0050479	 SUBFAMILY NOT NAMED
OG0050480	 NO HIT
OG0050481	 NO HIT
OG0050482	 NO HIT
OG0050483	 DROSOPHILA CRUMBS HOMOLOG
OG0050484	 NO HIT
OG0050485	 NO HIT
OG0050486	 PROTEIN SLIT
OG0050487	 NO HIT
OG0050488	 SLEI FAMILY PROTEIN
OG0050489	 NO HIT
OG0050491	 NO HIT
OG0050492	 SI:CH1073-291C23.2
OG0050493	 NO HIT
OG0050494	 NO HIT
OG0050495	 EXPORTED SERINE/THREONINE PROTEIN KINASE
OG0050496	 SUBFAMILY NOT NAMED
OG0050497	 NO HIT
OG0050498	 ZGC:101858
OG0050499	 RNA-BINDING REGION RNP-1 DOMAIN-CONTAINING PROTEIN
OG0050500	 NO HIT
OG0050501	 PHYTANOYL-COA DIOXYGENASE DOMAIN-CONTAINING PROTEIN 1
OG0050502	 OS08G0107100 PROTEIN-RELATED
OG0050503	 NO HIT
OG0050504	 SUBFAMILY NOT NAMED
OG0050505	 NO HIT
OG0050506	 NO HIT
OG0050507	 HIGH MOBILITY GROUP PROTEIN DSP1
OG0050508	 NO HIT
OG0050509	 NO HIT
OG0050510	 SUBFAMILY NOT NAMED
OG0050511	 NO HIT
OG0050512	 S-FORMYLGLUTATHIONE HYDROLASE YEIG
OG0050513	 NO HIT
OG0050514	 WHEY ACIDIC PROTEIN
OG0050515	 NO HIT
OG0050516	 PROTEIN CBG12054-RELATED
OG0050517	 NO HIT
OG0050518	 TENASCIN-X
OG0050519	 NO HIT
OG0050520	 NO HIT
OG0050521	 SI:DKEY-1J5.4
OG0050522	 NO HIT
OG0050524	 NO HIT
OG0050525	 NO HIT
OG0050526	 D-MALATE DEHYDROGENASE [DECARBOXYLATING]
OG0050527	 SUBFAMILY NOT NAMED
OG0050528	 VON WILLEBRAND FACTOR D AND EGF DOMAIN-CONTAINING PROTEIN
OG0050529	 NO HIT
OG0050530	 NO HIT
OG0050531	 TRANSMEMBRANE PROTEIN FAM155
OG0050532	 ACYLTRANSFERASE
OG0050533	 PYROKININ-1 RECEPTOR
OG0050534	 TRACE AMINE-ASSOCIATED RECEPTOR 19N-RELATED
OG0050535	 TORSIN-1A-INTERACTING PROTEIN
OG0050536	 NO HIT
OG0050537	 NO HIT
OG0050538	 NO HIT
OG0050539	 PROTEIN CBG12054-RELATED
OG0050540	 SUBFAMILY NOT NAMED
OG0050541	 SUBFAMILY NOT NAMED
OG0050542	 NUCLEAR HORMONE RECEPTOR HR96
OG0050543	 HYPOTHETICAL CYTOSOLIC PROTEIN
OG0050544	 SUBFAMILY NOT NAMED
OG0050545	 NO HIT
OG0050546	 NO HIT
OG0050547	 UNNAMED PRODUCT
OG0050548	 NO HIT
OG0050549	 EPITHELIAL DISCOIDIN DOMAIN-CONTAINING RECEPTOR 1
OG0050550	 NO HIT
OG0050551	 TRACE AMINE-ASSOCIATED RECEPTOR 19N
OG0050552	 VESICULAR OVEREXPRESSED IN CANCER PROSURVIVAL PROTEIN 1
OG0050553	 NO HIT
OG0050554	 SUBFAMILY NOT NAMED
OG0050555	 NO HIT
OG0050556	 TUDOR DOMAIN CONTAINING PROTEIN
OG0050558	 SUBFAMILY NOT NAMED
OG0050559	 EARLY NODULIN-11
OG0050560	 NO HIT
OG0050561	 SUBFAMILY NOT NAMED
OG0050563	 SUBFAMILY NOT NAMED
OG0050564	 NO HIT
OG0050565	 BETA4GALNACTA
OG0050566	 LD28763P
OG0050567	 BNAA06G17220D PROTEIN
OG0050568	 P-SELECTIN GLYCOPROTEIN LIGAND-1
OG0050569	 NO HIT
OG0050570	 NO HIT
OG0050571	 NO HIT
OG0050572	 PUTATIVE-RELATED
OG0050573	 NO HIT
OG0050574	 NO HIT
OG0050575	 PHOTORECEPTOR OUTER SEGMENT MEMBRANE GLYCOPROTEIN 2
OG0050576	 NO HIT
OG0050577	 NO HIT
OG0050578	 LEO1 PROTEIN
OG0050579	 ZINC FINGER CCCH DOMAIN-CONTAINING PROTEIN 13
OG0050580	 NO HIT
OG0050583	 OS09G0427125 PROTEIN
OG0050584	 REGULATORY PROTEIN YLBF-RELATED
OG0050585	 HIGH MOBILITY GROUP PROTEIN DSP1
OG0050586	 BNAANNG23130D PROTEIN
OG0050587	 SUBFAMILY NOT NAMED
OG0050588	 SUBFAMILY NOT NAMED
OG0050589	 N-TERMINAL KINASE-LIKE PROTEIN
