Orthogroup	Panther_annotation
OG0015338	 TUDOR DOMAIN CONTAINING PROTEIN
OG0015342	 NO HIT
OG0015345	 NO HIT
OG0015346	 NO HIT
OG0015371	 NO HIT
OG0015376	 NO HIT
OG0015379	 NO HIT
OG0016446	 FAMILY NOT NAMED
OG0016447	 NO HIT
OG0016450	 NO HIT
OG0016452	 NO HIT
OG0016454	 NO HIT
OG0016456	 NO HIT
OG0016458	 NO HIT
OG0016460	 NO HIT
OG0016464	 NO HIT
OG0016465	 NO HIT
OG0016485	 IRE1-RELATED
OG0016508	 NMUR (NEUROMEDIN U RECEPTOR) HOMOLOG
OG0016513	 NO HIT
OG0017932	 NO HIT
OG0017935	 NO HIT
OG0017937	 NO HIT
OG0017938	 PROTEIN CBG17985
OG0017941	 NO HIT
OG0017947	 NO HIT
OG0017948	 NO HIT
OG0017953	 KINESIN-LIKE PROTEIN KIF21A
OG0017957	 SI:DKEY-65L23.2
OG0017967	 NO HIT
OG0017971	 NO HIT
OG0017978	 SD10469P
OG0017986	 NO HIT
OG0017987	 FAMILY NOT NAMED
OG0018000	 SUBFAMILY NOT NAMED
OG0018011	 NO HIT
OG0019945	 NO HIT
OG0019946	 NO HIT
OG0019952	 NO HIT
OG0019953	 NO HIT
OG0019955	 NO HIT
OG0019961	 SUBFAMILY NOT NAMED
OG0019965	 NO HIT
OG0019972	 SUBFAMILY NOT NAMED
OG0019975	 OS10G0105400 PROTEIN
OG0019987	 NO HIT
OG0019995	 NO HIT
OG0020009	 NO HIT
OG0020014	 NO HIT
OG0020020	 NO HIT
OG0020028	 NO HIT
OG0020035	 NO HIT
OG0020037	 NO HIT
OG0020038	 NO HIT
OG0020041	 THYROTROPIN-RELEASING HORMONE RECEPTOR-LIKE PROTEIN
OG0020057	 NO HIT
OG0020066	 NO HIT
OG0020072	 NO HIT
OG0020078	 UBIQUITIN CARBOXYL-TERMINAL HYDROLASE 11
OG0020084	 NO HIT
OG0020100	 PROTEIN CBG12054-RELATED
OG0020132	 NEUROPEPTIDE RECEPTOR-RELATED G-PROTEIN COUPLED RECEPTOR
OG0022726	 NO HIT
OG0022732	 NO HIT
OG0022735	 NO HIT
OG0022736	 PROPROTEIN CONVERTASE SUBTILISIN/KEXIN TYPE 5
OG0022740	 NO HIT
OG0022743	 NO HIT
OG0022745	 NO HIT
OG0022746	 NO HIT
OG0022749	 NO HIT
OG0022751	 SIN3-HDAC COMPLEX-ASSOCIATED FACTOR -LIKE-RELATED
OG0022756	 NO HIT
OG0022757	 NO HIT
OG0022759	 NO HIT
OG0022762	 SUBFAMILY NOT NAMED
OG0022763	 SUBFAMILY NOT NAMED
OG0022764	 NO HIT
OG0022771	 UNCHARACTERIZED
OG0022779	 RETROVIRUS-RELATED POL POLYPROTEIN LINE-1
OG0022780	 NO HIT
OG0022781	 FAMILY NOT NAMED
OG0022782	 NO HIT
OG0022784	 FAMILY NOT NAMED
OG0022794	 ZINC FINGER MYM-TYPE PROTEIN 5
OG0022795	 NO HIT
OG0022797	 FAMILY NOT NAMED
OG0022798	 COLLAGEN TYPE VI ALPHA 4A
OG0022799	 NO HIT
OG0022800	 NO HIT
OG0022801	 FORKHEAD BOX Q2
OG0022812	 NO HIT
OG0022816	 FAMILY NOT NAMED
OG0022831	 NO HIT
OG0022832	 NO HIT
OG0022837	 NO HIT
OG0022839	 NO HIT
OG0022849	 ANKYRIN REPEAT DOMAIN-CONTAINING PROTEIN 36A-RELATED
OG0022855	 NO HIT
OG0022859	 NO HIT
OG0022864	 OS10G0105400 PROTEIN
OG0022867	 NO HIT
OG0022875	 SUBFAMILY NOT NAMED
OG0022881	 NO HIT
OG0022892	 SUBFAMILY NOT NAMED
OG0022917	 DENTIN MATRIX PROTEIN 4 PROTEIN FAM20
OG0022920	 NO HIT
OG0022926	 NO HIT
OG0022932	 RGD1565685 PROTEIN
OG0022936	 TUMOR NECROSIS FACTOR-INDUCIBLE GENE 6 PROTEIN
OG0022937	 NO HIT
OG0022940	 MONOCARBOXYLATE TRANSPORTER
OG0022950	 NO HIT
OG0022977	 NO HIT
OG0022979	 NO HIT
OG0023000	 THYROXINE-BINDING GLOBULIN
OG0023010	 NO HIT
OG0023012	 ALPHA 1 3 FUCOSYLTRANSFERASE-RELATED
OG0023014	 SUBFAMILY NOT NAMED
OG0023018	 SUBFAMILY NOT NAMED
OG0023027	 NO HIT
OG0023030	 NETRIN RECEPTOR UNC5
OG0023031	 PROTEIN CED-11
OG0023041	 NO HIT
OG0023046	 EXTRACELLULAR MATRIX GLYCOPROTEIN RELATED
OG0023052	 NO HIT
OG0023076	 NO HIT
OG0026814	 SUBFAMILY NOT NAMED
OG0026818	 NO HIT
OG0026819	 NO HIT
OG0026824	 SOLUTE CARRIER FAMILY 13 MEMBER 2
OG0026825	 PROTEIN I'M NOT DEAD YET-RELATED
OG0026828	 NO HIT
OG0026831	 NO HIT
OG0026833	 ZGC:174356
OG0026835	 NO HIT
OG0026836	 NO HIT
OG0026847	 SUBFAMILY NOT NAMED
OG0026851	 PUTATIVE-RELATED
OG0026852	 NO HIT
OG0026854	 NO HIT
OG0026856	 TRACE AMINE-ASSOCIATED RECEPTOR 19N
OG0026873	 SUBFAMILY NOT NAMED
OG0026882	 NO HIT
OG0026890	 PROTEIN ZBED8
OG0026895	 HISTAMINE H1 RECEPTOR
OG0026905	 NO HIT
OG0026913	 LACTADHERIN
OG0026918	 SUBFAMILY NOT NAMED
OG0026932	 NO HIT
OG0026935	 NO HIT
OG0026936	 NO HIT
OG0026947	 SLL0310 PROTEIN
OG0026949	 NO HIT
OG0026951	 L1 TRANSPOSABLE ELEMENT-RELATED
OG0026952	 NO HIT
OG0026953	 NO HIT
OG0026963	 NO HIT
OG0026964	 NO HIT
OG0026980	 ZGC:194887
OG0026985	 NO HIT
OG0026995	 SI:CH211-262H13.3-RELATED-RELATED
OG0027000	 FAMILY NOT NAMED
OG0027006	 NO HIT
OG0027008	 NO HIT
OG0027013	 SUBFAMILY NOT NAMED
OG0027025	 NO HIT
OG0027035	 NO HIT
OG0027039	 NO HIT
OG0027054	 SUBFAMILY NOT NAMED
OG0027068	 SUBFAMILY NOT NAMED
OG0027073	 NO HIT
OG0027078	 C-TYPE LECTIN
OG0027083	 SUBFAMILY NOT NAMED
OG0027089	 SUBFAMILY NOT NAMED
OG0027090	 NO HIT
OG0027092	 NO HIT
OG0027093	 NO HIT
OG0027096	 NO HIT
OG0027098	 SUBFAMILY NOT NAMED
OG0027106	 NO HIT
OG0027115	 NO HIT
OG0027125	 NO HIT
OG0027133	 SUBFAMILY NOT NAMED
OG0027153	 NO HIT
OG0027164	 FAMILY NOT NAMED
OG0027171	 NO HIT
OG0027186	 NO HIT
OG0027188	 NO HIT
OG0027190	 NO HIT
OG0027198	 NO HIT
OG0027203	 NO HIT
OG0027204	 NO HIT
OG0027205	 NO HIT
OG0027211	 NO HIT
OG0027224	 NO HIT
OG0027225	 NO HIT
OG0027245	 NO HIT
OG0027251	 NO HIT
OG0027260	 NO HIT
OG0027271	 TOLL-LIKE RECEPTOR 7-RELATED
OG0027284	 NO HIT
OG0027317	 NO HIT
OG0027318	 INOSITOL-REQUIRING ENZYME-1
OG0027329	 NO HIT
OG0027347	 NO HIT
OG0027351	 NO HIT
OG0027368	 NO HIT
OG0027384	 WSCD FAMILY MEMBER CG9164
OG0027390	 NO HIT
OG0027404	 NO HIT
OG0027405	 H/ACA RIBONUCLEOPROTEIN COMPLEX SUBUNIT DKC1
OG0027415	 NO HIT
OG0027426	 UNCHARACTERIZED
OG0027435	 NO HIT
OG0027436	 NO HIT
OG0027448	 NO HIT
OG0027455	 YNEIN REGULATORY COMPLEX SUBUNIT 5
OG0027459	 SI:DKEYP-82A1.6-RELATED
OG0027461	 IRE1-RELATED
OG0027471	 NO HIT
OG0027479	 PROTEIN CBG25628
OG0027484	 NO HIT
OG0033424	 NO HIT
OG0033430	 NO HIT
OG0033434	 NO HIT
OG0033437	 NO HIT
OG0033442	 NO HIT
OG0033444	 SUBFAMILY NOT NAMED
OG0033447	 EXS-RELATED PROTEIN
OG0033448	 NO HIT
OG0033452	 NO HIT
OG0033458	 ZINC FINGER BED DOMAIN-CONTAINING PROTEIN 4
OG0033459	 NO HIT
OG0033460	 NO HIT
OG0033463	 NO HIT
OG0033466	 SUBFAMILY NOT NAMED
OG0033467	 NO HIT
OG0033468	 NO HIT
OG0033474	 NO HIT
OG0033481	 PROTEIN MONO-ADP-RIBOSYLTRANSFERASE PARP10
OG0033483	 FAMILY NOT NAMED
OG0033484	 NO HIT
OG0033486	 FAMILY NOT NAMED
OG0033492	 NO HIT
OG0033495	 WW DOMAIN-CONTAINING OXIDOREDUCTASE-LIKE PROTEIN
OG0033497	 NO HIT
OG0033503	 THAP DOMAINCONTAINING PROTEIN
OG0033505	 FAMILY NOT NAMED
OG0033508	 P300 TRANSCRIPTIONAL COFACTOR JMY-RELATED
OG0033509	 NO HIT
OG0033513	 FAMILY NOT NAMED
OG0033515	 UBIQUITIN CONJUGATION FACTOR E4 A
OG0033520	 NO HIT
OG0033522	 NO HIT
OG0033526	 NO HIT
OG0033527	 SETA BINDING PROTEIN 1
OG0033530	 PROTEIN CBG26950
OG0033535	 NO HIT
OG0033540	 NO HIT
OG0033544	 NO HIT
OG0033549	 SUBFAMILY NOT NAMED
OG0033551	 NO HIT
OG0033555	 SUBFAMILY NOT NAMED
OG0033556	 NO HIT
OG0033559	 NO HIT
OG0033561	 NO HIT
OG0033569	 SUBFAMILY NOT NAMED
OG0033574	 NO HIT
OG0033576	 NO HIT
OG0033585	 NO HIT
OG0033586	 NO HIT
OG0033587	 NO HIT
OG0033588	 ZINC FINGER BED DOMAIN-CONTAINING PROTEIN 4
OG0033589	 NO HIT
OG0033599	 NO HIT
OG0033601	 NO HIT
OG0033605	 NO HIT
OG0033607	 NO HIT
OG0033609	 NO HIT
OG0033612	 NO HIT
OG0033614	 OS04G0629600 PROTEIN
OG0033616	 PEPTIDASE INHIBITOR 16
OG0033618	 NO HIT
OG0033629	 FAMILY NOT NAMED
OG0033630	 NO HIT
OG0033633	 NO HIT
OG0033635	 AUTOCRINE PROLIFERATION REPRESSOR PROTEIN A
OG0033644	 NO HIT
OG0033650	 60 KDA RIBONUCLEOPROTEIN SSA/RO
OG0033654	 NO HIT
OG0033656	 NO HIT
OG0033657	 NO HIT
OG0033662	 NO HIT
OG0033664	 NO HIT
OG0033669	 NO HIT
OG0033671	 NO HIT
OG0033680	 NO HIT
OG0033682	 NO HIT
OG0033688	 SUBFAMILY NOT NAMED
OG0033690	 NO HIT
OG0033694	 TRANSCRIPTIONAL REGULATOR ASNC FAMILY
OG0033704	 NO HIT
OG0033708	 SUBFAMILY NOT NAMED
OG0033709	 ARMADILLO-TYPE FOLD-RELATED
OG0033710	 RADIAL SPOKE HEAD 14 HOMOLOG
OG0033714	 NO HIT
OG0033721	 HISTAMINE H1 RECEPTOR
OG0033726	 FAMILY NOT NAMED
OG0033733	 NO HIT
OG0033738	 SUBFAMILY NOT NAMED
OG0033747	 NO HIT
OG0033758	 NO HIT
OG0033760	 NO HIT
OG0033764	 NO HIT
OG0033766	 SUBFAMILY NOT NAMED
OG0033769	 NO HIT
OG0033770	 CLASP
OG0033773	 NO HIT
OG0033775	 NO HIT
OG0033776	 NO HIT
OG0033780	 NO HIT
OG0033784	 NO HIT
OG0033792	 NO HIT
OG0033798	 NO HIT
OG0033799	 NO HIT
OG0033800	 NO HIT
OG0033810	 NO HIT
OG0033812	 SUBFAMILY NOT NAMED
OG0033825	 NO HIT
OG0033826	 NO HIT
OG0033827	 PROTEIN CBG04600
OG0033833	 NO HIT
OG0033839	 UNCHARACTERIZED
OG0033845	 COLLAGEN TYPE VI ALPHA 4A
OG0033847	 NO HIT
OG0033854	 NO HIT
OG0033873	 NO HIT
OG0033875	 NO HIT
OG0033876	 NO HIT
OG0033895	 SUBFAMILY NOT NAMED
OG0033896	 SUSHI DOMAIN-CONTAINING PROTEIN 2
OG0033898	 DELTA-LIKE 2 HOMOLOG (DROSOPHILA)
OG0033899	 HIGH-AFFINITY CHOLINE TRANSPORTER 1
OG0033902	 NO HIT
OG0033908	 NO HIT
OG0033920	 GUANYLATE CYCLASE
OG0033921	 SUBFAMILY NOT NAMED
OG0033924	 UNCHARACTERIZED
OG0033934	 NO HIT
OG0033942	 UNCHARACTERIZED
OG0033948	 TRANSCRIPTION FACTOR ORG2-LIKE
OG0033949	 NO HIT
OG0033953	 SULFIDE:QUINONE OXIDOREDUCTASE
OG0033956	 NO HIT
OG0033958	 NO HIT
OG0033960	 NO HIT
OG0033966	 SUBFAMILY NOT NAMED
OG0033970	 NO HIT
OG0033974	 NO HIT
OG0033982	 NO HIT
OG0033983	 NO HIT
OG0033987	 NO HIT
OG0033991	 NO HIT
OG0033992	 NO HIT
OG0033999	 DEFENSIN-LIKE PROTEIN 181-RELATED
OG0034005	 NO HIT
OG0034012	 NO HIT
OG0034018	 NO HIT
OG0034022	 NO HIT
OG0034024	 ATP-BINDING CASSETTE TRANSPORTER SUBFAMILY A ABCA
OG0034027	 NO HIT
OG0034036	 D-ERYTHRULOSE REDUCTASE
OG0034038	 NO HIT
OG0034042	 116 KDA U5 SMALL NUCLEAR RIBONUCLEOPROTEIN COMPONENT
OG0034057	 SPORE COAT PROTEIN SP96
OG0034066	 N-LYSINE METHYLTRANSFERASE KMT5A
OG0034067	 VITELLINE MEMBRANE PROTEIN VM26AB-RELATED
OG0034074	 NO HIT
OG0034080	 RECEPTOR-TYPE TYROSINE-PROTEIN PHOSPHATASE
OG0034082	 NO HIT
OG0034087	 ALANINE--TRNA LIGASE CYTOPLASMIC
OG0034096	 NO HIT
OG0034097	 NO HIT
OG0034098	 NO HIT
OG0034114	 NO HIT
OG0034135	 NO HIT
OG0034147	 VWFA AND CACHE DOMAIN-CONTAINING PROTEIN 1
OG0034153	 NO HIT
OG0034155	 NO HIT
OG0034157	 WASP INTERACTING PROTEIN-RELATED
OG0034160	 TRANSIENT RECEPTOR POTENTIAL CATION CHANNEL TRPM
OG0034161	 NO HIT
OG0034180	 NO HIT
OG0034182	 NO HIT
OG0034209	 SUBFAMILY NOT NAMED
OG0034229	 SUSHI DOMAIN-CONTAINING PROTEIN 2
OG0034239	 GLYCINE--TRNA LIGASE
OG0034259	 NO HIT
OG0034264	 SCAVENGER RECEPTOR CLASS F
OG0034265	 SIGNAL RECOGNITION PARTICLE 54 KDA PROTEIN
OG0034267	 NO HIT
OG0034277	 OS08G0519400 PROTEIN
OG0034293	 NO HIT
OG0034297	 NO HIT
OG0034307	 NO HIT
OG0034309	 NO HIT
OG0034317	 NO HIT
OG0034323	 SI:CH211-59O9.10
OG0034325	 SPRY DOMAIN-CONTAINING SOCS BOX PROTEIN 2
OG0034326	 NO HIT
OG0034331	 SUBFAMILY NOT NAMED
OG0034335	 NO HIT
OG0034336	 ZINC FINGER PROTEIN 714
OG0034342	 NO HIT
OG0034345	 ALPHA-TECTORIN-RELATED
OG0034363	 SUBFAMILY NOT NAMED
OG0034375	 SUBFAMILY NOT NAMED
OG0034376	 TENASCIN
OG0034377	 NO HIT
OG0034378	 NO HIT
OG0034381	 NO HIT
OG0034383	 SYNAPTOGYRIN
OG0034396	 FAMILY NOT NAMED
OG0045640	 NO HIT
OG0045641	 BARRIER TO AUTOINTEGRATION FACTOR 2
OG0045642	 PROTEIN CBG26950
OG0045643	 ZINC FINGER PROTEIN 41 HOMOLOG-RELATED
OG0045644	 FRIZZLED-2
OG0045645	 NO HIT
OG0045647	 NO HIT
OG0045649	 SUBFAMILY NOT NAMED
OG0045652	 SUBFAMILY NOT NAMED
OG0045654	 BNAC05G07920D PROTEIN
OG0045656	 NO HIT
OG0045657	 ZINC FINGER CCHC DOMAIN CONTAINING PROTEIN
OG0045661	 SUBFAMILY NOT NAMED
OG0045668	 NO HIT
OG0045669	 NO HIT
OG0045670	 NO HIT
OG0045671	 NO HIT
OG0045672	 NO HIT
OG0045673	 NO HIT
OG0045675	 NO HIT
OG0045676	 G9A ISOFORM B
OG0045678	 OS03G0193600 PROTEIN
OG0045680	 PROTEIN CBG11402
OG0045681	 NO HIT
OG0045682	 INOSITOL 1 4 5-TRISPHOSPHATE RECEPTOR-LIKE PROTEIN A
OG0045684	 LOW-DENSITY LIPOPROTEIN RECEPTOR-RELATED PROTEIN
OG0045686	 ATP-DEPENDENT DNA HELICASE
OG0045687	 SUBFAMILY NOT NAMED
OG0045688	 SUBFAMILY NOT NAMED
OG0045689	 NO HIT
OG0045690	 NO HIT
OG0045693	 SUBFAMILY NOT NAMED
OG0045694	 SI:DKEY-228L14.1
OG0045696	 SUBFAMILY NOT NAMED
OG0045698	 NO HIT
OG0045701	 SUBFAMILY NOT NAMED
OG0045702	 NO HIT
OG0045703	 NO HIT
OG0045704	 NO HIT
OG0045706	 NO HIT
OG0045707	 TRANSCRIPTION ELONGATION FACTOR A PROTEIN-LIKE 9
OG0045711	 NO HIT
OG0045713	 NO HIT
OG0045714	 COLLAGEN TYPE VI ALPHA 4A
OG0045718	 VITELLINE MEMBRANE PROTEIN VM26AB-RELATED
OG0045719	 TRANSPOSON TY3-I GAG-POL POLYPROTEIN-LIKE PROTEIN
OG0045721	 NO HIT
OG0045722	 NO HIT
OG0045723	 SUBFAMILY NOT NAMED
OG0045726	 COMM DOMAIN-CONTAINING PROTEIN 5
OG0045727	 RAD54-LIKE
OG0045728	 UNCHARACTERIZED
OG0045738	 SUBFAMILY NOT NAMED
OG0045739	 ALPHA 1 3 FUCOSYLTRANSFERASE-RELATED
OG0045741	 NO HIT
OG0045745	 HEMOPEXIN DOMAIN-CONTAINING PROTEIN
OG0045746	 SUBFAMILY NOT NAMED
OG0045748	 NO HIT
OG0045750	 SETA BINDING PROTEIN 1
OG0045756	 SUBFAMILY NOT NAMED
OG0045759	 NO HIT
OG0045760	 NO HIT
OG0045763	 NO HIT
OG0045764	 ZINC FINGER PROTEIN 512B
OG0045765	 ZINC KNUCKLE (CCHC-TYPE) FAMILY PROTEIN
OG0045766	 RNA-DIRECTED DNA POLYMERASE FROM TRANSPOSON BS-LIKE PROTEIN-RELATED
OG0045767	 NO HIT
OG0045769	 SUBFAMILY NOT NAMED
OG0045770	 NO HIT
OG0045773	 NO HIT
OG0045775	 SUBFAMILY NOT NAMED
OG0045776	 NO HIT
OG0045781	 SUBFAMILY NOT NAMED
OG0045782	 TRANSCRIPTIONAL REGULATOR MNTR
OG0045783	 SUBFAMILY NOT NAMED
OG0045784	 NO HIT
OG0045789	 HEH2P
OG0045793	 SUBFAMILY NOT NAMED
OG0045795	 NO HIT
OG0045796	 VENOM ALLERGEN 5-LIKE PROTEIN
OG0045797	 NO HIT
OG0045798	 VWFA AND CACHE DOMAIN-CONTAINING PROTEIN 1
OG0045800	 RETROVIRUS-RELATED POL POLYPROTEIN LINE-1
OG0045801	 TENASCIN
OG0045804	 NO HIT
OG0045805	 NO HIT
OG0045807	 NO HIT
OG0045808	 NO HIT
OG0045819	 NO HIT
OG0045823	 NO HIT
OG0045824	 TRNA (GUANINE-N(7)-)-METHYLTRANSFERASE
OG0045826	 NO HIT
OG0045828	 NO HIT
OG0045829	 TUBULIN-FOLDING COFACTOR B
OG0045830	 NO HIT
OG0045831	 SI:CH211-261N11.8
OG0045833	 PROLINE-RICH TRANSMEMBRANE PROTEIN 1
OG0045837	 NO HIT
OG0045838	 COMPLEMENT COMPONENT 1 S SUBCOMPONENT-RELATED
OG0045839	 SUBFAMILY NOT NAMED
OG0045840	 HYPERKINETIC ISOFORM M
OG0045841	 PEROXIDASE
OG0045842	 NO HIT
OG0045843	 NO HIT
OG0045844	 NO HIT
OG0045846	 NO HIT
OG0045847	 FAMILY NOT NAMED
OG0045851	 NO HIT
OG0045854	 NO HIT
OG0045855	 NO HIT
OG0045856	 NON-POU DOMAIN-CONTAINING OCTAMER-BINDING PROTEIN
OG0045857	 NO HIT
OG0045858	 PUTATIVE-RELATED
OG0045859	 NO HIT
OG0045860	 E3 SUMO-PROTEIN LIGASE KIAA1586
OG0045861	 B3GNT1 BETA-1 3-N-ACETYLGUCOSAMINYLTRANSFERASE 1 HOMOLOG
OG0045862	 NO HIT
OG0045863	 SUBFAMILY NOT NAMED
OG0045866	 SUBFAMILY NOT NAMED
OG0045873	 NO HIT
OG0045875	 PROTEIN CBG13449
OG0045876	 NO HIT
OG0045878	 NO HIT
OG0045880	 NO HIT
OG0045882	 NO HIT
OG0045884	 OLEE1-LIKE PROTEIN
OG0045886	 LD20793P
OG0045893	 NO HIT
OG0045894	 NO HIT
OG0045895	 NO HIT
OG0045896	 NO HIT
OG0045899	 PROTEIN CBG12054-RELATED
OG0045902	 NO HIT
OG0045906	 SUBFAMILY NOT NAMED
OG0045907	 NO HIT
OG0045908	 NO HIT
OG0045912	 SUBFAMILY NOT NAMED
OG0045916	 NO HIT
OG0045918	 OLFACTORY RECEPTOR
OG0045920	 NO HIT
OG0045922	 NO HIT
OG0045925	 NO HIT
OG0045927	 NO HIT
OG0045933	 NO HIT
OG0045935	 NO HIT
OG0045936	 NO HIT
OG0045937	 NO HIT
OG0045938	 NO HIT
OG0045939	 CYTOCHROME B561/FERRIC REDUCTASE TRANSMEMBRANE
OG0045942	 NO HIT
OG0045944	 NO HIT
OG0045948	 NO HIT
OG0045949	 NO HIT
OG0045959	 NO HIT
OG0045962	 NO HIT
OG0045963	 PROTEIN CBG00261
OG0045965	 NO HIT
OG0045966	 NO HIT
OG0045967	 SUBFAMILY NOT NAMED
OG0045968	 NO HIT
OG0045969	 SUBFAMILY NOT NAMED
OG0045974	 NO HIT
OG0045975	 NO HIT
OG0045976	 NO HIT
OG0045977	 SUBFAMILY NOT NAMED
OG0045979	 NO HIT
OG0045982	 NO HIT
OG0045983	 PROTEIN CBG17929
OG0045987	 TRANSPORT AND GOLGI ORGANIZATION PROTEIN 2 HOMOLOG
OG0045988	 NO HIT
OG0045989	 SUBFAMILY NOT NAMED
OG0045990	 TESTIS-EXPRESSED PROTEIN 15
OG0045992	 NO HIT
OG0045993	 NO HIT
OG0045994	 TRANSMEMBRANE PROTEASE SERINE
OG0045995	 NO HIT
OG0045996	 NO HIT
OG0045997	 NO HIT
OG0045998	 SEMAPHORIN
OG0045999	 NO HIT
OG0046000	 NO HIT
OG0046001	 SUBFAMILY NOT NAMED
OG0046003	 NO HIT
OG0046004	 NO HIT
OG0046006	 XANTHINE DEHYDROGENASE
OG0046007	 PUTATIVE-RELATED
OG0046010	 SUBFAMILY NOT NAMED
OG0046011	 NO HIT
OG0046012	 CYCLIC NUCLEOTIDE-GATED OLFACTORY CHANNEL
OG0046015	 NO HIT
OG0046017	 NO HIT
OG0046020	 NO HIT
OG0046021	 SUBFAMILY NOT NAMED
OG0046027	 PRESPORE-SPECIFIC TRANSCRIPTIONAL REGULATOR RSFA
OG0046030	 SUBFAMILY NOT NAMED
OG0046031	 FAMILY NOT NAMED
OG0046032	 NO HIT
OG0046033	 SI:CH211-130M23.5
OG0046035	 C-TYPE LECTIN
OG0046036	 NO HIT
OG0046037	 NO HIT
OG0046038	 NO HIT
OG0046040	 RIBOSOMAL RNA-PROCESSING 1
OG0046041	 SUBFAMILY NOT NAMED
OG0046042	 ZINC KNUCKLE DOMAINCONTAINING PROTEIN-RELATED
OG0046045	 NO HIT
OG0046046	 NO HIT
OG0046047	 NO HIT
OG0046048	 SUBFAMILY NOT NAMED
OG0046050	 NO HIT
OG0046052	 SUBFAMILY NOT NAMED
OG0046053	 SODIUM/CHLORIDE DEPENDENT TRANSPORTER
OG0046054	 SUBFAMILY NOT NAMED
OG0046057	 SUBFAMILY NOT NAMED
OG0046058	 NO HIT
OG0046059	 PROTEIN CBG03580
OG0046060	 NO HIT
OG0046061	 SUBFAMILY NOT NAMED
OG0046064	 NO HIT
OG0046065	 EXPRESSED PROTEIN
OG0046068	 NO HIT
OG0046071	 BASIC LEUCINE ZIPPER AND W2 DOMAIN-CONTAINING PROTEIN 1
OG0046073	 NO HIT
OG0046074	 SIMILAR TO CHROMODOMAIN-HELICASE-DNA-BINDING PROTEIN 1 (CHD-1)
OG0046076	 SUBFAMILY NOT NAMED
OG0046078	 NO HIT
OG0046081	 NO HIT
OG0046084	 NO HIT
OG0046085	 NO HIT
OG0046086	 P-SELECTIN GLYCOPROTEIN LIGAND-1
OG0046091	 SUBFAMILY NOT NAMED
OG0046093	 NO HIT
OG0046094	 SUBFAMILY NOT NAMED
OG0046098	 NO HIT
OG0046099	 NO HIT
OG0046102	 NO HIT
OG0046103	 NO HIT
OG0046104	 NO HIT
OG0046105	 NO HIT
OG0046107	 NO HIT
OG0046109	 NO HIT
OG0046112	 VITELLOGENIN RECEPTOR-LIKE PROTEIN-RELATED-RELATED
OG0046114	 NO HIT
OG0046115	 NO HIT
OG0046116	 SUBFAMILY NOT NAMED
OG0046117	 PURINE PERMEASE 17-RELATED
OG0046118	 NO HIT
OG0046121	 SUBFAMILY NOT NAMED
OG0046122	 NO HIT
OG0046124	 COMPLEMENT COMPONENT-RELATED SUSHI DOMAIN-CONTAINING
OG0046127	 NO HIT
OG0046128	 FAMILY NOT NAMED
OG0046130	 T-BOX 19
OG0046131	 FAMILY NOT NAMED
OG0046135	 NO HIT
OG0046140	 VITELLOGENIN RECEPTOR-LIKE PROTEIN-RELATED-RELATED
OG0046142	 SACSIN
OG0046143	 NO HIT
OG0046144	 SUBFAMILY NOT NAMED
OG0046146	 NO HIT
OG0046149	 NO HIT
OG0046151	 NO HIT
OG0046152	 PROTEIN LIN-12
OG0046153	 PROTEIN CBG26950
OG0046154	 SUBFAMILY NOT NAMED
OG0046155	 NO HIT
OG0046156	 NO HIT
OG0046160	 NO HIT
