OG0016632																		Oalv|OALVG00000004391.1, Oalv|OALVG00000015320.1, Oalv|OALVG00000015751.1, Oalv|OALVG00000015752.1, Oalv|OALVG00000019493.1, Oalv|OALVG00000034431.1, Oalv|OALVG00000034432.1					Rpac|RPACG00000019488.1					
OG0018190																		Oalv|OALVG00000002535.1, Oalv|OALVG00000002542.1, Oalv|OALVG00000024136.1, Oalv|OALVG00000028352.1, Oalv|OALVG00000029536.1					Rpac|RPACG00000001933.1, Rpac|RPACG00000001938.1					
OG0018192																		Oalv|OALVG00000002884.1, Oalv|OALVG00000002885.1, Oalv|OALVG00000002886.1, Oalv|OALVG00000002887.1, Oalv|OALVG00000002889.1, Oalv|OALVG00000002890.1					Rpac|RPACG00000033788.1					
OG0018196																		Oalv|OALVG00000003494.1					Rpac|RPACG00000003431.1, Rpac|RPACG00000007583.1, Rpac|RPACG00000007584.1, Rpac|RPACG00000007585.1, Rpac|RPACG00000018080.1, Rpac|RPACG00000021985.1					
OG0018200																		Oalv|OALVG00000004638.1, Oalv|OALVG00000007724.1, Oalv|OALVG00000024903.1, Oalv|OALVG00000031600.1, Oalv|OALVG00000033975.1, Oalv|OALVG00000035473.1					Rpac|RPACG00000006589.1					
OG0018224																		Oalv|OALVG00000020125.1, Oalv|OALVG00000024718.1, Oalv|OALVG00000024719.1, Oalv|OALVG00000028602.1, Oalv|OALVG00000031079.1					Rpac|RPACG00000001115.1, Rpac|RPACG00000029819.1					
OG0020361																		Oalv|OALVG00000000176.1, Oalv|OALVG00000000178.1, Oalv|OALVG00000000494.1					Rpac|RPACG00000007249.1, Rpac|RPACG00000007255.1, Rpac|RPACG00000025190.1					
OG0020362																		Oalv|OALVG00000000443.1, Oalv|OALVG00000000450.1, Oalv|OALVG00000000451.1, Oalv|OALVG00000000453.1					Rpac|RPACG00000012178.1, Rpac|RPACG00000017295.1					
OG0020367																		Oalv|OALVG00000002355.1, Oalv|OALVG00000002357.1, Oalv|OALVG00000002358.1, Oalv|OALVG00000002361.1					Rpac|RPACG00000025526.1, Rpac|RPACG00000026858.1					
OG0020368																		Oalv|OALVG00000002610.1, Oalv|OALVG00000002611.1, Oalv|OALVG00000002612.1, Oalv|OALVG00000002613.1, Oalv|OALVG00000002614.1					Rpac|RPACG00000007506.1					
OG0020375																		Oalv|OALVG00000005834.1, Oalv|OALVG00000006865.1, Oalv|OALVG00000009674.1, Oalv|OALVG00000009678.1, Oalv|OALVG00000033300.1					Rpac|RPACG00000030886.1					
OG0020377																		Oalv|OALVG00000006852.1, Oalv|OALVG00000006853.1, Oalv|OALVG00000014628.1, Oalv|OALVG00000014630.1, Oalv|OALVG00000033268.1					Rpac|RPACG00000019539.1					
OG0020391																		Oalv|OALVG00000010998.1, Oalv|OALVG00000012308.1, Oalv|OALVG00000012322.1, Oalv|OALVG00000017413.1, Oalv|OALVG00000027640.1					Rpac|RPACG00000017000.1					
OG0020403																		Oalv|OALVG00000016706.1					Rpac|RPACG00000012985.1, Rpac|RPACG00000012988.1, Rpac|RPACG00000012991.1, Rpac|RPACG00000012994.1, Rpac|RPACG00000012997.1					
OG0020404																		Oalv|OALVG00000016923.1, Oalv|OALVG00000019321.1					Rpac|RPACG00000010275.1, Rpac|RPACG00000015531.1, Rpac|RPACG00000015532.1, Rpac|RPACG00000019624.1					
OG0020415																		Oalv|OALVG00000022446.1, Oalv|OALVG00000025094.1, Oalv|OALVG00000025095.1, Oalv|OALVG00000026855.1, Oalv|OALVG00000029443.1					Rpac|RPACG00000007953.1					
OG0023490																		Oalv|OALVG00000001492.1, Oalv|OALVG00000001495.1, Oalv|OALVG00000031446.1, Oalv|OALVG00000031449.1					Rpac|RPACG00000019861.1					
OG0023508																		Oalv|OALVG00000005830.1, Oalv|OALVG00000005833.1, Oalv|OALVG00000005835.1					Rpac|RPACG00000024803.1, Rpac|RPACG00000024804.1					
OG0023521																		Oalv|OALVG00000009974.1, Oalv|OALVG00000009975.1, Oalv|OALVG00000009977.1, Oalv|OALVG00000017119.1					Rpac|RPACG00000019142.1					
OG0023522																		Oalv|OALVG00000010327.1, Oalv|OALVG00000010341.1, Oalv|OALVG00000024118.1, Oalv|OALVG00000024119.1					Rpac|RPACG00000035907.1					
OG0023527																		Oalv|OALVG00000011774.1, Oalv|OALVG00000013689.1, Oalv|OALVG00000033094.1, Oalv|OALVG00000033095.1					Rpac|RPACG00000004175.1					
OG0023535																		Oalv|OALVG00000014714.1, Oalv|OALVG00000019251.1, Oalv|OALVG00000027091.1					Rpac|RPACG00000011682.1, Rpac|RPACG00000020542.1					
OG0023544																		Oalv|OALVG00000017880.1, Oalv|OALVG00000024184.1, Oalv|OALVG00000024186.1					Rpac|RPACG00000002432.1, Rpac|RPACG00000002439.1					
OG0023547																		Oalv|OALVG00000019804.1, Oalv|OALVG00000019916.1, Oalv|OALVG00000029592.1					Rpac|RPACG00000010594.1, Rpac|RPACG00000017221.1					
OG0023549																		Oalv|OALVG00000021105.1, Oalv|OALVG00000021106.1					Rpac|RPACG00000034574.1, Rpac|RPACG00000034576.1, Rpac|RPACG00000034577.1					
OG0023550																		Oalv|OALVG00000021190.1					Rpac|RPACG00000008213.1, Rpac|RPACG00000008214.1, Rpac|RPACG00000008217.1, Rpac|RPACG00000022493.1					
OG0023558																		Oalv|OALVG00000026069.1					Rpac|RPACG00000008012.1, Rpac|RPACG00000008014.1, Rpac|RPACG00000008018.1, Rpac|RPACG00000008022.1					
OG0023574																		Oalv|OALVG00000033402.1, Oalv|OALVG00000033403.1, Oalv|OALVG00000033405.1					Rpac|RPACG00000006434.1, Rpac|RPACG00000006436.1					
OG0028114																		Oalv|OALVG00000000177.1, Oalv|OALVG00000023764.1					Rpac|RPACG00000007250.1, Rpac|RPACG00000031023.1					
OG0028115																		Oalv|OALVG00000000814.1					Rpac|RPACG00000020555.1, Rpac|RPACG00000020556.1, Rpac|RPACG00000020567.1					
OG0028117																		Oalv|OALVG00000001069.1, Oalv|OALVG00000019437.1, Oalv|OALVG00000030094.1					Rpac|RPACG00000019475.1					
OG0028145																		Oalv|OALVG00000005095.1, Oalv|OALVG00000005098.1, Oalv|OALVG00000034943.1					Rpac|RPACG00000028204.1					
OG0028176																		Oalv|OALVG00000009682.1, Oalv|OALVG00000009683.1, Oalv|OALVG00000017955.1					Rpac|RPACG00000017095.1					
OG0028199																		Oalv|OALVG00000016765.1, Oalv|OALVG00000016819.1, Oalv|OALVG00000016821.1					Rpac|RPACG00000013209.1					
OG0028203																		Oalv|OALVG00000017379.1					Rpac|RPACG00000002013.1, Rpac|RPACG00000002014.1, Rpac|RPACG00000024679.1					
OG0028204																		Oalv|OALVG00000017834.1, Oalv|OALVG00000017837.1, Oalv|OALVG00000017838.1					Rpac|RPACG00000036142.1					
OG0028216																		Oalv|OALVG00000020290.1, Oalv|OALVG00000020291.1, Oalv|OALVG00000020292.1					Rpac|RPACG00000010774.1					
OG0028230																		Oalv|OALVG00000023731.1, Oalv|OALVG00000023739.1					Rpac|RPACG00000028174.1, Rpac|RPACG00000034349.1					
OG0028250																		Oalv|OALVG00000029388.1, Oalv|OALVG00000029389.1, Oalv|OALVG00000029390.1					Rpac|RPACG00000032549.1					
OG0028252																		Oalv|OALVG00000031127.1, Oalv|OALVG00000031128.1, Oalv|OALVG00000031129.1					Rpac|RPACG00000026418.1					
OG0028257																		Oalv|OALVG00000033404.1, Oalv|OALVG00000033406.1					Rpac|RPACG00000006433.1, Rpac|RPACG00000006435.1					
OG0035588																		Oalv|OALVG00000000037.1					Rpac|RPACG00000017926.1, Rpac|RPACG00000017927.1					
OG0035594																		Oalv|OALVG00000000391.1					Rpac|RPACG00000024295.1, Rpac|RPACG00000024318.1					
OG0035609																		Oalv|OALVG00000001659.1, Oalv|OALVG00000016842.1					Rpac|RPACG00000018180.1					
OG0035610																		Oalv|OALVG00000001707.1					Rpac|RPACG00000021524.1, Rpac|RPACG00000021526.1					
OG0035616																		Oalv|OALVG00000002182.1					Rpac|RPACG00000013670.1, Rpac|RPACG00000013671.1					
OG0035636																		Oalv|OALVG00000003481.1, Oalv|OALVG00000003483.2					Rpac|RPACG00000021937.1					
OG0035661																		Oalv|OALVG00000005433.1, Oalv|OALVG00000027962.1					Rpac|RPACG00000029453.1					
OG0035678																		Oalv|OALVG00000007450.1					Rpac|RPACG00000000435.1, Rpac|RPACG00000000436.1					
OG0035682																		Oalv|OALVG00000007590.1, Oalv|OALVG00000019897.1					Rpac|RPACG00000023217.1					
OG0035696																		Oalv|OALVG00000009522.1, Oalv|OALVG00000024491.1					Rpac|RPACG00000003457.1					
OG0035702																		Oalv|OALVG00000010316.1, Oalv|OALVG00000010355.1					Rpac|RPACG00000018607.1					
OG0035705																		Oalv|OALVG00000010517.1, Oalv|OALVG00000010522.1					Rpac|RPACG00000019273.1					
OG0035713																		Oalv|OALVG00000011170.1, Oalv|OALVG00000015545.1					Rpac|RPACG00000025362.1					
OG0035714																		Oalv|OALVG00000011624.1, Oalv|OALVG00000019596.1					Rpac|RPACG00000005272.1					
OG0035725																		Oalv|OALVG00000013180.1, Oalv|OALVG00000031598.1					Rpac|RPACG00000029007.1					
OG0035744																		Oalv|OALVG00000014984.1, Oalv|OALVG00000014986.1					Rpac|RPACG00000008923.1					
OG0035749																		Oalv|OALVG00000015458.1, Oalv|OALVG00000015468.1					Rpac|RPACG00000011990.1					
OG0035751																		Oalv|OALVG00000015527.1, Oalv|OALVG00000035412.1					Rpac|RPACG00000004800.1					
OG0035754																		Oalv|OALVG00000015653.1, Oalv|OALVG00000018907.1					Rpac|RPACG00000026217.1					
OG0035756																		Oalv|OALVG00000015918.1, Oalv|OALVG00000017366.1					Rpac|RPACG00000032474.1					
OG0035762																		Oalv|OALVG00000016315.1, Oalv|OALVG00000016316.1					Rpac|RPACG00000012098.1					
OG0035763																		Oalv|OALVG00000016588.1, Oalv|OALVG00000033505.1					Rpac|RPACG00000031348.1					
OG0035764																		Oalv|OALVG00000016596.1, Oalv|OALVG00000033514.1					Rpac|RPACG00000031361.1					
OG0035765																		Oalv|OALVG00000016926.1, Oalv|OALVG00000019328.1					Rpac|RPACG00000019631.1					
OG0035768																		Oalv|OALVG00000017453.1, Oalv|OALVG00000017457.1					Rpac|RPACG00000008773.1					
OG0035774																		Oalv|OALVG00000019121.2					Rpac|RPACG00000031490.1, Rpac|RPACG00000031491.1					
OG0035781																		Oalv|OALVG00000019859.1, Oalv|OALVG00000031162.1					Rpac|RPACG00000014599.1					
OG0035789																		Oalv|OALVG00000021037.1, Oalv|OALVG00000021038.1					Rpac|RPACG00000008825.1					
OG0035797																		Oalv|OALVG00000021829.1					Rpac|RPACG00000015373.1, Rpac|RPACG00000026059.1					
OG0035806																		Oalv|OALVG00000024099.1, Oalv|OALVG00000024100.1					Rpac|RPACG00000002460.1					
OG0035811																		Oalv|OALVG00000024971.1					Rpac|RPACG00000015832.1, Rpac|RPACG00000016375.1					
OG0035815																		Oalv|OALVG00000025995.1, Oalv|OALVG00000028612.1					Rpac|RPACG00000031487.1					
OG0035817																		Oalv|OALVG00000026323.1					Rpac|RPACG00000009121.1, Rpac|RPACG00000009122.1					
OG0035820																		Oalv|OALVG00000027064.1, Oalv|OALVG00000031201.1					Rpac|RPACG00000005415.1					
OG0035837																		Oalv|OALVG00000030640.1					Rpac|RPACG00000024653.1, Rpac|RPACG00000024654.1					
OG0035852																		Oalv|OALVG00000033366.1, Oalv|OALVG00000033369.1					Rpac|RPACG00000014192.1					
OG0035859																		Oalv|OALVG00000035235.1					Rpac|RPACG00000005722.1, Rpac|RPACG00000029806.1					
OG0049594																		Oalv|OALVG00000000065.1					Rpac|RPACG00000035287.1					
OG0049596																		Oalv|OALVG00000000163.1					Rpac|RPACG00000023534.1					
OG0049601																		Oalv|OALVG00000000327.1					Rpac|RPACG00000025308.1					
OG0049602																		Oalv|OALVG00000000328.1					Rpac|RPACG00000025302.1					
OG0049610																		Oalv|OALVG00000000607.1					Rpac|RPACG00000014881.1					
OG0049617																		Oalv|OALVG00000000780.1					Rpac|RPACG00000000591.1					
OG0049623																		Oalv|OALVG00000001134.1					Rpac|RPACG00000011386.1					
OG0049625																		Oalv|OALVG00000001330.1					Rpac|RPACG00000010123.1					
OG0049626																		Oalv|OALVG00000001332.1					Rpac|RPACG00000010125.1					
OG0049645																		Oalv|OALVG00000001742.1					Rpac|RPACG00000018156.1					
OG0049648																		Oalv|OALVG00000001934.1					Rpac|RPACG00000025865.1					
OG0049649																		Oalv|OALVG00000001962.1					Rpac|RPACG00000029228.1					
OG0049654																		Oalv|OALVG00000002146.1					Rpac|RPACG00000015766.1					
OG0049666																		Oalv|OALVG00000002938.1					Rpac|RPACG00000033274.1					
OG0049667																		Oalv|OALVG00000002953.1					Rpac|RPACG00000033269.1					
OG0049671																		Oalv|OALVG00000002998.1					Rpac|RPACG00000032432.1					
OG0049688																		Oalv|OALVG00000004065.1					Rpac|RPACG00000033060.1					
OG0049691																		Oalv|OALVG00000004125.1					Rpac|RPACG00000034916.1					
OG0049695																		Oalv|OALVG00000004199.1					Rpac|RPACG00000004428.1					
OG0049716																		Oalv|OALVG00000004989.1					Rpac|RPACG00000024507.1					
OG0049720																		Oalv|OALVG00000005079.1					Rpac|RPACG00000027356.1					
OG0049721																		Oalv|OALVG00000005112.1					Rpac|RPACG00000028186.1					
OG0049727																		Oalv|OALVG00000005527.1					Rpac|RPACG00000027688.1					
OG0049730																		Oalv|OALVG00000005704.1					Rpac|RPACG00000024659.1					
OG0049731																		Oalv|OALVG00000005706.1					Rpac|RPACG00000024665.1					
OG0049732																		Oalv|OALVG00000005726.1					Rpac|RPACG00000012885.1					
OG0049733																		Oalv|OALVG00000005808.1					Rpac|RPACG00000024780.1					
OG0049736																		Oalv|OALVG00000005953.1					Rpac|RPACG00000035017.1					
OG0049737																		Oalv|OALVG00000005978.1					Rpac|RPACG00000014893.1					
OG0049740																		Oalv|OALVG00000006158.1					Rpac|RPACG00000009524.1					
OG0049742																		Oalv|OALVG00000006182.1					Rpac|RPACG00000005050.1					
OG0049743																		Oalv|OALVG00000006198.1					Rpac|RPACG00000024073.1					
OG0049746																		Oalv|OALVG00000006631.1					Rpac|RPACG00000001162.1					
OG0049752																		Oalv|OALVG00000006985.1					Rpac|RPACG00000004016.1					
OG0049755																		Oalv|OALVG00000007138.1					Rpac|RPACG00000023825.1					
OG0049756																		Oalv|OALVG00000007155.1					Rpac|RPACG00000023870.1					
OG0049757																		Oalv|OALVG00000007157.1					Rpac|RPACG00000023869.1					
OG0049763																		Oalv|OALVG00000007350.1					Rpac|RPACG00000029893.1					
OG0049768																		Oalv|OALVG00000007583.1					Rpac|RPACG00000019660.1					
OG0049771																		Oalv|OALVG00000007663.1					Rpac|RPACG00000036156.1					
OG0049776																		Oalv|OALVG00000007894.1					Rpac|RPACG00000001094.1					
OG0049782																		Oalv|OALVG00000008087.1					Rpac|RPACG00000032668.1					
OG0049783																		Oalv|OALVG00000008088.1					Rpac|RPACG00000032667.1					
OG0049789																		Oalv|OALVG00000008199.1					Rpac|RPACG00000007275.1					
OG0049796																		Oalv|OALVG00000008481.1					Rpac|RPACG00000010563.1					
OG0049804																		Oalv|OALVG00000008748.1					Rpac|RPACG00000033560.1					
OG0049805																		Oalv|OALVG00000008880.1					Rpac|RPACG00000002090.1					
OG0049806																		Oalv|OALVG00000008922.1					Rpac|RPACG00000009652.1					
OG0049807																		Oalv|OALVG00000008934.1					Rpac|RPACG00000009641.1					
OG0049825																		Oalv|OALVG00000009868.1					Rpac|RPACG00000019563.1					
OG0049829																		Oalv|OALVG00000010093.1					Rpac|RPACG00000013898.1					
OG0049831																		Oalv|OALVG00000010172.1					Rpac|RPACG00000000559.1					
OG0049840																		Oalv|OALVG00000010398.1					Rpac|RPACG00000010518.1					
OG0049847																		Oalv|OALVG00000010656.1					Rpac|RPACG00000034056.1					
OG0049861																		Oalv|OALVG00000011124.1					Rpac|RPACG00000002160.1					
OG0049867																		Oalv|OALVG00000011201.1					Rpac|RPACG00000026564.1					
OG0049868																		Oalv|OALVG00000011226.1					Rpac|RPACG00000025154.1					
OG0049871																		Oalv|OALVG00000011410.1					Rpac|RPACG00000010148.1					
OG0049875																		Oalv|OALVG00000011488.1					Rpac|RPACG00000003124.1					
OG0049877																		Oalv|OALVG00000011558.1					Rpac|RPACG00000011081.1					
OG0049902																		Oalv|OALVG00000012522.1					Rpac|RPACG00000029578.1					
OG0049907																		Oalv|OALVG00000012882.1					Rpac|RPACG00000029495.1					
OG0049912																		Oalv|OALVG00000013010.1					Rpac|RPACG00000022275.1					
OG0049913																		Oalv|OALVG00000013032.1					Rpac|RPACG00000022305.1					
OG0049914																		Oalv|OALVG00000013085.1					Rpac|RPACG00000028796.1					
OG0049915																		Oalv|OALVG00000013117.1					Rpac|RPACG00000028828.1					
OG0049916																		Oalv|OALVG00000013131.1					Rpac|RPACG00000028838.1					
OG0049920																		Oalv|OALVG00000013259.1					Rpac|RPACG00000035242.1					
OG0049925																		Oalv|OALVG00000013557.1					Rpac|RPACG00000013036.1					
OG0049927																		Oalv|OALVG00000013632.1					Rpac|RPACG00000019074.1					
OG0049936																		Oalv|OALVG00000013793.1					Rpac|RPACG00000009950.1					
OG0049943																		Oalv|OALVG00000014032.1					Rpac|RPACG00000000706.2					
OG0049955																		Oalv|OALVG00000014670.1					Rpac|RPACG00000008320.1					
OG0049956																		Oalv|OALVG00000014684.1					Rpac|RPACG00000009254.1					
OG0049961																		Oalv|OALVG00000014847.1					Rpac|RPACG00000006078.1					
OG0049964																		Oalv|OALVG00000014948.1					Rpac|RPACG00000011396.1					
OG0049971																		Oalv|OALVG00000015366.1					Rpac|RPACG00000024010.1					
OG0049978																		Oalv|OALVG00000015676.1					Rpac|RPACG00000010629.1					
OG0049982																		Oalv|OALVG00000015984.1					Rpac|RPACG00000016211.1					
OG0049983																		Oalv|OALVG00000015985.1					Rpac|RPACG00000016212.1					
OG0049984																		Oalv|OALVG00000015991.1					Rpac|RPACG00000016224.1					
OG0049987																		Oalv|OALVG00000016136.1					Rpac|RPACG00000031581.1					
OG0049988																		Oalv|OALVG00000016147.1					Rpac|RPACG00000031866.1					
OG0049989																		Oalv|OALVG00000016172.1					Rpac|RPACG00000007342.1					
OG0049997																		Oalv|OALVG00000016756.1					Rpac|RPACG00000013203.1					
OG0049999																		Oalv|OALVG00000016808.1					Rpac|RPACG00000028750.1					
OG0050001																		Oalv|OALVG00000017041.1					Rpac|RPACG00000029773.1					
OG0050002																		Oalv|OALVG00000017142.1					Rpac|RPACG00000006227.1					
OG0050010																		Oalv|OALVG00000017571.1					Rpac|RPACG00000009750.1					
OG0050014																		Oalv|OALVG00000017869.1					Rpac|RPACG00000016839.1					
OG0050015																		Oalv|OALVG00000017921.1					Rpac|RPACG00000012290.1					
OG0050016																		Oalv|OALVG00000017922.1					Rpac|RPACG00000012288.1					
OG0050018																		Oalv|OALVG00000017979.1					Rpac|RPACG00000017739.1					
OG0050029																		Oalv|OALVG00000018814.1					Rpac|RPACG00000005411.1					
OG0050034																		Oalv|OALVG00000018899.1					Rpac|RPACG00000026223.1					
OG0050040																		Oalv|OALVG00000019188.1					Rpac|RPACG00000018796.1					
OG0050043																		Oalv|OALVG00000019327.1					Rpac|RPACG00000019634.1					
OG0050044																		Oalv|OALVG00000019430.1					Rpac|RPACG00000014623.1					
OG0050050																		Oalv|OALVG00000019791.1					Rpac|RPACG00000036238.1					
OG0050053																		Oalv|OALVG00000019894.1					Rpac|RPACG00000019930.1					
OG0050055																		Oalv|OALVG00000020066.1					Rpac|RPACG00000021177.1					
OG0050056																		Oalv|OALVG00000020185.1					Rpac|RPACG00000027019.1					
OG0050058																		Oalv|OALVG00000020255.1					Rpac|RPACG00000000851.1					
OG0050062																		Oalv|OALVG00000020550.1					Rpac|RPACG00000023095.1					
OG0050064																		Oalv|OALVG00000020749.1					Rpac|RPACG00000009605.1					
OG0050068																		Oalv|OALVG00000021089.1					Rpac|RPACG00000034565.1					
OG0050076																		Oalv|OALVG00000021479.1					Rpac|RPACG00000027244.1					
OG0050077																		Oalv|OALVG00000021515.1					Rpac|RPACG00000035312.1					
OG0050078																		Oalv|OALVG00000021534.1					Rpac|RPACG00000035332.1					
OG0050079																		Oalv|OALVG00000021591.1					Rpac|RPACG00000036704.1					
OG0050080																		Oalv|OALVG00000021597.1					Rpac|RPACG00000036741.1					
OG0050081																		Oalv|OALVG00000021685.1					Rpac|RPACG00000026097.1					
OG0050083																		Oalv|OALVG00000021813.1					Rpac|RPACG00000013997.1					
OG0050085																		Oalv|OALVG00000021825.1					Rpac|RPACG00000013984.1					
OG0050094																		Oalv|OALVG00000022344.1					Rpac|RPACG00000031957.1					
OG0050095																		Oalv|OALVG00000022348.1					Rpac|RPACG00000032032.1					
OG0050096																		Oalv|OALVG00000022364.1					Rpac|RPACG00000031988.1					
OG0050100																		Oalv|OALVG00000022468.1					Rpac|RPACG00000001343.1					
OG0050102																		Oalv|OALVG00000022595.1					Rpac|RPACG00000031552.1					
OG0050104																		Oalv|OALVG00000022711.1					Rpac|RPACG00000001048.1					
OG0050107																		Oalv|OALVG00000022878.1					Rpac|RPACG00000033336.1					
OG0050108																		Oalv|OALVG00000022906.1					Rpac|RPACG00000006279.1					
OG0050115																		Oalv|OALVG00000023277.1					Rpac|RPACG00000000400.1					
OG0050123																		Oalv|OALVG00000023750.1					Rpac|RPACG00000031012.1					
OG0050124																		Oalv|OALVG00000023781.1					Rpac|RPACG00000005605.1					
OG0050125																		Oalv|OALVG00000023812.1					Rpac|RPACG00000006900.1					
OG0050137																		Oalv|OALVG00000024601.1					Rpac|RPACG00000021765.1					
OG0050139																		Oalv|OALVG00000024653.1					Rpac|RPACG00000023986.1					
OG0050143																		Oalv|OALVG00000025230.1					Rpac|RPACG00000025543.1					
OG0050147																		Oalv|OALVG00000025339.1					Rpac|RPACG00000017989.1					
OG0050153																		Oalv|OALVG00000025514.1					Rpac|RPACG00000003635.1					
OG0050161																		Oalv|OALVG00000025751.1					Rpac|RPACG00000027715.1					
OG0050162																		Oalv|OALVG00000025827.1					Rpac|RPACG00000015670.1					
OG0050164																		Oalv|OALVG00000025852.1					Rpac|RPACG00000010915.1					
OG0050166																		Oalv|OALVG00000025992.1					Rpac|RPACG00000015248.1					
OG0050171																		Oalv|OALVG00000026228.1					Rpac|RPACG00000018328.1					
OG0050184																		Oalv|OALVG00000026942.1					Rpac|RPACG00000027104.1					
OG0050186																		Oalv|OALVG00000027021.1					Rpac|RPACG00000003424.1					
OG0050189																		Oalv|OALVG00000027171.1					Rpac|RPACG00000016240.1					
OG0050194																		Oalv|OALVG00000027681.1					Rpac|RPACG00000032091.1					
OG0050195																		Oalv|OALVG00000027761.1					Rpac|RPACG00000012866.1					
OG0050200																		Oalv|OALVG00000028001.1					Rpac|RPACG00000021470.1					
OG0050201																		Oalv|OALVG00000028171.1					Rpac|RPACG00000001980.1					
OG0050203																		Oalv|OALVG00000028240.1					Rpac|RPACG00000007019.1					
OG0050204																		Oalv|OALVG00000028325.1					Rpac|RPACG00000015583.1					
OG0050206																		Oalv|OALVG00000028358.1					Rpac|RPACG00000016467.1					
OG0050209																		Oalv|OALVG00000028466.1					Rpac|RPACG00000007766.1					
