Orthogroup	Panther_annotation
OG0035797	 SUBFAMILY NOT NAMED
OG0035806	 NO HIT
OG0035811	 NO HIT
OG0035815	 ADENOSINE RECEPTOR HOMOLOG
OG0035817	 NO HIT
OG0035820	 NO HIT
OG0035837	 NO HIT
OG0035852	 LP14436P
OG0035859	 SUBFAMILY NOT NAMED
OG0049594	 G-PROTEIN COUPLED RECEPTOR
OG0049596	 NO HIT
OG0049601	 PROTEIN LIN-12
OG0049602	 PENTRAXIN
OG0049610	 SUBFAMILY NOT NAMED
OG0049617	 NO HIT
OG0049623	 NO HIT
OG0049625	 FUKUTIN-RELATED PROTEIN
OG0049626	 SUBFAMILY NOT NAMED
OG0049645	 NO HIT
OG0049648	 SUBFAMILY NOT NAMED
OG0049649	 SUBFAMILY NOT NAMED
OG0049654	 NO HIT
OG0049666	 NO HIT
OG0049667	 NO HIT
OG0049671	 SUBFAMILY NOT NAMED
OG0049688	 NO HIT
OG0049691	 NO HIT
OG0049695	 CUB DOMAINCONTAINING PROTEIN
OG0049716	 NO HIT
OG0049720	 NO HIT
OG0049721	 NO HIT
OG0049727	 TETRASPANIN
OG0049730	 NO HIT
OG0049731	 NO HIT
OG0049732	 NO HIT
OG0049733	 NO HIT
OG0049736	 NO HIT
OG0049737	 NO HIT
OG0049740	 NO HIT
OG0049742	 SUGAR-1-PHOSPHATE GUANYL TRANSFERASE
OG0049743	 SERINE/THREONINE-PROTEIN KINASE ACTIVE SITE
OG0049746	 NO HIT
OG0049752	 NO HIT
OG0049755	 NO HIT
OG0049756	 NO HIT
OG0049757	 NO HIT
OG0049763	 DUAL SPECIFICITY PROTEIN PHOSPHATASE 8
OG0049768	 NO HIT
OG0049771	 NO HIT
OG0049776	 SUBFAMILY NOT NAMED
OG0049782	 SUBFAMILY NOT NAMED
OG0049783	 IP01824P-RELATED
OG0049789	 G-PROTEIN COUPLED RECEPTOR
OG0049796	 NO HIT
OG0049804	 NUCLEIC ACID-BINDING OB-FOLD PROTEIN-RELATED
OG0049805	 SUBFAMILY NOT NAMED
OG0049806	 NO HIT
OG0049807	 NO HIT
OG0049825	 NO HIT
OG0049829	 NO HIT
OG0049831	 NO HIT
OG0049840	 VESICLE-ASSOCIATED MEMBRANE PROTEIN-ASSOCIATED PROTEIN B/C
OG0049847	 SUBFAMILY NOT NAMED
OG0049861	 SUBFAMILY NOT NAMED
OG0049867	 NO HIT
OG0049868	 NO HIT
OG0049871	 SUBFAMILY NOT NAMED
OG0049875	 OS07G0142600 PROTEIN
OG0049877	 NO HIT
OG0049902	 NO HIT
OG0049907	 NO HIT
OG0049912	 NO HIT
OG0049913	 NO HIT
OG0049914	 SUBFAMILY NOT NAMED
OG0049915	 THAP DOMAIN CONTAINING 6
OG0049916	 NO HIT
OG0049920	 NO HIT
OG0049925	 NO HIT
OG0049927	 SPT23P
OG0049936	 NO HIT
OG0049943	 NO HIT
OG0049955	 NO HIT
OG0049956	 SERINE/ARGININE REPETITIVE MATRIX PROTEIN 5-RELATED
OG0049961	 UNCONVENTIONAL MYOSIN-XVI
OG0049964	 NO HIT
OG0049971	 NO HIT
OG0049978	 NO HIT
OG0049982	 PROTEIN CBG25533
OG0049983	 NO HIT
OG0049984	 TRANSPORTER
OG0049987	 NO HIT
OG0049988	 NO HIT
OG0049989	 ADENYLATE CYCLASE TYPE 3
OG0049997	 NO HIT
OG0049999	 PROTEIN CBG11839
OG0050001	 PROTEIN LIN-12
OG0050002	 SUBFAMILY NOT NAMED
OG0050010	 SUBFAMILY NOT NAMED
OG0050014	 NO HIT
OG0050015	 OS08G0519400 PROTEIN
OG0050016	 SOX100B
OG0050018	 NO HIT
OG0050029	 NO HIT
OG0050034	 ACETYLCHOLINE RECEPTOR SUBUNIT BETA
OG0050040	 NO HIT
OG0050043	 OS10G0105400 PROTEIN
OG0050044	 NO HIT
OG0050050	 NO HIT
OG0050053	 NO HIT
OG0050055	 NO HIT
OG0050056	 SUBFAMILY NOT NAMED
OG0050058	 NO HIT
OG0050062	 LRRGT00142
OG0050064	 NO HIT
OG0050068	 CELL WALL INTEGRITY AND STRESS RESPONSE COMPONENT 2-RELATED
OG0050076	 NO HIT
OG0050077	 ZCCHC10 PROTEIN
OG0050078	 NO HIT
OG0050079	 NO HIT
OG0050080	 NO HIT
OG0050081	 ZINC FINGER PROTEIN 561
OG0050083	 NO HIT
OG0050085	 CALCYPHOSINE LIKE
OG0050094	 NO HIT
OG0050095	 NO HIT
OG0050096	 NO HIT
OG0050100	 SUBFAMILY NOT NAMED
OG0050102	 NO HIT
OG0050104	 NO HIT
OG0050107	 NO HIT
OG0050108	 NO HIT
OG0050115	 NO HIT
OG0050123	 NO HIT
OG0050124	 NO HIT
OG0050125	 NO HIT
OG0050137	 NO HIT
OG0050139	 NO HIT
OG0050143	 NO HIT
OG0050147	 NO HIT
OG0050153	 NO HIT
OG0050161	 NO HIT
OG0050162	 SI:CH211-284K5.2
OG0050164	 NO HIT
OG0050166	 NO HIT
OG0050171	 OS06G0316800 PROTEIN
OG0050184	 NO HIT
OG0050186	 MONOCARBOXYLATE TRANSPORTER 8
OG0050189	 NO HIT
OG0050194	 NO HIT
OG0050195	 NO HIT
OG0050200	 NO HIT
OG0050201	 NO HIT
OG0050203	 SUBFAMILY NOT NAMED
OG0050204	 FI23944P1-RELATED
OG0050206	 AQUAPORIN-3
OG0050209	 NO HIT
OG0050214	 NO HIT
OG0050216	 NO HIT
OG0050217	 PE REPEAT FAMILY PROTEIN (AFU_ORTHOLOGUE AFUA_4G13630)
OG0050223	 NO HIT
OG0050224	 NO HIT
OG0050228	 NO HIT
OG0050231	 PROTEIN LIN-12
OG0050232	 NO HIT
OG0050236	 NO HIT
OG0050239	 NO HIT
OG0050243	 SODIUM-COUPLED MONOCARBOXYLATE TRANSPORTER
OG0050245	 PROTEIN-COUPLED RECEPTOR GPR1 PUTATIVE-RELATED
OG0050246	 OVIDUCT-SPECIFIC GLYCOPROTEIN
OG0050254	 NO HIT
OG0050264	 SEMINAL PLASMA PROTEIN
OG0050267	 NO HIT
OG0050269	 NO HIT
OG0050270	 ROD OUTER SEGMENT MEMBRANE PROTEIN 1
OG0050277	 NO HIT
OG0050281	 SUBFAMILY NOT NAMED
OG0050286	 SUBFAMILY NOT NAMED
OG0050298	 NO HIT
OG0050303	 NO HIT
OG0050309	 NO HIT
OG0050315	 SUBFAMILY NOT NAMED
OG0050316	 NO HIT
OG0050318	 NO HIT
OG0050319	 NO HIT
OG0050329	 NO HIT
OG0050337	 THYROTROPIN-RELEASING HORMONE RECEPTOR-LIKE PROTEIN
OG0050341	 FAMILY NOT NAMED
OG0050342	 NO HIT
OG0050345	 OPSIN
OG0050350	 NO HIT
OG0050351	 ZINC FINGER CCHC DOMAIN-CONTAINING PROTEIN 10
