Orthogroup	Panther_annotation
OG0001966	 EUCALYPTUS ISOFORM B-RELATED
OG0001971	
OG0001986	 IP16275P-RELATED
OG0001988	 NO HIT
OG0001989	 INSULIN-LIKE GROWTH FACTOR-BINDING PROTEIN 1
OG0002000	 CONSTITUTIVE COACTIVATOR OF PEROXISOME PROLIFERATOR-ACTIVATED RECEPTOR GAMMA
OG0002005	 NO HIT
OG0002016	 1-AMINOCYCLOPROPANE-1-CARBOXYLATE DEAMINASE-RELATED
OG0002033	 PROTEIN PUTATIVE-RELATED
OG0002038	 PROLYL 3-HYDROXYLASE 3
OG0002039	 YTH DOMAIN-CONTAINING FAMILY PROTEIN 1
OG0002074	 BACULOVIRAL IAP REPEAT-CONTAINING PROTEIN 7
OG0002077	 DEMETHYLMENAQUINONE METHYLTRANSFERASE
OG0002083	 ZINC FINGER CCHC DOMAIN CONTAINING PROTEIN
OG0002090	 SUBFAMILY NOT NAMED
OG0002092	 FAMILY NOT NAMED
OG0002128	 ZINC-FINGER PROTEIN NOLZ1-RELATED
OG0002138	 DENN DOMAIN-CONTAINING PROTEIN 3
OG0002164	 FAMILY NOT NAMED
OG0002171	 RING FINGER PROTEIN 31-RELATED
OG0002181	 NEURALIZED-LIKE PROTEIN 4
OG0002193	 EGALITARIAN ISOFORM B
OG0002194	 ATP-DEPENDENT DNA HELICASE Q5
OG0002196	 FAMILY NOT NAMED
OG0002200	 BITESIZE ISOFORM I
OG0002206	 SUBFAMILY NOT NAMED
OG0002211	
OG0002217	 POLYADENYLATE-BINDING PROTEIN-INTERACTING PROTEIN 1
OG0002230	 LYSOSOMAL THIOESTERASE PPT2
OG0002236	 SYNAPTIC VESICLE GLYCOPROTEIN 2
OG0002237	 IMMUNOGLOBULIN SUPERFAMILY MEMBER 22
OG0002242	 FAMILY NOT NAMED
OG0002250	 BONUS ISOFORM C-RELATED
OG0002251	 PROTEIN COUCH POTATO
OG0002257	 AGAP007547-PA
OG0002276	 MITOCHONDRIAL SODIUM/CALCIUM EXCHANGER PROTEIN
OG0002286	 FIBRILLIN-3
OG0002291	 FAMILY NOT NAMED
OG0002293	 POPEYE DOMAIN-CONTAINING PROTEIN 3-LIKE PROTEIN
OG0002301	 LIPOMA HMGIC FUSION PARTNER HOMOLOG-LIKE PROTEIN
OG0002306	 ECTOPIC P GRANULES PROTEIN 5 HOMOLOG
OG0002307	 FRUCTOSAMINE-3-KINASE
OG0002308	 TNFAIP3-INTERACTING PROTEIN 2
OG0002324	 SUBFAMILY NOT NAMED
OG0002327	 NO HIT
OG0002331	 UBIQUITIN CARBOXYL-TERMINAL HYDROLASE CYLD
OG0002335	 PROTEIN ZBED8
OG0002339	 NO HIT
OG0002340	 NO HIT
OG0002346	 MSTPROX-RELATED
OG0002351	 LP14756P
OG0002365	 IP12579P
OG0002369	 PEROXISOMAL CARNITINE O-OCTANOYLTRANSFERASE
OG0002373	 CYCLIC GMP-AMP SYNTHASE
OG0002376	 DUAL SPECIFICITY PROTEIN PHOSPHATASE 19
OG0002378	 DISHEVELED-ASSOCIATED ACTIVATOR OF MORPHOGENESIS 2
OG0002390	 FOUR-JOINTED BOX PROTEIN 1
OG0002391	 FAMILY NOT NAMED
OG0002397	 SUBFAMILY NOT NAMED
OG0002411	 AQUAPORIN
OG0002418	 E3 UBIQUITIN-PROTEIN LIGASE RBBP6
OG0002427	 MAGNESIUM TRANSPORTER NIPA4
OG0002440	 NEURALIZED-LIKE PROTEIN 4
OG0002448	 G-PROTEIN COUPLED RECEPTOR
OG0002452	 PROTEIN CBG24123
OG0002455	 AMILORIDE-SENSITIVE SODIUM CHANNEL-RELATED
OG0002469	 GREMLIN 1
OG0002476	 FAMILY NOT NAMED
OG0002485	 SI:CH211-212D10.2
OG0002491	 SI:CH211-210B2.2-RELATED
OG0002499	 NO HIT
OG0002501	 SECERNIN-2
OG0002510	 DIACYLGLYCEROL KINASE DELTA
OG0002522	 PUMILIO HOMOLOG 2
OG0002535	 SUBFAMILY NOT NAMED
OG0002539	 APOBEC1 COMPLEMENTATION FACTOR
OG0002548	 INSULIN GENE ENHANCER PROTEIN
OG0002553	 NUCLEOSIDE DIPHOSPHATE-LINKED MOIETY X MOTIF 6
OG0002566	 SCAFFOLD ATTACHMENT FACTOR B ISOFORM B
OG0002570	 10-FORMYLTETRAHYDROFOLATE DEHYDROGENASE
OG0002574	 LAMBDA-CRYSTALLIN HOMOLOG
OG0002575	 PTD012 PROTEIN
OG0002584	 .
OG0002586	 NO HIT
OG0002589	 POTASSIUM VOLTAGE-GATED CHANNEL SUBFAMILY H MEMBER 4
OG0002614	 ALKYLGLYCEROL MONOOXYGENASE
OG0002622	 ZINC FINGER PROTEIN GFI-1B
OG0002642	 NO HIT
OG0002643	 3-OXO-5-ALPHA-STEROID 4-DEHYDROGENASE 2
OG0002664	 LOW-DENSITY LIPOPROTEIN RECEPTOR-RELATED PROTEIN 5-RELATED
OG0002676	 FRAGILE X MENTAL RETARDATION SYNDROME-RELATED PROTEIN
OG0002680	 NF-KAPPA-B INHIBITOR ALPHA
OG0002690	 LYSYL OXIDASE-LIKE-RELATED
OG0002693	 3-OXOACYL-[ACYL-CARRIER-PROTEIN] SYNTHASE MITOCHONDRIAL
OG0002695	 UNCHARACTERIZED
OG0002698	 HLH54F
OG0002705	 GAMMA-GLUTAMYLCYCLOTRANSFERASE A
OG0002708	 5'-CYCLIC NUCLEOTIDE PHOSPHODIESTERASE PUTATIVE-RELATED
OG0002710	 CYCLIC NUCLEOTIDE-GATED POTASSIUM CHANNEL
OG0002715	 N(4)-(BETA-N-ACETYLGLUCOSAMINYL)-L-ASPARAGINASE
OG0002724	 LYMPHOID-SPECIFIC HELICASE
OG0002730	 VITAMIN K EPOXIDE REDUCTASE COMPLEX SUBUNIT 1
OG0002735	 RCG26366
OG0002745	 HEAT REPEAT-CONTAINING PROTEIN 5B
OG0002749	 PROTEIN PHOSPHATASE 1A
OG0002752	 RABANKYRIN-5
OG0002758	 SI:CH211-262H13.3-RELATED-RELATED
OG0002763	
OG0002771	 SI:CABZ01040626.2-RELATED
OG0002790	 UNCHARACTERIZED
OG0002805	 2-DEOXYGLUCOSE-6-PHOSPHATE PHOSPHATASE 2
OG0002815	 ANKYRIN REPEAT AND STERILE ALPHA MOTIF DOMAIN-CONTAINING PROTEIN 1B
OG0002819	 G1/S-SPECIFIC CYCLIN-D2
OG0002823	 DIPEPTIDYL PEPTIDASE 1
OG0002824	 F-BOX ONLY PROTEIN 39
OG0002830	 HYDROXYACID-OXOACID TRANSHYDROGENASE MITOCHONDRIAL
OG0002839	 RING FINGER PROTEIN 17
OG0002848	 PROTEIN CBG20746
OG0002869	 GLYCOSYLTRANSFERASE-LIKE 1
OG0002896	 ZINC FINGER ZZ-TYPE AND EF-HAND DOMAIN-CONTAINING PROTEIN 1
OG0002912	 WITHOUT CHILDREN ISOFORM B
OG0002927	 NEVERLAND
OG0002941	 SIN3-HDAC COMPLEX-ASSOCIATED FACTOR -LIKE-RELATED
OG0002946	 AGAP008228-PA
OG0002952	 EXTRACELLULAR MATRIX GLYCOPROTEIN RELATED
OG0002967	 PUR-TRANSCRIPTIONAL ACTIVATOR
OG0002975	 SNURPORTIN1 RNUT1 PROTEIN RNA U TRANSPORTER 1
OG0002977	 SI:CH73-330K17.3
OG0002987	 NADH-CYTOCHROME B5 REDUCTASE 3
OG0002995	 ACTIN-HISTIDINE N-METHYLTRANSFERASE
OG0002998	 NO HIT
OG0003006	 NO HIT
OG0003014	 NO HIT
OG0003026	 POLY [ADP-RIBOSE] POLYMERASE
OG0003035	 TRANSCRIPTION INITIATION FACTOR TFIID SUBUNIT 3
OG0003052	 FAMILY NOT NAMED
OG0003092	 RAS-RELATED PROTEIN RAB-33B
OG0003099	 MAJOR FACILITATOR SUPERFAMILY DOMAIN-CONTAINING PROTEIN 9
OG0003103	 LAMININ SUBUNIT GAMMA-1
OG0003110	 MAD-LIKE
OG0003112	 BACULOVIRAL IAP REPEAT-CONTAINING PROTEIN 6
OG0003133	 TOUCAN ISOFORM A
OG0003135	 PROTEIN CBG11402
OG0003140	 ACIREDUCTONE DIOXYGENASE
OG0003142	 ERYTHROID DIFFERENTIATION-RELATED FACTOR 1
OG0003179	 SUBFAMILY NOT NAMED
OG0003183	 GH05177P-RELATED
OG0003185	 DAUER UP-REGULATED-RELATED
OG0003203	 KELCH DOMAIN-CONTAINING PROTEIN 3
OG0003205	 PHOSPHOTRIESTERASE-RELATED
OG0003209	 3-OXOACYL-[ACYL-CARRIER-PROTEIN] REDUCTASE FABG
OG0003245	 PROTEIN PRUNE HOMOLOG 2-LIKE PROTEIN
OG0003257	 TRANSCRIPTION FACTOR E2F3
OG0003279	 TRANSMEMBRANE PROTEIN 229B
OG0003283	 MUTS PROTEIN HOMOLOG 4
OG0003299	 DERAILED 2 ISOFORM B
OG0003301	 DNA EXCISION REPAIR PROTEIN ERCC-6-RELATED
OG0003313	 NUCLEAR PORE COMPLEX PROTEIN NUP133
OG0003316	 PROTEIN DD3-3
OG0003319	 ARGININOSUCCINATE SYNTHASE
OG0003325	 PROTEIN NERVOUS WRECK
OG0003335	 SORTILIN-RELATED RECEPTOR
OG0003336	 SORTING NEXIN-25
OG0003337	 FAMILY NOT NAMED
OG0003396	 DUAL SPECIFICITY PROTEIN PHOSPHATASE 4
OG0003400	 SUBFAMILY NOT NAMED
OG0003405	 COLIPASE
OG0003411	 ALSIN
OG0003427	 TRANSCRIPTION FACTOR YY1-RELATED
OG0003440	 MACROGLOBULIN / COMPLEMENT
OG0003460	 ZINC FINGER PROTEIN
OG0003466	
OG0003479	 NO HIT
OG0003481	 AGAP003710-PA
OG0003512	 VOLTAGE-GATED POTASSIUM CHANNEL SUBUNIT BETA-1
OG0003517	 SUCCINATE DEHYDROGENASE [UBIQUINONE] FLAVOPROTEIN SUBUNIT MITOCHONDRIAL
OG0003518	 LYSOCARDIOLIPIN ACYLTRANSFERASE 1
OG0003524	 PEROXISOMAL MEMBRANE PROTEIN 11A
OG0003525	 GH11358P
OG0003526	 ATAXIN 7 RELATED
OG0003538	 ADENOSINE DEAMINASE
OG0003540	 PROTEIN ABHD14B-LIKE
OG0003548	 MENIN
OG0003560	 THYROTROPIN-RELEASING HORMONE RECEPTOR-LIKE PROTEIN
OG0003565	 NO HIT
OG0003570	 TRANSCRIPTION COFACTOR VESTIGIAL-LIKE PROTEIN
OG0003572	 LON PEPTIDASE N-TERMINAL DOMAIN AND RING FINGER PROTEIN 3
OG0003583	 ECTONUCLEOTIDE PYROPHOSPHATASE/PHOSPHODIESTERASE C27A7.1
OG0003601	 MUTT/NUDIX HYDROLASE
OG0003620	 STABILIN-2
OG0003623	 SENESCENCE-ASSOCIATED PROTEIN
OG0003634	 PEROXIREDOXIN-5 MITOCHONDRIAL
OG0003674	 SI:CH211-165E15.1
OG0003677	 SUBFAMILY NOT NAMED
