Orthogroup	Panther_annotation
OG0004212	 TOUTATIS ISOFORM E
OG0004243	 FEZ FAMILY ZINC FINGER PROTEIN 2
OG0004627	 CALCIUM-REGULATED HEAT-STABLE PROTEIN 1
OG0004717	 GNAT FAMILY N-ACETYLTRANSFERASE
OG0004828	 NEPRILYSIN-1
OG0004830	 DNA-DIRECTED RNA POLYMERASE I SUBUNIT RPA1
OG0004901	 DELTA-LIKE PROTEIN
OG0005038	 INTERLEUKIN ENHANCER-BINDING FACTOR
OG0005041	 SUBFAMILY NOT NAMED
OG0005229	 EUKARYOTIC TRANSLATION INITIATION FACTOR 3 SUBUNIT E
OG0005310	 SERINE DEHYDRATASE-LIKE
OG0005368	 ZINC FINGER PROTEIN 280D
OG0005484	 FAMILY NOT NAMED
OG0005489	 NO HIT
OG0005625	 ATP-DEPENDENT DNA HELICASE Q1
OG0005751	 SPARTIN
OG0005997	 UNCHARACTERIZED
OG0006016	 SI:DKEY-228L14.1
OG0006073	 UV EXCISION REPAIR PROTEIN RAD23 HOMOLOG B
OG0006084	 O-ACYLTRANSFERASE
OG0006112	 NO HIT
OG0006114	 ATP-DEPENDENT DNA HELICASE Q4
OG0006159	 CYSTEINE-RICH MOTOR NEURON 1 PROTEIN
OG0006163	 RENIN RECEPTOR
OG0006225	 NO HIT
OG0006446	 FAMILY NOT NAMED
OG0006494	 CYSTEINE AND HISTIDINE-RICH DOMAIN-CONTAINING PROTEIN 1
OG0006595	 SUBFAMILY NOT NAMED
OG0006606	 NO HIT
OG0006635	 HISTONE CHAPERONE ASF1B
OG0006669	 RIBOSOME RECYCLING FACTOR
OG0006710	 DELTA-1-PYRROLINE-5-CARBOXYLATE DEHYDROGENASE MITOCHONDRIAL-LIKE PROTEIN
OG0006805	 ENDOPLASMIC RETICULUM LECTIN 1
OG0006816	 NADH DEHYDROGENASE [UBIQUINONE] 1 ALPHA SUBCOMPLEX SUBUNIT 5
OG0006895	 1-ACYL-SN-GLYCEROL-3-PHOSPHATE ACYLTRANSFERASE EPSILON
OG0007043	 BYSTIN
OG0007086	 SI:CH211-262H13.3-RELATED-RELATED
OG0007173	 SUBFAMILY NOT NAMED
OG0007181	 RNA 2' 3'-CYCLIC PHOSPHODIESTERASE
OG0007230	 CYTOSOLIC CARBOXYPEPTIDASE 6
OG0007231	 METALLOENDOPEPTIDASE OMA1 MITOCHONDRIAL
OG0007236	 NIM1 SERINE/THREONINE PROTEIN KINASE
OG0007562	 SUBFAMILY NOT NAMED
OG0007724	 LOW QUALITY PROTEIN: DEAD-BOX ATP-DEPENDENT RNA HELICASE 42-LIKE
OG0007831	 E3 UBIQUITIN-PROTEIN LIGASE RNF146
OG0007976	 FI18763P1-RELATED
OG0008011	 AGAP001331-PA-RELATED
OG0008079	 39S RIBOSOMAL PROTEIN L3 MITOCHONDRIAL
OG0008189	 39S RIBOSOMAL PROTEIN L54 MITOCHONDRIAL
OG0008210	 XYLOGLUCAN GALACTOSYLTRANSFERASE GT20-RELATED
OG0008264	 OUT AT FIRST
OG0008272	 OS10G0105400 PROTEIN
OG0008304	 MITOCHONDRIAL IMPORT INNER MEMBRANE TRANSLOCASE SUBUNIT TIM13
OG0008313	 SUBFAMILY NOT NAMED
OG0008335	 NO HIT
OG0008409	 TRANSMEMBRANE PROTEIN
OG0008448	 .
OG0008806	 COAGULATION FACTOR V
OG0008842	 ZINC FINGER PROTEIN 410
OG0008899	 SUBFAMILY NOT NAMED
OG0008931	 DIPHTHINE METHYLTRANSFERASE
OG0008996	 CELL DEATH ACTIVATOR CIDE
OG0009019	 TRANSMEMBRANE PROTEASE SERINE
OG0009053	 SUBFAMILY NOT NAMED
OG0009079	 SECRETORY PHOSPHOLIPASE A2 RECEPTOR
OG0009180	 HISTONE-LYSINE N-METHYLTRANSFERASE-RELATED
OG0009218	 5-HYDROXYISOURATE HYDROLASE
OG0009222	 PROTEIN CBG19064
OG0009287	 RT07201P-RELATED
OG0009297	 NO MECHANORECEPTOR POTENTIAL C ISOFORM D-RELATED
OG0009335	 NO HIT
OG0009344	 SUBFAMILY NOT NAMED
OG0009544	 HYDROLASE PNKD-RELATED
OG0009575	 5-HYDROXYTRYPTAMINE (SEROTONIN) RECEPTOR 2A ISOFORM B
OG0009586	 UNCHARACTERIZED
OG0009649	 RAN GTPASE-ACTIVATING PROTEIN 1
OG0009652	 FAMILY NOT NAMED
OG0009743	 SUBFAMILY NOT NAMED
OG0009799	 SYNAPTOTAGMIN-17
OG0009825	 KINESIN-LIKE PROTEIN KIF3A
OG0009832	 ZINC FINGER PROTEIN 300-LIKE PROTEIN
OG0009833	 CDK2-ASSOCIATED PROTEIN 1 ISOFORM B
OG0009878	 PROTEASOME ASSEMBLY CHAPERONE 4
OG0009914	 METALLOENDOPEPTIDASE
OG0009952	 TRANSPOSASE-RELATED
OG0009954	 ALDEHYDE OXIDASE
OG0009968	 PROTEIN LDOC1-RELATED
OG0009969	 FAMILY NOT NAMED
OG0009973	 SUSHI NIDOGEN AND EGF-LIKE DOMAIN-CONTAINING PROTEIN 1
OG0009977	 GALACTOSIDE 2-L-FUCOSYLTRANSFERASE
OG0010020	 PROTEIN C6ORF130
OG0010037	 DELTA AND NOTCH-LIKE EPIDERMAL GROWTH FACTOR-RELATED RECEPTOR
OG0010040	 TRANSMEMBRANE PROTEIN 254
OG0010069	 TRANSMEMBRANE PROTEIN 243
OG0010092	 TBC1 DOMAIN FAMILY MEMBER 2A
OG0010123	 VON WILLEBRAND FACTOR D AND EGF DOMAIN-CONTAINING PROTEIN
OG0010144	 NO HIT
OG0010203	 MULTIPLE EGF-LIKE-DOMAINS 11
OG0010256	 SUBFAMILY NOT NAMED
OG0010352	 KUNITZ-TYPE PROTEASE INHIBITOR 2
OG0010439	 NO HIT
OG0010443	 TRANSCRIPTIONAL REPRESSOR CTCFL-RELATED
OG0010449	 PLEXIN-B1
OG0010456	 GLUCONOKINASE-RELATED
OG0010489	 SUBFAMILY NOT NAMED
OG0010495	 TRACE AMINE-ASSOCIATED RECEPTOR 19N-RELATED
OG0010496	 THAP DOMAIN-CONTAINING
OG0010498	 UBIQUINOL-CYTOCHROME-C REDUCTASE COMPLEX ASSEMBLY FACTOR 2
OG0010598	 SNRNA-ACTIVATING PROTEIN COMPLEX SUBUNIT 5
OG0010620	 SUBFAMILY NOT NAMED
OG0010690	 39S RIBOSOMAL PROTEIN L36 MITOCHONDRIAL
OG0010708	 SI:CH211-262H13.3-RELATED-RELATED
OG0010749	 CYTOCHROME C OXIDASE ASSEMBLY FACTOR 6 HOMOLOG
OG0010759	 CLATHRIN COAT ASSEMBLY PROTEIN AP180
OG0010807	 SUBFAMILY NOT NAMED
OG0010824	 OVOCHYMASE 1
OG0010827	 NO HIT
OG0010828	 SUBFAMILY NOT NAMED
OG0010838	 SI:DKEYP-97B10.3
OG0010883	 CDGSH IRON SULFUR DOMAIN PROTEIN HOMOLOG
OG0010885	 GENE 9195-RELATED-RELATED
OG0010944	 TPR REPEAT CONTAINING PROTEIN
OG0010965	 PYGOPUS HOMOLOG 1
OG0010969	 MULTIDRUG RESISTANCE-ASSOCIATED PROTEIN 1
OG0011049	 NO HIT
OG0011064	 FAMILY NOT NAMED
OG0011131	 ATP-BINDING CASSETTE SUB-FAMILY B (MDR/TAP) MEMBER 5
OG0011194	 IP01015P-RELATED
OG0011195	 DELTA-LIKE PROTEIN
OG0011205	 RWD DOMAIN-CONTAINING PROTEIN 3
OG0011212	 ZINC FINGER PROTEIN 700
OG0011240	 FI21816P1
OG0011247	 UNCHARACTERIZED
OG0011365	 SUBFAMILY NOT NAMED
OG0011390	 NO HIT
OG0011422	 SUBFAMILY NOT NAMED
OG0011440	 NO HIT
OG0011503	 SUBFAMILY NOT NAMED
OG0011551	 NO HIT
OG0011594	 EXCITATORY AMINO ACID TRANSPORTER 2
OG0011612	 SI:DKEY-65L23.2
OG0011652	 PROTEIN LIN-12
OG0011656	 SUBFAMILY NOT NAMED
OG0011668	 SUBFAMILY NOT NAMED
OG0011722	 SELENOPROTEIN F
OG0011754	 AGAP012961-PA
OG0011899	 PHD FINGER PROTEIN ALFIN-LIKE 3
OG0011966	 SYNAPTOTAGMIN-LIKE PROTEIN 5
OG0011972	 PROTEIN MONO-ADP-RIBOSYLTRANSFERASE PARP14
OG0011988	 FAMILY NOT NAMED
OG0012031	 SI:DKEY-65L23.2
OG0012039	 PROTEIN CBG04600
OG0012125	 NO HIT
OG0012138	 SI:CABZ01040626.2-RELATED
OG0012150	 MANNOSYL PHOSPHORYLINOSITOL CERAMIDE SYNTHASE
OG0012315	 SUBFAMILY NOT NAMED
OG0012354	 CD59 GLYCOPROTEIN
OG0012357	 NO HIT
OG0012364	 .
OG0012407	 SUBFAMILY NOT NAMED
OG0012424	 CANALICULAR MULTISPECIFIC ORGANIC ANION TRANSPORTER 2
OG0012527	 PROTEIN CBG12474
OG0012551	 FAMILY NOT NAMED
OG0012563	 SUBFAMILY NOT NAMED
OG0012575	 NO HIT
OG0012780	 NOTCH LIGAND FAMILY MEMBER
OG0012806	 SUBFAMILY NOT NAMED
OG0012853	 SUCCINATE DEHYDROGENASE ASSEMBLY FACTOR 1 MITOCHONDRIAL
OG0012858	 STATHMIN DOMAIN-CONTAINING PROTEIN 1
OG0012936	 ATRIAL NATRIURETIC PEPTIDE RECEPTOR 1
OG0012982	 NO HIT
OG0012993	 VARIANT-SPECIFIC SURFACE PROTEIN
OG0013004	 NO HIT
OG0013047	 NO HIT
OG0013075	 NO HIT
OG0013080	 SUBFAMILY NOT NAMED
OG0013081	 NO HIT
OG0013083	 NO HIT
OG0013088	 FAMILY NOT NAMED
OG0013095	 HEPATOCYTE GROWTH FACTOR ACTIVATOR
OG0013099	 PROTEIN CBG12054
OG0013127	 OOKINETE PROTEIN PUTATIVE-RELATED
OG0013130	 SUBFAMILY NOT NAMED
OG0013213	 VITELLOGENIN RECEPTOR-LIKE PROTEIN-RELATED
OG0013318	 SLIT RELATED LEUCINE-RICH REPEAT NEURONAL PROTEIN
OG0013430	 NO HIT
OG0013455	 G-PROTEIN COUPLED RECEPTOR
OG0013456	 STARCH-BINDING DOMAIN-CONTAINING PROTEIN 1
OG0013463	 NO HIT
OG0013516	 OS07G0415500 PROTEIN
OG0013594	 VARIANT-SPECIFIC SURFACE PROTEIN
OG0013610	 D-ERYTHRULOSE REDUCTASE
OG0013706	 FAMILY NOT NAMED
OG0013709	 FAMILY NOT NAMED
OG0013715	 FAMILY NOT NAMED
OG0013716	 NO HIT
OG0013719	 SUBFAMILY NOT NAMED
OG0013765	 NO HIT
OG0013788	 SUBFAMILY NOT NAMED
OG0013889	 CYTOCHROME P450 302A1 MITOCHONDRIAL
OG0014012	 NO HIT
OG0014074	 SUBFAMILY NOT NAMED
OG0014111	 PROTEASE M1 ZINC METALLOPROTEASE
OG0014174	 NO HIT
OG0014223	 ZINC FINGER PROTEIN
OG0014337	 SUBFAMILY NOT NAMED
OG0014395	 RIDDLE
OG0014399	 CHITOTRIOSIDASE-1
OG0014408	 ZINC KNUCKLE DOMAINCONTAINING PROTEIN
OG0014422	 TRANSIENT RECEPTOR POTENTIAL CATION CHANNEL SUBFAMILY M MEMBER 6
OG0014423	 FUKUTIN-RELATED PROTEIN
OG0014426	 NO HIT
OG0014435	 KELCH PROTEIN
OG0014443	 NO HIT
OG0014445	 FAMILY NOT NAMED
OG0014447	 NO HIT
OG0014448	 NO HIT
OG0014450	 NO HIT
OG0014452	 NO HIT
OG0014456	 PROTEIN CBG12054-RELATED
OG0014457	 NO HIT
OG0014461	 NO HIT
OG0014465	 NO HIT
OG0014489	 SUBFAMILY NOT NAMED
OG0014529	 RAN GTPASE-ACTIVATING PROTEIN 1
OG0014531	 SUBFAMILY NOT NAMED
OG0014535	 NO HIT
OG0014541	 ZINC FINGER PROTEIN 457-RELATED
OG0014542	 NO HIT
OG0014689	 EGF-LIKE-DOMAIN MULTIPLE 7 8
OG0014690	 OS10G0105400 PROTEIN
OG0014806	 SODIUM-DEPENDENT PROLINE TRANSPORTER
OG0014844	 CYTOKINE RECEPTOR
OG0014873	 VITELLOGENIN RECEPTOR-LIKE PROTEIN-RELATED
OG0014898	 PHD FINGER PROTEIN MALE STERILITY 1
OG0014925	 NO HIT
OG0014942	 MCC REGULATOR OF WNT-SIGNALING PATHWAY
OG0014978	 NO HIT
OG0014989	 THAP DOMAIN-CONTAINING PROTEIN 6
OG0014994	 WD40 REPEAT PROTEIN
OG0015039	 NO HIT
OG0015053	 RAN GTPASE-ACTIVATING PROTEIN 1
OG0015079	 NO HIT
OG0015171	 SUBFAMILY NOT NAMED
OG0015237	 USHERIN
OG0015299	 FAMILY NOT NAMED
OG0015321	 NO HIT
OG0015326	 NO HIT
OG0015341	 SUBFAMILY NOT NAMED
OG0015348	 NO HIT
OG0015352	 ZGC:195170
OG0015356	 PRO-POL POLYPROTEIN-LIKE PROTEIN
OG0015366	 CD59 GLYCOPROTEIN
OG0015368	 PROTEIN EFFECTOR OF TRANSCRIPTION 2-RELATED
OG0015372	 NO HIT
OG0015378	 NO HIT
OG0015380	 NO HIT
OG0015384	 TECTORIN ALPHA GENE 2
OG0015387	 BLR2807 PROTEIN
OG0015395	 VWFA AND CACHE DOMAIN-CONTAINING PROTEIN 1
OG0015396	 NO HIT
OG0015443	 FINGER PROTEIN PUTATIVE-RELATED
OG0015489	 NO HIT
OG0015496	 LIN-24 (TWENTY-FOUR) LIKE
OG0015691	 NO HIT
OG0015696	 OCTOPAMINE RECEPTOR BETA-2R
OG0015727	 METHYLTRANSFERASE TYPE 11
OG0015747	 NO HIT
OG0015774	 NO HIT
OG0015833	 SUBFAMILY NOT NAMED
OG0015852	 DEOXYNUCLEOSIDE TRIPHOSPHATE TRIPHOSPHOHYDROLASE
OG0015890	 SUBFAMILY NOT NAMED
OG0015910	 LEISHMANOLYSIN-LIKE PEPTIDASE
OG0015926	 SUBFAMILY NOT NAMED
OG0015941	 NO HIT
OG0015947	 ENDOGLUCANASE
OG0016016	 RE09177P
OG0016107	 NO HIT
OG0016167	 SUBFAMILY NOT NAMED
OG0016249	 T-BOX TRANSCRIPTION FACTOR TBX3
OG0016263	 NO HIT
OG0016323	 NO HIT
OG0016338	 NO HIT
OG0016453	 NO HIT
OG0016466	 NO HIT
OG0016468	 NO HIT
OG0016471	 TRACE AMINE-ASSOCIATED RECEPTOR 19N-RELATED
OG0016474	 ZINC KNUCKLE DOMAINCONTAINING PROTEIN
OG0016483	 ZINC FINGER PROTEIN GIS2
OG0016486	 FAMILY NOT NAMED
OG0016491	 ALPHA 1 3 FUCOSYLTRANSFERASE-RELATED
OG0016496	 CRIMPLED
OG0016503	 MYXOVIRUS (INFLUENZA VIRUS) RESISTANCE D-RELATED
OG0016505	 NO HIT
OG0016512	 NO HIT
OG0016514	 NO HIT
OG0016525	 VARIANT-SPECIFIC SURFACE PROTEIN
OG0016526	 IRE1-RELATED
OG0016528	 ZINC FINGER PROTEIN 766-RELATED
OG0016529	 NO HIT
OG0016576	 NO HIT
OG0016634	 UPF0160 PROTEIN MYG1 MITOCHONDRIAL
OG0016643	 NO HIT
OG0016888	 HIGH-AFFINITY CHOLINE TRANSPORTER 1
OG0016993	 PARP/ZINC FINGER CCCH TYPE DOMAIN CONTAINING PROTEIN
OG0016999	 FAMILY NOT NAMED
OG0017017	 39S RIBOSOMAL PROTEIN L33 MITOCHONDRIAL
OG0017097	 OS06G0237300 PROTEIN
OG0017136	 PROTEIN MONO-ADP-RIBOSYLTRANSFERASE PARP15
OG0017180	 SUBFAMILY NOT NAMED
OG0017232	 XANTHINE DEHYDROGENASE
OG0017274	 MULTIPLE PDZ DOMAIN PROTEIN
OG0017340	 PROTEASE M1 ZINC METALLOPROTEASE
OG0017424	 PUTATIVE-RELATED
OG0017425	 NO HIT
OG0017497	 URIDINE 5'-MONOPHOSPHATE SYNTHASE
OG0017539	 NO HIT
OG0017660	 NO HIT
OG0017669	 SODIUM-DEPENDENT PROLINE TRANSPORTER
OG0017692	 SEMINAL PLASMA PROTEIN
OG0017698	 C-TYPE LECTIN
OG0017731	 SUBFAMILY NOT NAMED
OG0017735	 NO HIT
OG0017765	 NO HIT
OG0017784	 NO HIT
OG0017837	 DELTA-LIKE PROTEIN
OG0017911	 HAT FAMILY DIMERISATION DOMAINCONTAINING PROTEIN
OG0017940	 NO HIT
OG0017946	 SUBFAMILY NOT NAMED
OG0017950	 NO HIT
OG0017952	 NO HIT
OG0017955	 ALANINE--TRNA LIGASE MITOCHONDRIAL
OG0017963	 NO HIT
OG0017975	 NO HIT
OG0017979	 NO HIT
OG0017981	 OVOCHYMASE 1
OG0017992	 NO HIT
OG0018009	 NO HIT
OG0018010	 PROTEIN LIN-12
OG0018022	 TRANSIENT RECEPTOR POTENTIAL CATION CHANNEL SUBFAMILY M MEMBER 6
OG0018027	 NO HIT
OG0018069	 COAGULATION FACTOR XII
OG0018152	 SUBFAMILY NOT NAMED
OG0018186	 OS06G0252500 PROTEIN
OG0018195	 SUBFAMILY NOT NAMED
OG0018197	 TRANSMEMBRANE PROTEIN
OG0018206	 CHITIN SYNTHASE 1
OG0018208	 SUBFAMILY NOT NAMED
OG0018215	 NACHT LRR AND PYD DOMAINS-CONTAINING PROTEIN 12
OG0018227	 FAMILY NOT NAMED
OG0018228	 METALLOENDOPEPTIDASE
OG0018230	 FORKHEAD BOX Q2
OG0018549	 SUBFAMILY NOT NAMED
OG0018562	 OS10G0105400 PROTEIN
OG0018591	 AMINOPEPTIDASE
OG0018614	 NO HIT
OG0018626	 CASPASE 8 APOPTOSIS-RELATED CYSTEINE PEPTIDASE -LIKE 2-RELATED
OG0018659	 NO HIT
OG0018691	 NO HIT
OG0018730	 TRANSFORMING GROWTH FACTOR BETA RECEPTOR III
OG0018753	 ZGC:174356
OG0018757	 DEATH DOMAIN-CONTAINING PROTEIN CRADD
OG0018775	 SUBFAMILY NOT NAMED
OG0018783	 OS10G0105400 PROTEIN
OG0018790	 INTERFERON-INDUCED PROTEIN 35/NMI N-MYC/STAT INTERACTING PROTEIN
OG0019108	 NO HIT
OG0019174	 SUBFAMILY NOT NAMED
OG0019196	 REGULATING SYNAPTIC MEMBRANE EXOCYTOSIS PROTEIN 2
OG0019199	 SUBFAMILY NOT NAMED
OG0019213	 PROTEIN O-LINKED-MANNOSE BETA-1 2-N-ACETYLGLUCOSAMINYLTRANSFERASE 1/ALPHA-1 3-MANNOSYL-GLYCOPROTEIN 2-BETA-N-ACETYLGLUCOSAMINYLTRANSFERASE
OG0019215	 NO HIT
OG0019221	 NO HIT
OG0019266	 NEURONAL ACETYLCHOLINE RECEPTOR SUBUNIT ALPHA-3
OG0019284	 ATILLA ISOFORM B-RELATED-RELATED
OG0019315	 FAMILY NOT NAMED
OG0019333	 SUBFAMILY NOT NAMED
OG0019362	 FAMILY NOT NAMED
OG0019393	 SUBFAMILY NOT NAMED
OG0019401	 DISKS LARGE HOMOLOG 4
OG0019437	 NO HIT
OG0019444	 PAIR-RULE PROTEIN ODD-PAIRED
OG0019479	 NO HIT
OG0019522	 PROTEIN MANBAL
OG0019523	 FAMILY NOT NAMED
OG0019525	 PAIR-RULE PROTEIN ODD-PAIRED
OG0019554	 PROTEIN WNT-16
OG0019558	 SUBFAMILY NOT NAMED
OG0019580	 TRANSPORTER
OG0019732	 NO HIT
OG0019859	 NEPRILYSIN-1
OG0019922	 PROTEIN EYES SHUT HOMOLOG
OG0019947	 TUMOR NECROSIS FACTOR RECEPTOR SUPERFAMILY MEMBER 13B
OG0019951	 NO HIT
OG0019957	 NO HIT
OG0019968	 SUBFAMILY NOT NAMED
OG0019989	 NO HIT
OG0019993	 NO HIT
OG0019996	 TRANSMEMBRANE CHANNEL-LIKE PROTEIN 7
OG0020002	 T-CELL RECEPTOR ALPHA CHAIN V REGION-RELATED
OG0020005	 NO HIT
OG0020016	 SUBFAMILY NOT NAMED
OG0020019	 NO HIT
OG0020030	 NOTCH LIGAND FAMILY MEMBER
OG0020052	 TENASCIN
OG0020059	 FAMILY NOT NAMED
OG0020061	 SUBFAMILY NOT NAMED
OG0020064	 NO HIT
OG0020069	 NO HIT
OG0020073	 SLIT RELATED LEUCINE-RICH REPEAT NEURONAL PROTEIN
OG0020074	 NO HIT
OG0020076	 UPF0160 PROTEIN MYG1 MITOCHONDRIAL
OG0020087	 NO HIT
OG0020097	 IRE1-RELATED
OG0020099	 NO HIT
OG0020101	 RETINITIS PIGMENTOSA GTPASE REGULATOR A-RELATED
OG0020104	 NO HIT
OG0020106	 NO HIT
OG0020109	 SIDESTEP PROTEIN
OG0020116	 PROTEIN CBG12054-RELATED
OG0020136	 NO HIT
OG0020147	 SUBFAMILY NOT NAMED
OG0020148	 SUBFAMILY NOT NAMED
OG0020265	 NO HIT
OG0020346	 SI:CH73-281K2.5
OG0020371	 NO HIT
OG0020373	 NO HIT
OG0020374	 HEPATOCYTE GROWTH FACTOR ACTIVATOR
OG0020376	 NO HIT
OG0020381	 NO HIT
OG0020384	 NO HIT
OG0020387	 NO HIT
OG0020389	 SI:DKEY-19B23.12-RELATED
OG0020392	 NO HIT
OG0020398	 CRUMBS FAMILY MEMBER
OG0020407	 VIN3-LIKE PROTEIN 2-RELATED
OG0020417	 COILED COIL DOMAIN-CONTAINING PROTEIN 8 CCDC8
OG0020418	 SUBFAMILY NOT NAMED
OG0020420	 NO HIT
OG0020866	 SELENOPROTEIN O
OG0020907	 RH04535P
OG0020909	 PE REPEAT FAMILY PROTEIN (AFU_ORTHOLOGUE AFUA_4G13630)
OG0021169	 ATP-BINDING CASSETTE SUB-FAMILY C MEMBER SUR
OG0021174	 RNA-BINDING PROTEIN 19-RELATED
OG0021212	 DENN DOMAIN-CONTAINING PROTEIN 3
OG0021338	 PUTATIVE-RELATED
OG0021379	 SUBFAMILY NOT NAMED
OG0021554	 COPINE-8
OG0021558	 UREA ACTIVE TRANSPORTER
OG0021576	 NO HIT
OG0021640	 OS12G0596101 PROTEIN
OG0021684	 ZINC FINGER PROTEIN 945
OG0021687	 SERINE/THREONINE-PROTEIN PHOSPHATASE
OG0021711	 UNCHARACTERIZED
OG0021801	 NO HIT
OG0021830	 NO HIT
OG0021873	 NO HIT
OG0021890	 NO HIT
OG0021928	 NO HIT
OG0021950	 NO HIT
OG0022032	 ANKYRIN REPEAT PROTEIN
OG0022043	 NOTCH LIGAND FAMILY MEMBER
OG0022044	 NO HIT
OG0022060	 SUBFAMILY NOT NAMED
OG0022107	 CD59 GLYCOPROTEIN
OG0022132	 NO HIT
OG0022177	 WD40 REPEAT
OG0022187	 SODIUM- AND CHLORIDE-DEPENDENT TAURINE TRANSPORTER
OG0022196	 SUBFAMILY NOT NAMED
OG0022197	 SUBFAMILY NOT NAMED
OG0022212	 GUANYLATE CYCLASE
OG0022218	 NO HIT
OG0022368	 NO HIT
OG0022477	 BEN DOMAIN-CONTAINING PROTEIN 6
OG0022493	 SUBFAMILY NOT NAMED
OG0022570	 PROTEIN CAPPUCCINO
OG0022728	 NO HIT
OG0022734	 NO HIT
OG0022750	 NO HIT
OG0022752	 ALPHA 1 3 FUCOSYLTRANSFERASE-RELATED
OG0022786	 NO HIT
OG0022787	 NO HIT
OG0022789	 SUBFAMILY NOT NAMED
OG0022807	 NO HIT
OG0022810	 G-PROTEIN COUPLED RECEPTOR
OG0022825	 SUBFAMILY NOT NAMED
OG0022833	 E3 UBIQUITIN-PROTEIN LIGASE MIB1
OG0022841	 NO HIT
OG0022858	 NO HIT
OG0022883	 ELASTASE 2-LIKE
OG0022889	 NO HIT
OG0022894	 NO HIT
OG0022906	 FAMILY NOT NAMED
OG0022911	 SUBFAMILY NOT NAMED
OG0022915	 ANTITHROMBIN-III
OG0022928	 SUBFAMILY NOT NAMED
OG0022951	 USHERIN
OG0022956	 NO HIT
OG0022968	 SUBFAMILY NOT NAMED
OG0022974	 NO HIT
OG0022987	 SUBFAMILY NOT NAMED
OG0022989	 SUBFAMILY NOT NAMED
OG0022998	 TETRASPANIN-15
OG0023004	 SI:CABZ01040626.2-RELATED
OG0023034	 DEATH DOMAIN-CONTAINING PROTEIN CRADD
OG0023048	 NO HIT
OG0023054	 TUMOR-ASSOCIATED CALCIUM SIGNAL TRANSDUCER
OG0023064	 NETRIN RECEPTOR UNC5
OG0023077	 SUBFAMILY NOT NAMED
OG0023081	 ACTIN-RELATED PROTEIN 5
OG0023085	 LOW-DENSITY LIPOPROTEIN RECEPTOR-RELATED PROTEIN
OG0023088	 CELL ADHESION MOLECULE 3
OG0023089	 SUBFAMILY NOT NAMED
OG0023090	 FAMILY NOT NAMED
OG0023092	 SUBFAMILY NOT NAMED
OG0023093	 VON WILLEBRAND FACTOR D AND EGF DOMAIN-CONTAINING PROTEIN
OG0023094	 SUBFAMILY NOT NAMED
OG0023102	 SERINE/THREONINE-PROTEIN KINASE DCLK3
OG0023114	 N-LYSINE METHYLTRANSFERASE KMT5A
OG0023366	 SUBFAMILY NOT NAMED
OG0023414	 NO HIT
