Orthogroup	Panther_annotation
OG0016723	 VARIANT-SPECIFIC SURFACE PROTEIN
OG0016724	 NO HIT
OG0016725	 NO HIT
OG0016726	 NO HIT
OG0016727	 PPR CONTAINING PLANT-LIKE PROTEIN
OG0016728	 NO HIT
OG0016729	 NO HIT
OG0016730	 SUBFAMILY NOT NAMED
OG0016731	 SUBFAMILY NOT NAMED
OG0018325	 AT-HOOK MOTIF NUCLEAR-LOCALIZED PROTEIN 13
OG0018326	 NO HIT
OG0018327	 UNCHARACTERIZED
OG0018328	 NO HIT
OG0018329	 SUBFAMILY NOT NAMED
OG0018330	 NO HIT
OG0018331	 GLYCINE/PROLINE-RICH PROTEIN
OG0018332	 BNAA05G32830D PROTEIN
OG0018333	 NO HIT
OG0018334	 SUBFAMILY NOT NAMED
OG0018335	 NO HIT
OG0018336	 SI:CH211-214J24.10
OG0018337	 NO HIT
OG0018338	 EXPRESSED PROTEIN
OG0018339	 NO HIT
OG0018340	 FORKHEAD BOX Q2
OG0018341	 NO HIT
OG0018342	 SUBFAMILY NOT NAMED
OG0020578	 NO HIT
OG0020579	 NACHT LRR AND PYD DOMAINS-CONTAINING PROTEIN 12
OG0020580	 NO HIT
OG0020581	 DIRIGENT PROTEIN
OG0020582	 SH3-BINDING
OG0020583	 SUBFAMILY NOT NAMED
OG0020584	 NO HIT
OG0020586	 SUBFAMILY NOT NAMED
OG0020587	 NO HIT
OG0020588	 NO HIT
OG0020589	 FIBRINOGEN/TENASCIN/ANGIOPOEITIN
OG0020590	 NO HIT
OG0020591	 SUSHI DOMAIN-CONTAINING PROTEIN 2
OG0020592	 VITELLOGENIN RECEPTOR-LIKE PROTEIN-RELATED-RELATED
OG0020593	 NO HIT
OG0020594	 SMALL GTPASE LIP1
OG0020595	 NO HIT
OG0020596	 NO HIT
OG0020597	 RECEPTOR KINASE-LIKE PROTEIN XA21
OG0020598	 VESICLE-ASSOCIATED MEMBRANE PROTEIN-RELATED
OG0020599	 SUBFAMILY NOT NAMED
OG0020600	 OS07G0479600 PROTEIN
OG0020601	 SUBFAMILY NOT NAMED
OG0020602	 NO HIT
OG0020603	 EXTENSIN-2-LIKE
OG0020604	 BLR2505 PROTEIN
OG0020605	 NO HIT
OG0020606	 NO HIT
OG0020607	 ACIDIC ENDOCHITINASE-LIKE ISOFORM X1
OG0020608	 SUBFAMILY NOT NAMED
OG0023786	 SUBFAMILY NOT NAMED
OG0023787	 PROTEIN KINASE CGMP-DEPENDENT 1
OG0023788	 NO HIT
OG0023789	 NO HIT
OG0023790	 CARBOHYDRATE SULFOTRANSFERASE
OG0023791	 SUBFAMILY NOT NAMED
OG0023792	 NO HIT
OG0023793	 NO HIT
OG0023794	 PHOSPHOINOSITIDE-3-KINASE-INTERACTING PROTEIN 1-RELATED
OG0023795	 LATROPHILIN RECEPTOR-LIKE PROTEIN A
OG0023796	 NO HIT
OG0023797	 NO HIT
OG0023798	 NO HIT
OG0023799	 NO HIT
OG0023800	 SUBFAMILY NOT NAMED
OG0023801	 DUF1645 FAMILY PROTEIN
OG0023802	 PROTEASE FAMILY M14 CARBOXYPEPTIDASE A B
OG0023803	 SUBFAMILY NOT NAMED
OG0023804	 SUBFAMILY NOT NAMED
OG0023805	 ALPHA-ENDOSULFINE
OG0023806	 G-PROTEIN COUPLED RECEPTOR
OG0023807	 NO HIT
OG0023808	 E3 UBIQUITIN-PROTEIN LIGASE RNF169
OG0023809	 NO HIT
OG0023810	 SUBFAMILY NOT NAMED
OG0023811	 SUBFAMILY NOT NAMED
OG0023812	 NO HIT
OG0023813	 SI:DKEYP-97B10.3
OG0023814	 SEMINAL VESICLE PROTEIN SECRETION 2
OG0023815	 NO HIT
OG0023816	 NO HIT
OG0023817	 NO HIT
OG0023818	 SUBFAMILY NOT NAMED
OG0023819	 NO HIT
OG0023821	 PEPTIDYL-PROLYL CIS-TRANS ISOMERASE
OG0023822	 SUBFAMILY NOT NAMED
OG0023823	 NO HIT
OG0023824	 SUBFAMILY NOT NAMED
OG0023825	 SUBFAMILY NOT NAMED
OG0023826	 ALPHA KAFIRIN
OG0023827	 OS05G0233100 PROTEIN
OG0023828	 NO HIT
OG0023829	 SHIKIMATE KINASE 1 CHLOROPLASTIC
OG0023830	 NO HIT
OG0023831	 NO HIT
OG0023832	 NO HIT
OG0023833	 SUBFAMILY NOT NAMED
OG0023834	 NO HIT
OG0023835	 UNCHARACTERIZED
OG0023836	 SUBFAMILY NOT NAMED
OG0023837	 NO HIT
OG0023838	 METALLO-BETA-LACTAMASE SUPERFAMILY PROTEIN
OG0023839	 NO HIT
OG0023840	 BNAC05G40850D PROTEIN
OG0023841	 SUBFAMILY NOT NAMED
OG0023842	 IPP TRANSFERASE
OG0023843	 FAMILY NOT NAMED
OG0023844	 NO HIT
OG0023845	 SUBFAMILY NOT NAMED
OG0028608	 PROTEIN CBG03580
OG0028609	 SUBFAMILY NOT NAMED
OG0028610	 NO HIT
OG0028611	 SUBFAMILY NOT NAMED
OG0028612	 SUBFAMILY NOT NAMED
OG0028613	 HEPARAN SULFATE GLUCOSAMINE 3-O-SULFOTRANSFERASE 1
OG0028614	 AGAP001203-PA
OG0028615	 SUBFAMILY NOT NAMED
OG0028616	 NO HIT
OG0028617	 IQ DOMAIN-CONTAINING PROTEIN J
OG0028618	 ERYTHROPOIETIN
OG0028619	 ERYTHROPOIETIN
OG0028620	 NO HIT
OG0028621	 NO HIT
OG0028622	 NO HIT
OG0028623	 BNACNNG19220D PROTEIN
OG0028624	 RIKEN CDNA 4932411N23
OG0028625	 NO HIT
OG0028626	 NO HIT
OG0028627	 MEMBRANE-SPANNING 4-DOMAINS SUBFAMILY A MS4A -RELATED
OG0028628	 SUBFAMILY NOT NAMED
OG0028629	 PROTEIN FEM-1 HOMOLOG CG6966
OG0028630	 OS10G0511800 PROTEIN
OG0028631	 NO HIT
OG0028632	 SUBFAMILY NOT NAMED
OG0028633	 SUBFAMILY NOT NAMED
OG0028634	 PROTEIN MONO-ADP-RIBOSYLTRANSFERASE PARP14
OG0028635	 EF-HAND CALCIUM-BINDING DOMAIN-CONTAINING PROTEIN 10
OG0028636	 SUBFAMILY NOT NAMED
OG0028637	 VITELLOGENIN RECEPTOR-LIKE PROTEIN-RELATED-RELATED
OG0028638	 OS11G0149900 PROTEIN
OG0028639	 ANKYRIN REPEAT FAMILY PROTEIN
OG0028640	 PEPTIDYL-PROLYL CIS-TRANS ISOMERASE CYP23
OG0028641	 SUBFAMILY NOT NAMED
OG0028642	 ALPHA 1 3 FUCOSYLTRANSFERASE-RELATED
OG0028643	 RGD1565685 PROTEIN
OG0028644	 TESTIS-EXPRESSED BASIC PROTEIN 1
OG0028645	 ATP-DEPENDENT RNA HELICASE DDX20-RELATED
OG0028646	 EPITHELIAL MEMBRANE PROTEIN-RELATED
OG0028647	 NO HIT
OG0028648	 SUBFAMILY NOT NAMED
OG0028649	 SUBFAMILY NOT NAMED
OG0028650	 NO HIT
OG0028651	 NO HIT
OG0028652	 FAMILY NOT NAMED
OG0028653	 NO HIT
OG0028654	 NO HIT
OG0028655	 TRANSMEMBRANE PROTEIN
OG0028656	 EXPRESSED PROTEIN
OG0028657	 FBN-1A.1
OG0028658	 SUBFAMILY NOT NAMED
OG0028659	 MACROPHAGE-STIMULATING PROTEIN RECEPTOR
OG0028660	 SUBFAMILY NOT NAMED
OG0028661	 SUBFAMILY NOT NAMED
OG0028662	 NO HIT
OG0028663	 SUBFAMILY NOT NAMED
OG0028664	 INTERFERON-INDUCED PROTEIN 35/NMI N-MYC/STAT INTERACTING PROTEIN
OG0028665	 NO HIT
OG0028666	 BHLH TRANSCRIPTION FACTOR
OG0028667	 PROTEIN CBG25628
OG0028668	 RETROTRANSPOSON GAG-LIKE PROTEIN 9
OG0028669	 SUBFAMILY NOT NAMED
OG0028670	 SUBFAMILY NOT NAMED
OG0028671	 EXS-RELATED PROTEIN
OG0036464	 SUPRABASAL-SPECIFIC PROTEIN SUPRABASIN
OG0036465	 THIOSULFATE SULFURTRANSFERASE RDL2 MITOCHONDRIAL-RELATED
OG0036466	 NO HIT
OG0036467	 NO HIT
OG0036468	 NO HIT
OG0036469	 SURFACE PROTEASE HOMOLOG PUTATIVE-RELATED
OG0036470	 NO HIT
OG0036471	 PIGGYBAC TRANSPOSABLE ELEMENT-DERIVED 4-RELATED
OG0036472	 SLR0031 PROTEIN
OG0036473	 SUBFAMILY NOT NAMED
OG0036474	 NO HIT
OG0036475	 SUBFAMILY NOT NAMED
OG0036476	 GALACTOSIDE 2-L-FUCOSYLTRANSFERASE
OG0036477	 NO HIT
OG0036478	 PAIRED IMMUNOGLOBULIN-LIKE TYPE 2 RECEPTOR
OG0036479	 NO HIT
OG0036480	 SUBFAMILY NOT NAMED
OG0036481	 NO HIT
OG0036482	 EXS-RELATED PROTEIN
OG0036483	 NO HIT
OG0036484	 NO HIT
OG0036485	 NO HIT
OG0036486	 SUBFAMILY NOT NAMED
OG0036487	 FAMILY NOT NAMED
OG0036488	 SUBFAMILY NOT NAMED
OG0036489	 BNACNNG32920D PROTEIN
OG0036490	 NO HIT
OG0036491	 SUBFAMILY NOT NAMED
OG0036492	 CDP-DIACYLGLYCEROL--SERINE O-PHOSPHATIDYLTRANSFERASE 1
OG0036493	 ANGIOTENSIN-CONVERTING ENZYME-LIKE PROTEIN ACE3
OG0036494	 NO HIT
OG0036495	 SUBFAMILY NOT NAMED
OG0036496	 GERMIN-LIKE PROTEIN 1-2
OG0036497	 SUBFAMILY NOT NAMED
OG0036498	 NO HIT
OG0036499	 ACTIN-RELATED PROTEIN 5
OG0036500	 HYDROXYPROLINE-RICH GLYCOPROTEIN FAMILY PROTEIN
OG0036501	 SUBFAMILY NOT NAMED
OG0036502	 ANTIGEN 332 DBL-LIKE PROTEIN
OG0036503	 NO HIT
OG0036504	 NO HIT
OG0036505	 NO HIT
OG0036506	 SUBFAMILY NOT NAMED
OG0036507	 PROTEIN CRUMBS HOMOLOG 1
OG0036508	 NO HIT
OG0036509	 SUBFAMILY NOT NAMED
OG0036510	 SUBFAMILY NOT NAMED
OG0036511	 NO HIT
OG0036512	 PARP/ZINC FINGER CCCH TYPE DOMAIN CONTAINING PROTEIN
OG0036513	 SUBFAMILY NOT NAMED
OG0036514	 NO HIT
OG0036515	 SUBFAMILY NOT NAMED
OG0036516	 SUBFAMILY NOT NAMED
OG0036517	 NO HIT
OG0036518	 TRIPARTITE MOTIF-CONTAINING PROTEIN 72
OG0036519	 SUBFAMILY NOT NAMED
OG0036520	 NO HIT
OG0036521	 NO HIT
OG0036522	 SUBFAMILY NOT NAMED
OG0036523	 SUBFAMILY NOT NAMED
OG0036524	 NO HIT
OG0036525	 NO HIT
OG0036526	 NO HIT
OG0036527	 PROTEASE INHIBITOR/SEED STORAGE/LIPID TRANSFER FAMILY PROTEIN
OG0036528	 NO HIT
OG0036529	 NO HIT
OG0036530	 NO HIT
OG0036531	 SUBFAMILY NOT NAMED
OG0036532	 FAMILY NOT NAMED
OG0036533	 NO HIT
OG0036534	 NO HIT
OG0036535	 OS12G0437800 PROTEIN
OG0036536	 NO HIT
OG0036537	 SUBFAMILY NOT NAMED
OG0036538	 SUBFAMILY NOT NAMED
OG0036539	 SUBFAMILY NOT NAMED
OG0036540	 SUBFAMILY NOT NAMED
OG0036541	 SUBFAMILY NOT NAMED
OG0036542	 SUBFAMILY NOT NAMED
OG0036543	 NO HIT
OG0036544	 NO HIT
OG0036545	 SUBFAMILY NOT NAMED
OG0036546	 NO HIT
OG0036547	 NO HIT
OG0036548	 NO HIT
OG0036549	 SUBFAMILY NOT NAMED
OG0036550	 NO HIT
OG0036551	 FAMILY NOT NAMED
OG0036552	 SUBFAMILY NOT NAMED
OG0036553	 SI:CH211-182P11.1-RELATED
OG0036554	 NO HIT
OG0036555	 SUBFAMILY NOT NAMED
OG0036556	 MEMBRANE-ANCHORED UBIQUITIN-FOLD PROTEIN 2
OG0036557	 FATTY ACID-BINDING PROTEIN BRAIN
OG0036558	 ZINC FINGER CCCH DOMAIN-CONTAINING PROTEIN 13
OG0036559	 NO HIT
OG0036560	 BNAA02G09420D PROTEIN
OG0036561	 SUBFAMILY NOT NAMED
OG0036562	 SUBFAMILY NOT NAMED
OG0036563	 NO HIT
OG0036564	 SUBFAMILY NOT NAMED
OG0036565	 ZINC FINGER PROTEIN 180
OG0036566	 SUBFAMILY NOT NAMED
OG0036567	 NO HIT
OG0036568	 ZINC-RIBBON RNA-BINDING PROTEIN INVOLVED IN TRANSLATION-RELATED
OG0036569	 GUSTATORY RECEPTOR FAMILY
OG0036570	 SUBFAMILY NOT NAMED
OG0036571	 NO HIT
OG0036572	 NOTCH HOMOLOG 2 N-TERMINAL-LIKE PROTEIN B
OG0036573	 SUBFAMILY NOT NAMED
OG0036574	 EXTENSIN-3-LIKE
OG0036575	 NO HIT
OG0036576	 NO HIT
OG0036577	 NO HIT
OG0036578	 NO HIT
OG0036579	 UNCHARACTERIZED
OG0036580	 NO HIT
OG0036581	 FAMILY NOT NAMED
OG0036582	 SI:CH73-281K2.5
OG0036583	 NO HIT
OG0036584	 NO HIT
OG0036585	 AG-1 BLOOD STAGE MEMBRANE PROTEIN HOMOLOGUE
OG0036586	 ZINC METALLOPROTEINASE NAS-26
OG0036587	 PE REPEAT FAMILY PROTEIN (AFU_ORTHOLOGUE AFUA_4G13630)
OG0036588	 NO HIT
OG0036589	 NO HIT
OG0036590	 NO HIT
OG0036591	 X-BOX PROMOTER ELEMENT REGULATED
OG0036592	 FAMILY NOT NAMED
OG0036593	 GENE 21886-RELATED
OG0036594	 SUBFAMILY NOT NAMED
OG0036595	 SUBFAMILY NOT NAMED
OG0036596	 NO HIT
OG0036597	 BNAA01G35380D PROTEIN
OG0036598	 THIOREDOXIN REDUCTASE
OG0036599	 SI:CH1073-263O8.2-RELATED
OG0036600	 SUBFAMILY NOT NAMED
OG0036601	 NO HIT
OG0036602	 SUBFAMILY NOT NAMED
OG0036603	 SUBFAMILY NOT NAMED
OG0036604	 MANGANESE ABC TRANSPORTER SUBSTRATE-BINDING LIPOPROTEIN
OG0036605	 NO HIT
OG0036606	 SUBFAMILY NOT NAMED
OG0036607	 TRANSMEMBRANE PROTEIN 45B
OG0036608	 SUBFAMILY NOT NAMED
OG0036609	 EMBRYO SAC2
OG0036610	 NOTCH LIGAND FAMILY MEMBER
OG0036611	 TRANSMEMBRANE PROTEIN
OG0036612	 SPERM MITOCHONDRIAL-ASSOCIATED CYSTEINE-RICH PROTEIN
OG0036613	 SUBFAMILY NOT NAMED
OG0051847	 NOTCH HOMOLOG 2 N-TERMINAL-LIKE PROTEIN B
OG0051848	 SUBFAMILY NOT NAMED
OG0051849	 NO HIT
OG0051850	 S-ADENOSYLMETHIONINE MITOCHONDRIAL CARRIER PROTEIN
OG0051851	 S-ADENOSYLMETHIONINE CARRIER 2 CHLOROPLASTIC-RELATED
OG0051852	 SUBFAMILY NOT NAMED
OG0051853	 COLLAGEN TYPE XIX ALPHA 1
OG0051854	 CARBONIC ANHYDRASE 5B MITOCHONDRIAL
OG0051855	 FAMILY NOT NAMED
OG0051856	 FAMILY NOT NAMED
OG0051857	 NO HIT
OG0051858	 NO HIT
OG0051859	 DEATH DOMAIN-CONTAINING PROTEIN CRADD
OG0051860	 NO HIT
OG0051861	 SERPENTINE RECEPTOR CLASS H
OG0051862	 SUBFAMILY NOT NAMED
OG0051863	 NO HIT
OG0051864	 SUBFAMILY NOT NAMED
OG0051865	 NO HIT
OG0051866	 PROTEIN-COUPLED RECEPTOR GPR1 PUTATIVE-RELATED
OG0051867	 NO HIT
OG0051868	 NO HIT
OG0051869	 SERINE/ARGININE REPETITIVE MATRIX PROTEIN 5
OG0051870	 REDOX-CYCLING DRUG-SENSING TRANSCRIPTIONAL ACTIVATOR SOXR
OG0051871	 DOMAIN METHYLTRANSFERASE PUTATIVE-RELATED
OG0051872	 AROMATIC AMINO ACID AMINOTRANSFERASE DDB_G0272014
OG0051873	 NO HIT
OG0051874	 NO HIT
OG0051875	 SUBFAMILY NOT NAMED
OG0051876	 COILED-COIL DOMAIN-CONTAINING PROTEIN 70
OG0051877	 FAMILY NOT NAMED
OG0051878	 NO HIT
OG0051879	 OS08G0137400 PROTEIN
OG0051880	 SUBFAMILY NOT NAMED
OG0051881	 SUBFAMILY NOT NAMED
OG0051882	 NO HIT
OG0051883	 SUBFAMILY NOT NAMED
OG0051884	 NO HIT
OG0051885	 NO HIT
OG0051886	 NO HIT
OG0051887	 SUBFAMILY NOT NAMED
OG0051888	 SUBFAMILY NOT NAMED
OG0051889	 NO HIT
OG0051890	 FAMILY NOT NAMED
OG0051891	 ORGANELLAR PROTEIN PUTATIVE-RELATED
OG0051892	 SUBFAMILY NOT NAMED
OG0051893	 TRANSIENT-RECEPTOR-POTENTIAL-LIKE PROTEIN
OG0051894	 METHYLMALONYL-COA MUTASE
OG0051895	 SOLUTE CARRIER ORGANIC ANION TRANSPORTER FAMILY MEMBER
OG0051896	 MSTPROX-RELATED
OG0051897	 BNAA02G28740D PROTEIN
OG0051898	 TREFOIL FACTOR 1
OG0051899	 SUBFAMILY NOT NAMED
OG0051900	 NO HIT
OG0051901	 NO HIT
OG0051902	 NO HIT
OG0051903	 FI02047P-RELATED
OG0051904	 NO HIT
OG0051905	 SUBFAMILY NOT NAMED
OG0051906	 OSJNBB0085F13.12 PROTEIN
OG0051907	 SUBFAMILY NOT NAMED
OG0051908	 SUBFAMILY NOT NAMED
OG0051909	 NO HIT
OG0051910	 SUBFAMILY NOT NAMED
OG0051911	 NO HIT
OG0051912	 NO HIT
OG0051913	 NO HIT
OG0051914	 NO HIT
OG0051915	 NO HIT
OG0051916	 NO HIT
OG0051917	 UBIQUITIN CARBOXYL-TERMINAL HYDROLASE FAF-Y-RELATED
OG0051918	 SUBFAMILY NOT NAMED
OG0051919	 NO HIT
OG0051920	 NO HIT
OG0051921	 NO HIT
OG0051922	 MUCIN 12EA-RELATED
OG0051923	 NO HIT
OG0051925	 INORGANIC PHOSPHATE TRANSPORTER 1-11
OG0051926	 SUBFAMILY NOT NAMED
OG0051927	 NO HIT
OG0051928	 NO HIT
OG0051929	 UPF0160 PROTEIN MYG1 MITOCHONDRIAL
OG0051930	 NO HIT
OG0051931	 VITELLOGENIN RECEPTOR-LIKE PROTEIN-RELATED
OG0051932	 NO HIT
OG0051933	 SPERMIDINE SYNTHASE-RELATED
OG0051934	 SUBFAMILY NOT NAMED
OG0051935	 NO HIT
OG0051936	 NO HIT
OG0051937	 NO HIT
OG0051938	 SUBFAMILY NOT NAMED
OG0051939	 NO HIT
OG0051940	 SUBFAMILY NOT NAMED
OG0051942	 OSJNBA0081L15.1 PROTEIN
OG0051943	 NO HIT
OG0051944	 NO HIT
OG0051945	 NO HIT
OG0051946	 NO HIT
OG0051947	 HEPARAN SULFATE 3-O SULFOTRANSFERASE-B ISOFORM A
OG0051948	 SUBFAMILY NOT NAMED
OG0051949	 NO HIT
OG0051950	 SUBFAMILY NOT NAMED
OG0051951	 NO HIT
OG0051952	 NO HIT
OG0051953	 MITOCHONDRIAL ADENINE NUCLEOTIDE TRANSPORTER ADNT1
OG0051954	 SI:CH73-281K2.5
OG0051955	 USHERIN
OG0051956	 BNAA10G03620D PROTEIN
OG0051957	 UPF0147 PROTEIN MJ1419
OG0051958	 NO HIT
OG0051959	 CATHEPSIN S
OG0051960	 NO HIT
OG0051961	 SUBFAMILY NOT NAMED
OG0051962	 SUBFAMILY NOT NAMED
OG0051963	 NO HIT
OG0051964	 FAMILY NOT NAMED
OG0051965	 NO HIT
OG0051966	 NO HIT
OG0051967	 NO HIT
OG0051968	 NO HIT
OG0051969	 NO HIT
OG0051970	 NO HIT
OG0051971	 BNAC02G40300D PROTEIN
OG0051972	 RIBOSE 1 5-BISPHOSPHATE ISOMERASE
OG0051973	 NO HIT
OG0051975	 NO HIT
OG0051976	 NO HIT
OG0051977	 SUPERFAMILY PROTEIN PUTATIVE-RELATED
OG0051978	 SUBFAMILY NOT NAMED
OG0051979	 OS10G0511800 PROTEIN
OG0051980	 OREXIGENIC NEUROPEPTIDE QRFP
OG0051981	 PEPTIDYL-PROLYL CIS-TRANS ISOMERASE FKBP17-1 CHLOROPLASTIC
OG0051982	 NO HIT
OG0051983	 LEGUMAIN
OG0051984	 SUBFAMILY NOT NAMED
OG0051985	 TAFAZZIN
OG0051986	 NO HIT
OG0051987	 FAMILY NOT NAMED
OG0051988	 NO HIT
OG0051989	 NO HIT
OG0051990	 OS02G0582400 PROTEIN
OG0051991	 NEURONAL CALCIUM SENSOR 2
OG0051992	 GLYCINE/PROLINE-RICH PROTEIN
OG0051993	 GLYCINE/PROLINE-RICH PROTEIN
OG0051994	 GENE 39566-RELATED
OG0051995	 OPTOMOTOR-BLIND PROTEIN
OG0051996	 NO HIT
OG0051997	 NO HIT
OG0051998	 SUBFAMILY NOT NAMED
OG0051999	 FLAVIN-BINDING MONOOXYGENASE-LIKE PROTEIN (AFU_ORTHOLOGUE AFUA_6G01900)
OG0052000	 NO HIT
OG0052001	 SUBFAMILY NOT NAMED
OG0052002	 NO HIT
OG0052003	 SUBFAMILY NOT NAMED
OG0052004	 T CELL RECEPTOR ALPHA VARIABLE 4
OG0052005	 SUBFAMILY NOT NAMED
OG0052006	 NO HIT
OG0052007	 SUBFAMILY NOT NAMED
OG0052008	 SUBFAMILY NOT NAMED
OG0052009	 HILLARIN
OG0052010	 NO HIT
OG0052011	 SUBFAMILY NOT NAMED
OG0052012	 SPERM-SPECIFIC FAMILY CLASS Q
OG0052013	 SUBFAMILY NOT NAMED
OG0052014	 NO HIT
OG0052015	 NO HIT
OG0052016	 SUBFAMILY NOT NAMED
OG0052017	 PR-10 TYPE PATHOGENESIS-RELATED PROTEIN-RELATED
OG0052018	 NO HIT
OG0052019	 NO HIT
OG0052020	 HOMEOBOX PROTEIN VENTX
OG0052021	 SERINE PROTEASE INHIBITOR SERPIN
OG0052022	 NO HIT
OG0052023	 SUBFAMILY NOT NAMED
OG0052024	 PROTEIN CBG05723
OG0052025	 SUBFAMILY NOT NAMED
OG0052026	 PROTEIN MONO-ADP-RIBOSYLTRANSFERASE PARP15
OG0052027	 SUBFAMILY NOT NAMED
OG0052028	 SUBFAMILY NOT NAMED
OG0052029	 NO HIT
OG0052030	 NO HIT
OG0052031	 SUBFAMILY NOT NAMED
OG0052032	 SUBFAMILY NOT NAMED
OG0052033	 OS08G0543275 PROTEIN
OG0052034	 SUBFAMILY NOT NAMED
OG0052035	 ACTIVATED IN BLOCKED UNFOLDED PROTEIN RESPONSE
OG0052036	 NO HIT
OG0052037	 TENASCIN-X
OG0052038	 PERIAXIN-LIKE
OG0052039	 NO HIT
OG0052040	 NO HIT
OG0052041	 MYELIN P0 RELATED
OG0052042	 RAN GTPASE-ACTIVATING PROTEIN 1
OG0052043	 NO HIT
OG0052044	 OS10G0105400 PROTEIN
OG0052045	 NO HIT
OG0052046	 SUBFAMILY NOT NAMED
OG0052047	 TESTIS-EXPRESSED BASIC PROTEIN 1
OG0052048	 FAMILY NOT NAMED
OG0052049	 NO HIT
OG0052050	 SUBFAMILY NOT NAMED
OG0052051	 ZINC FINGER PROTEIN 467
OG0052052	 NO HIT
OG0052053	 NO HIT
OG0052054	 SUBFAMILY NOT NAMED
OG0052055	 PROTEIN NIM1-INTERACTING 1
OG0052056	 SUBFAMILY NOT NAMED
OG0052057	 NO HIT
OG0052058	 NO HIT
OG0052059	 NO HIT
OG0052060	 SUBFAMILY NOT NAMED
OG0052061	 HISTONE-LIKE PROTEIN
OG0052062	 NO HIT
OG0052063	 SUBFAMILY NOT NAMED
OG0052064	 NO HIT
OG0052065	 NO HIT
OG0052066	 NO HIT
OG0052067	 NO HIT
OG0052068	 NO HIT
OG0052069	 NO HIT
OG0052070	 SUBFAMILY NOT NAMED
OG0052071	 SUBFAMILY NOT NAMED
OG0052072	 SUBFAMILY NOT NAMED
OG0052073	 FAMILY NOT NAMED
OG0052074	 SUBFAMILY NOT NAMED
OG0052075	 NO HIT
OG0052076	 NO HIT
OG0052077	 SUBFAMILY NOT NAMED
OG0052078	 SUBFAMILY NOT NAMED
OG0052079	 SUBFAMILY NOT NAMED
OG0052080	 NO HIT
OG0052081	 NO HIT
OG0052082	 SECRETED PROTEIN-RELATED
OG0052083	 ZINC TRANSPORTER ZIP11
