Orthogroup	Panther_annotation
OG0004445	 60S ACIDIC RIBOSOMAL PROTEIN FAMILY MEMBER
OG0004476	 SUBFAMILY NOT NAMED
OG0004753	 OS06G0343100 PROTEIN
OG0004981	 TRANSCRIPTION FACTOR BTF3 HOMOLOG 4
OG0004984	 UNCHARACTERIZED
OG0005017	 SUBFAMILY NOT NAMED
OG0005063	 DNAJ HOMOLOG SUBFAMILY C MEMBER 16
OG0005069	 UNCHARACTERIZED
OG0005287	 MUSCLE-SPECIFIC PROTEIN 300 KDA ISOFORM G
OG0005304	 TRNA-DIHYDROURIDINE(20) SYNTHASE [NAD(P)+]-LIKE
OG0005324	 DEOXYRIBOSE-PHOSPHATE ALDOLASE
OG0005545	 COATOMER SUBUNIT BETA
OG0005657	 SHOOTIN-1
OG0005693	 PYGOPUS
OG0005716	 SPLICING FACTOR 1
OG0005832	 SPERMATOGENESIS-ASSOCIATED PROTEIN 7
OG0005882	 NO HIT
OG0005926	 TRANSLOCON-ASSOCIATED PROTEIN DELTA SUBUNIT
OG0005986	 DRONGO ISOFORM F
OG0006130	 PROLINE-SERINE-THREONINE PHOSPHATASE-INTERACTING PROTEIN 1
OG0006162	 ADHESION G-PROTEIN COUPLED RECEPTOR D1
OG0006165	 PROFILIN
OG0006181	 KELCH-LIKE PROTEIN 1
OG0006433	 PHD FINGER PROTEIN 12
OG0006562	 UBIQUITIN CARBOXYL-TERMINAL HYDROLASE ISOZYME L3
OG0006611	 NO HIT
OG0006680	 LATROPHILIN-LIKE PROTEIN 1
OG0006716	 TRNA (CYTOSINE(38)-C(5))-METHYLTRANSFERASE
OG0006797	 MITOCHONDRIAL INTERMEDIATE PEPTIDASE
OG0006854	 TYROSINE-PROTEIN KINASE BAZ1B
OG0006909	 DNA-(APURINIC OR APYRIMIDINIC SITE) LYASE
OG0006976	 HOMOCYSTEINE S-METHYLTRANSFERASE 1-RELATED
OG0007012	 NICOTINIC ACETYLCHOLINE RECEPTOR ALPHA7 ISOFORM E
OG0007156	 CONTACTIN-ASSOCIATED PROTEIN-LIKE 5
OG0007172	 DNAJ HOMOLOG SUBFAMILY C MEMBER 25
OG0007221	 ORGANIC ANION TRANSPORTER
OG0007339	 DNA-(APURINIC OR APYRIMIDINIC SITE) LYASE 2
OG0007389	 SMC5-SMC6 COMPLEX LOCALIZATION FACTOR 2
OG0007418	 N-ALPHA-ACETYLTRANSFERASE 30
OG0007700	 CTD SMALL PHOSPHATASE-LIKE PROTEIN 2-A-RELATED
OG0007720	 SI:CH211-176G6.2-RELATED
OG0007822	 DNA-BINDING PROTEIN INHIBITOR
OG0007877	 D-AMINOACYL-TRNA DEACYLASE 2
OG0007889	 FANCONI-ASSOCIATED NUCLEASE 1
OG0007931	 AARF DOMAIN-CONTAINING KINASE 5
OG0008063	 SOLUTE CARRIER FAMILY 17
OG0008085	 COLLAGEN ALPHA-1(X) CHAIN
OG0008188	 PROTEIN LIN-12
OG0008316	 DNA-DIRECTED RNA POLYMERASES I II AND III SUBUNIT RPABC5
OG0008388	 SI:CH211-57F7.7
OG0008449	 NO HIT
OG0008550	 MITOCHONDRIAL 28S RIBOSOMAL PROTEIN S28
OG0008584	 F-BOX/WD REPEAT-CONTAINING PROTEIN 8
OG0008647	 NO HIT
OG0008660	 2-AMINOETHANETHIOL DIOXYGENASE
OG0008754	 CLASS II MAJOR HISTOCOMPATIBILITY COMPLEX TRANSACTIVATOR
OG0008755	 NO HIT
OG0008762	 SUBFAMILY NOT NAMED
OG0008788	 PUTATIVE-RELATED
OG0008800	 SPLICING FACTOR 3B SUBUNIT 5
OG0008846	 GLOMULIN
OG0008858	 ZINC FINGER PROTEIN 106
OG0008870	 PROTEIN PRENYLTRANSFERASE ALPHA SUBUNIT REPEAT-CONTAINING PROTEIN 1
OG0008874	 TYRAMINE/OCTOPAMINE RECEPTOR-LIKE PROTEIN
OG0009003	 T-CELL RECEPTOR ALPHA CHAIN V REGION-RELATED
OG0009036	 NO HIT
OG0009049	 AMILORIDE-SENSITIVE SODIUM CHANNEL-RELATED
OG0009098	 DNA-DIRECTED PRIMASE / POLYMERASE PROTEIN
OG0009156	 PEROXISOMAL MEMBRANE PROTEIN PEX16
OG0009193	 NO HIT
OG0009217	 TRNA-SPLICING ENDONUCLEASE SUBUNIT SEN54
OG0009233	 UBIQUINOL-CYTOCHROME C REDUCTASE COMPLEX UBIQUINONE-BINDING PROTEIN QP-C
OG0009314	 ZINC FINGER GRF-TYPE CONTAINING 1
OG0009445	 GEM-ASSOCIATED PROTEIN 7
OG0009599	 NEURON NAVIGATOR 2
OG0009680	 HEXOSYLTRANSFERASE
OG0009686	 CYTOCHROME P450 FAMILY 3
OG0009691	 COX ASSEMBLY MITOCHONDRIAL PROTEIN 2 HOMOLOG
OG0009707	 TRANSMEMBRANE PROTEIN 201
OG0009730	 TENASCIN
OG0009757	 SUBFAMILY NOT NAMED
OG0009821	 LOW-DENSITY LIPOPROTEIN RECEPTOR CLASS A DOMAIN-CONTAINING PROTEIN 2
OG0009850	 PROTEIN I'M NOT DEAD YET-RELATED
OG0009854	 SACSIN
OG0009976	 CALCIUM-BINDING PROTEIN CML34-RELATED
OG0010023	 INFLUENZA VIRUS NS1A-BINDING PROTEIN
OG0010104	 DOLICHYL-DIPHOSPHOOLIGOSACCHARIDE--PROTEIN GLYCOSYLTRANSFERASE SUBUNIT DAD1
OG0010117	 UBIQUITIN-FOLD MODIFIER 1
OG0010128	 DNAJ HOMOLOG SUBFAMILY C MEMBER 24
OG0010161	 SUBFAMILY NOT NAMED
OG0010186	 KINESIN LIGHT CHAIN
OG0010312	 ZINC FINGER PROTEIN 684
OG0010386	 OTU DOMAIN-CONTAINING PROTEIN 3
OG0010394	 CMF/LEK/CENP CELL DIVISION-RELATED
OG0010467	 NO HIT
OG0010587	 CYTOCHROME C OXIDASE SUBUNIT VIIC
OG0010597	 SUBFAMILY NOT NAMED
OG0010769	 SUBFAMILY NOT NAMED
OG0010778	 RETROVIRUS-RELATED POL POLYPROTEIN FROM TRANSPOSON 17.6-LIKE PROTEIN
OG0010888	 CUGBP ELAV-LIKE FAMILY MEMBER 4
OG0010900	 CYCLIN-DEPENDENT KINASE INHIBITOR 2C-RELATED
OG0010956	 ARMADILLO-TYPE FOLD
OG0010973	 ALDEHYDE OXIDASE
OG0010989	 ACIDIC MAMMALIAN CHITINASE
OG0011034	 ADAM A DISINTEGRIN AND METALLOPROTEASE DOMAIN
OG0011098	 TRANSCRIPTION FACTOR PRE1
OG0011208	 METALLO-BETA-LACTAMASE DOMAIN-CONTAINING PROTEIN 2
OG0011274	 TUDOR DOMAIN-CONTAINING PROTEIN 1
OG0011321	 JMJC DOMAIN-CONTAINING HISTONE DEMETHYLATION PROTEIN 2C-RELATED
OG0011322	 FILAMIN-C
OG0011331	 UNCHARACTERIZED
OG0011349	 FIBRINOGEN-LIKE PROTEIN 1-LIKE PROTEIN
OG0011356	 NO HIT
OG0011387	 TNF RECEPTOR-ASSOCIATED FACTOR 5
OG0011498	 POLYCYSTIC KIDNEY DISEASE AND RECEPTOR FOR EGG JELLY-RELATED PROTEIN
OG0011529	 FIBRINOGEN/TENASCIN/ANGIOPOEITIN
OG0011562	 DISKS LARGE HOMOLOG 1
OG0011569	 SUBFAMILY NOT NAMED
OG0011636	 RECEPTOR TYROSINE-PROTEIN KINASE ERBB-3
OG0011654	 NASCENT POLYPEPTIDE ASSOCIATED COMPLEX ALPHA SUBUNIT-RELATED
OG0011680	 SELENOPROTEIN M
OG0011682	 MITOTIC INTERACTOR AND SUBSTRATE OF PLK1 MISP FAMILY MEMBER
OG0011749	 GH04404P1
OG0011750	 MICROSOMAL DIPEPTIDASE FAMILY PROTEIN
OG0011757	 RAN GTPASE-ACTIVATING PROTEIN 1
OG0011766	 ZINC FINGER PROTEIN
OG0011783	 GDSL LIPASE/ACYLHYDROLASE PUTATIVE (AFU_ORTHOLOGUE AFUA_2G00510)-RELATED
OG0011852	 DUAL-SPECIFICITY PROTEIN PHOSPHATASE SDP1-RELATED
OG0011873	 SUBFAMILY NOT NAMED
OG0011920	 NO HIT
OG0011959	 NERVE GROWTH FACTOR NGF -RELATED
OG0011961	 LD42267P
OG0011979	 SIMILAR TO NOVEL PROTEIN
OG0011984	 SIN3-HDAC COMPLEX-ASSOCIATED FACTOR -LIKE-RELATED
OG0012075	 SARCALUMENIN
OG0012095	 OVOCHYMASE-2
OG0012177	 NO HIT
OG0012233	 CX9C MOTIF-CONTAINING PROTEIN 4
OG0012317	 GUK-HOLDER ISOFORM A
OG0012320	 SMALL INTEGRAL MEMBRANE PROTEIN 20
OG0012323	 NO HIT
OG0012359	 E3 UBIQUITIN-PROTEIN LIGASE RNF213-ALPHA
OG0012401	 M6 ISOFORM F
OG0012404	 VITELLOGENIN RECEPTOR-LIKE PROTEIN-RELATED-RELATED
OG0012561	 HAT FAMILY DIMERISATION DOMAINCONTAINING PROTEIN
OG0012566	 TUDOR DOMAIN CONTAINING PROTEIN
OG0012574	 HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED
OG0012639	 SERINE-TYPE ENDOPEPTIDASE INHIBITOR
OG0012716	 SUBFAMILY NOT NAMED
OG0012734	 ORGANIC ANION TRANSPORTER
OG0012735	 MOXD1 HOMOLOG 2
OG0012748	 G-PROTEIN COUPLED RECEPTOR
OG0012757	 ANGIOTENSIN-CONVERTING ENZYME-LIKE PROTEIN ACE3
OG0012808	 CYTOSOLIC IRON-SULFUR ASSEMBLY COMPONENT 3
OG0012872	 RHO GUANINE NUCLEOTIDE EXCHANGE FACTOR 12
OG0012874	 SODIUM/NUCLEOSIDE COTRANSPORTER
OG0012896	 NO HIT
OG0012906	 INOSITOL 1 4 5-TRISPHOSPHATE RECEPTOR-LIKE PROTEIN A
OG0012926	 AGAP006772-PA
OG0013062	 SUBFAMILY NOT NAMED
OG0013084	 NO HIT
OG0013087	 NO HIT
OG0013096	 NO HIT
OG0013241	 PROTEIN C6ORF149
OG0013309	 OS10G0105400 PROTEIN
OG0013311	 INOSITOL HEXAKISPHOSPHATE AND DIPHOSPHOINOSITOL-PENTAKISPHOSPHATE KINASE 2
OG0013312	 SPECTRIN BETA CHAIN
OG0013333	 SUBFAMILY NOT NAMED
OG0013336	 NEUROPEPTIDE Y RECEPTOR
OG0013345	 TRANSPORTER
OG0013428	 BLACK MATCH ISOFORM F
OG0013443	 PLECKSTRIN HOMOLOGY DOMAIN-CONTAINING FAMILY G (WITH RHOGEF DOMAIN) MEMBER 5A-RELATED
OG0013471	 STIMULATED BY RETINOIC ACID GENE 8 PROTEIN HOMOLOG
OG0013476	 ROUNDABOUT 1 ISOFORM A
OG0013493	 NO HIT
OG0013581	 MUCIN-13
OG0013617	 AMINOPEPTIDASE
OG0013688	 NO HIT
OG0013700	 NO HIT
OG0013708	 VITELLOGENIN RECEPTOR-LIKE PROTEIN-RELATED-RELATED
OG0013711	 MONOCARBOXYLATE TRANSPORTER
OG0013827	 SUBFAMILY NOT NAMED
OG0013963	 SERINE/THREONINE-PROTEIN KINASE SIK3
OG0013966	 PDZ AND LIM DOMAIN PROTEIN 2
OG0013981	 OS10G0105400 PROTEIN
OG0014035	 CHROMOSOME-ASSOCIATED KINESIN KIF4A-RELATED
OG0014059	 GLY-1
OG0014122	 ACTIVATING SIGNAL COINTEGRATOR 1 COMPLEX SUBUNIT 3
OG0014215	 NO HIT
OG0014333	 FI12009P
OG0014587	 NO HIT
OG0014590	 ZINC FINGER AND BTB DOMAIN-CONTAINING PROTEIN 41
OG0014593	 NO HIT
OG0014700	 SI:DKEY-1J5.4
OG0014717	 NOTCH 3
OG0014725	 SERINE/THREONINE-PROTEIN KINASE N1
OG0014759	 SD10469P
OG0014782	 FIBULIN-1
OG0014808	 NO HIT
OG0014900	 HOMEOBOX PROTEIN TRANSCRIPTION FACTORS
OG0014909	 VOLTAGE-DEPENDENT T-TYPE CALCIUM CHANNEL SUBUNIT ALPHA
OG0014926	 DYSTROPHIN
OG0014934	 SUBFAMILY NOT NAMED
OG0014938	 OS10G0105400 PROTEIN
OG0014941	 CAP-GLY DOMAIN-CONTAINING LINKER PROTEIN 1
OG0014983	 NEGATIVE REGULATOR OF VESICLE FORMATION-RELATED
OG0014987	 TRAFFICKING KINESIN-BINDING PROTEIN 1
OG0015026	 SUBFAMILY NOT NAMED
OG0015052	 SUBFAMILY NOT NAMED
OG0015056	 RE13973P
OG0015057	 SUBFAMILY NOT NAMED
OG0015143	 SUBFAMILY NOT NAMED
OG0015179	 INACTIVE PHOSPHOLIPASE C-LIKE PROTEIN 2
OG0015216	 NO HIT
OG0015319	 PROTEIN CBG26950
OG0015330	 POLYCYSTIN FAMILY MEMBER
OG0015349	 SUBFAMILY NOT NAMED
OG0015357	 NO HIT
OG0015365	 SUBFAMILY NOT NAMED
OG0015391	 DROSOPHILA CRUMBS HOMOLOG
OG0015404	 SUBFAMILY NOT NAMED
OG0015562	 MACROPHAGE-STIMULATING PROTEIN RECEPTOR
OG0015700	 OS10G0105400 PROTEIN
OG0015726	 ATP-BINDING CASSETTE SUB-FAMILY C MEMBER 9
OG0015734	 FI11917P
OG0015736	 EXONUCLEASE PHAGE-TYPE/RECB C-TERMINAL DOMAIN-CONTAINING PROTEIN
OG0015775	 ANKYRIN REPEAT-CONTAINING PROTEIN DDB_G0279043
OG0015793	 UNCONVENTIONAL MYOSIN-IA
OG0015857	 SUBFAMILY NOT NAMED
OG0015912	 UNCHARACTERIZED
OG0015946	 NEPRILYSIN-4-RELATED
OG0015968	 NO HIT
OG0016002	 PEPTIDASE M20 DOMAIN-CONTAINING PROTEIN 2
OG0016006	 KELCH-LIKE PROTEIN 10
OG0016049	 PEROXYUREIDOACRYLATE/UREIDOACRYLATE AMIDOHYDROLASE-RELATED
OG0016123	 NO HIT
OG0016145	 E3 UBIQUITIN-PROTEIN LIGASE RNF149
OG0016164	 NO HIT
OG0016256	 NO HIT
OG0016278	 SET1/ASH2 HISTONE METHYLTRANSFERASE COMPLEX SUBUNIT ASH2
OG0016296	 GH16244P-RELATED
OG0016324	 PROTEIN SIDEKICK
OG0016330	 SUBFAMILY NOT NAMED
OG0016351	 ZINC FINGER PROTEIN 597
OG0016401	 NEURAL CELL ADHESION MOLECULE 1
OG0016423	 VITELLINE MEMBRANE PROTEIN VM26AB-RELATED
OG0016445	 FURIN
OG0016455	 NO HIT
OG0016504	 SPRY DOMAIN CONTAINING SOCS BOX PROTEIN
OG0016524	 PHOSPHOINOSITIDE-3-KINASE-INTERACTING PROTEIN 1-RELATED
OG0016606	 OOKINETE PROTEIN PUTATIVE-RELATED
OG0016930	 ANGIOTENSIN-CONVERTING ENZYME-RELATED
OG0016938	 SI:DKEY-1J5.4
OG0016983	 SUBFAMILY NOT NAMED
OG0016985	 CAMP-DEPENDENT PROTEIN KINASE TYPE II REGULATORY SUBUNIT
OG0016997	 ACETYLCHOLINESTERASE
OG0017044	 CANALICULAR MULTISPECIFIC ORGANIC ANION TRANSPORTER 1
OG0017087	 NO HIT
OG0017178	 CYCLIC PYRANOPTERIN MONOPHOSPHATE SYNTHASE MITOCHONDRIAL
OG0017183	 LIPRIN-BETA-2
OG0017196	 PHOSPHATE-BINDING PROTEIN PSTS
OG0017199	 METABOTROPIC GABA-B RECEPTOR SUBTYPE 3 ISOFORM A
OG0017202	 CELLULAR NUCLEIC ACID-BINDING PROTEIN
OG0017208	 METABOTROPIC GABA-B RECEPTOR SUBTYPE 2 ISOFORM C
OG0017219	 ATP-BINDING CASSETTE SUB-FAMILY A (ABC1) MEMBER 14
OG0017225	 SLR1441 PROTEIN
OG0017238	 SODIUM/CALCIUM EXCHANGER
OG0017243	 SESQUIPEDALIAN
OG0017244	 ACETYLCHOLINE RECEPTOR SUBUNIT BETA-LIKE 2
OG0017251	 NO HIT
OG0017259	 PRICKLE PLANAR CELL POLARITY PROTEIN 3
OG0017319	 TPR DOMAIN PROTEIN IN AEROTOLERANCE OPERON BATB
OG0017336	 CALMODULIN-LIKE PROTEIN 5
OG0017352	 RAS-RELATED PROTEIN RAB-44
OG0017408	 FAMILY NOT NAMED
OG0017414	 UNCHARACTERIZED
OG0017423	 RFAMIDE PEPTIDE GONADOTROPIN INHIBITORY HORMONE
OG0017438	 NO HIT
OG0017487	 NO HIT
OG0017488	 NO HIT
OG0017509	 XANTHINE DEHYDROGENASE/OXIDASE
OG0017510	 NO HIT
OG0017527	 EXPORTIN-7
OG0017577	 NO HIT
OG0017619	 KCNQ POTASSIUM CHANNEL ISOFORM F
OG0017622	 REGULATOR OF G-PROTEIN SIGNALING PROTEIN-LIKE
OG0017630	 STAR-RELATED LIPID TRANSFER PROTEIN 9
OG0017885	 SI:CH73-281K2.5
OG0017891	 SUBFAMILY NOT NAMED
OG0017912	 FAMILY NOT NAMED
OG0017944	 FAMILY NOT NAMED
OG0017954	 ZINC FINGER PROTEIN 597
OG0017970	 ABC TRANSPORTER A FAMILY MEMBER 7-RELATED
OG0017976	 FAT ATYPICAL CADHERIN-RELATED
OG0017982	 NO HIT
OG0018012	 DEGENERIN-LIKE PROTEIN UNC-105
OG0018318	 MAP-HOMOLOGOUS PROTEIN 1
OG0018588	 CADHERIN-23
OG0018719	 NO HIT
OG0018787	 ATP-BINDING CASSETTE SUB-FAMILY B (MDR/TAP) MEMBER 5
OG0018789	 PKHD1 LIKE 1
OG0018826	 DEATH DOMAIN-CONTAINING PROTEIN CRADD
OG0018884	 MUCIN-4
OG0018996	 NO HIT
OG0019166	 RAB11-BINDING PROTEIN RELCH
OG0019211	 NO HIT
OG0019338	 NO HIT
OG0019361	 SPORE COAT PROTEIN SP65
OG0019370	 HEAT SHOCK FACTOR-BINDING PROTEIN 1
OG0019375	 PROTEIN EVA-1
OG0019403	 PROTEIN CRUMBS HOMOLOG 1
OG0019406	 UNC-93 RELATED
OG0019427	 TRANSIENT-RECEPTOR-POTENTIAL-LIKE PROTEIN
OG0019528	 ACTIVATING SIGNAL COINTEGRATOR 1 COMPLEX SUBUNIT 3
OG0019537	 TENASCIN
OG0019750	 PROTEIN CEBPZOS
OG0019804	 NO HIT
OG0019954	 NO HIT
OG0019980	 NO HIT
OG0019983	 C-TYPE LECTIN
OG0020105	 SUBFAMILY NOT NAMED
OG0020112	 GH16244P-RELATED
OG0020134	 REVERSE TRANSCRIPTASE
OG0020359	 LOW-DENSITY LIPOPROTEIN RECEPTOR-RELATED
OG0020428	 SUBFAMILY NOT NAMED
OG0020561	 COILED-COIL DOMAIN-CONTAINING PROTEIN 172
OG0020562	 ZINC FINGER PROTEIN 136
OG0020571	 CARBONIC ANHYDRASE-RELATED PROTEIN
OG0020572	 OX-2 MEMBRANE GLYCOPROTEIN
OG0020585	 SUBFAMILY NOT NAMED
OG0020927	 SOLUTE CARRIER ORGANIC ANION TRANSPORTER FAMILY MEMBER 4C1
OG0020978	 NO HIT
OG0020995	 CHOLINESTERASE
OG0021072	 VON WILLEBRAND FACTOR D AND EGF DOMAIN-CONTAINING PROTEIN
OG0021075	 BAND 4.1-LIKE PROTEIN 3
OG0021090	 SI:CH211-201H21.5-RELATED
OG0021096	 CTX-RELATED TYPE I TRANSMEMBRANE PROTEIN
OG0021172	 DIPEPTIDASE
OG0021177	 ZINC FINGER PROTEIN
OG0021205	 PHOSPHATIDYLINOSITOL 4-KINASE TYPE 2-ALPHA
OG0021277	 FRIEND LEUKEMIA INTEGRATION 1 TRANSCRIPTION FACTOR
OG0021470	 CILIA- AND FLAGELLA-ASSOCIATED PROTEIN 61
OG0021485	 TONSOKU-LIKE PROTEIN
OG0021494	 ANKYRIN REPEAT-CONTAINING PROTEIN DDB_G0279043
OG0021512	 MRAZ
OG0021550	 NO HIT
OG0021556	 CALCIUM/CALMODULIN DEPENDENT PROTEIN KINASE IV
OG0021559	 CYCLIC NUCLEOTIDE-GATED CATION CHANNEL SUBUNIT A-LIKE PROTEIN
OG0021573	 U5 SMALL NUCLEAR RIBONUCLEOPROTEIN 200 KDA HELICASE
OG0021602	 SUBFAMILY NOT NAMED
OG0021627	 DYNEIN AXONEMAL HEAVY CHAIN 2
OG0021725	 NEURONAL ACETYLCHOLINE RECEPTOR SUBUNIT ALPHA-4
OG0021728	 AGAP006153-PA
OG0021739	 NO HIT
OG0021811	 NO HIT
OG0021827	 SEROTONIN/OCTOPAMINE RECEPTOR FAMILY
OG0021889	 MONOCARBOXYLATE TRANSPORTER
OG0021891	 DOUBLESEX-MAB RELATED 11E-RELATED
OG0021895	 SOLUTE CARRIER FAMILY 12 MEMBER 7
OG0021899	 HIPPOCALCIN-LIKE PROTEIN 4
OG0021925	 ZINC METALLOPROTEINASE NAS-33
OG0021952	 ELONGATION FACTOR-LIKE GTPASE 1
OG0021957	 NO HIT
OG0021959	 UROCANATE HYDRATASE
OG0021960	 VWFA AND CACHE DOMAIN-CONTAINING PROTEIN 1
OG0022055	 M-AAA PROTEASE-INTERACTING PROTEIN 1 MITOCHONDRIAL
OG0022078	 MAMMALIAN BCL (B CELL LYMPHOMA) GENE HOMOLOGS-RELATED
OG0022161	 OS10G0105400 PROTEIN
OG0022169	 TRANSPOSON TY3-I GAG-POL POLYPROTEIN-LIKE PROTEIN
OG0022179	 SUBFAMILY NOT NAMED
OG0022360	 NO HIT
OG0022422	 CASEIN KINASE I ISOFORM ALPHA
OG0022595	 PARP/ZINC FINGER CCCH TYPE DOMAIN CONTAINING PROTEIN
OG0022613	 ISLET CELL AUTOANTIGEN 1
OG0022662	 DYNEIN CYTOPLASMIC 2 HEAVY CHAIN 1
OG0022695	 ADENYLATE CYCLASE TYPE 3
OG0022713	 RICH REPEAT AND NACHT DOMAIN-CONTAINING PROTEIN PUTATIVE-RELATED
OG0022741	 NO HIT
OG0022755	 SUBFAMILY NOT NAMED
OG0022785	 THYROTROPIN-RELEASING HORMONE RECEPTOR-LIKE PROTEIN
OG0022791	 NO HIT
OG0022845	 RAD GEM/KIR FAMILY MEMBER 2 ISOFORM C
OG0022846	 ALPHA-1 2 MANNOSYLTRANSFERASE KTR1
OG0022857	 SI:DKEY-65L23.2
OG0022874	 SUBFAMILY NOT NAMED
OG0022884	 LIGAND-GATED ION CHANNEL
OG0022893	 TRANSPORTER
OG0022908	 NO HIT
OG0022922	 SUBFAMILY NOT NAMED
OG0022927	 PATCHED-RELATED
OG0022957	 NO HIT
OG0022966	 SI:CABZ01040626.2-RELATED
OG0022973	 SUBFAMILY NOT NAMED
OG0022984	 SUBFAMILY NOT NAMED
OG0023050	 VARIANT-SPECIFIC SURFACE PROTEIN
OG0023095	 C-TYPE LECTIN
OG0023101	 NO HIT
OG0023105	 NO HIT
OG0023107	 SI:DKEYP-97B10.3
OG0023128	 LEGUMAIN
OG0023249	 MULTIDRUG AND TOXIN EXTRUSION PROTEIN 2
OG0023461	 NO HIT
OG0023484	 VWFA AND CACHE DOMAIN-CONTAINING PROTEIN 1
OG0023758	 NO HIT
OG0023770	 LEUKOCYTE ELASTASE INHIBITOR
OG0023773	 USHERIN
OG0023779	 NO HIT
OG0023782	 MYXOVIRUS (INFLUENZA VIRUS) RESISTANCE D-RELATED
OG0023820	 GRB2-ASSOCIATED AND REGULATOR OF MAPK PROTEIN FAMILY MEMBER
OG0024229	 CELL DIVISION CYCLE PROTEIN 20 HOMOLOG
OG0024387	 DYNEIN HEAVY CHAIN 14 AXONEMAL
OG0024445	 KINESIN-LIKE PROTEIN KLP68D
OG0024488	 ANOCTAMIN-5
OG0024692	 PEPTIDASE M20 DOMAIN-CONTAINING PROTEIN 2
OG0024713	 EPIDIDYMAL SECRETORY GLUTATHIONE PEROXIDASE
OG0024738	 1-PHOSPHATIDYLINOSITOL 4 5-BISPHOSPHATE PHOSPHODIESTERASE BETA-4
OG0024809	 TENEURIN AND N-ACETYLGLUCOSAMINE-1-PHOSPHODIESTER ALPHA-N-ACETYLGLUCOSAMINIDASE
OG0024886	 TRANSMEMBRANE CHANNEL-RELATED
OG0024999	 FAMILY NOT NAMED
OG0025076	 SD10469P
OG0025082	 SUBFAMILY NOT NAMED
OG0025099	 G-PROTEIN COUPLED RECEPTOR CG31760-LIKE PROTEIN-RELATED
OG0025106	 NICOTINIC ACETYLCHOLINE RECEPTOR ALPHA3 ISOFORM B
OG0025300	 SUBFAMILY NOT NAMED
OG0025322	 TRIOSEPHOSPHATE ISOMERASE B
OG0025353	 NO HIT
OG0025429	 TRANSCRIPTION INITIATION FACTOR TFIID
OG0025436	 NO HIT
OG0025521	 NO HIT
OG0025547	 PLECKSTRIN HOMOLOGY DOMAIN-CONTAINING FAMILY A MEMBER 5
OG0025567	 ECDYSONE-INDUCIBLE GENE E1 ISOFORM A
OG0025568	 SUBFAMILY NOT NAMED
OG0025573	 REGULATOR OF G-PROTEIN SIGNALING 3
OG0025583	 T-CELL RECEPTOR ALPHA CHAIN V REGION-RELATED
OG0025615	 SUBFAMILY NOT NAMED
OG0025623	 THYROTROPIN-RELEASING HORMONE RECEPTOR-LIKE PROTEIN
OG0025653	 T-BOX TRANSCRIPTION FACTOR TBX1
OG0025655	 LD47995P-RELATED
OG0025665	 FAMILY NOT NAMED
OG0025820	 RAD GEM/KIR FAMILY MEMBER 2 ISOFORM C
OG0025859	 NO HIT
OG0025885	 SEPTIN-4
OG0025915	 UNCHARACTERIZED
OG0025939	 UNCHARACTERIZED
OG0025940	 KETOACID-COENZYME A TRANSFERASE
OG0026194	 MEMBRANE METALLO-ENDOPEPTIDASE-LIKE 1
