OG0005493													Lluy|FUN_001201-T1, Lluy|FUN_001202-T1, Lluy|FUN_001205-T1, Lluy|FUN_001207-T1, Lluy|FUN_014238-T1, Lluy|FUN_014239-T1, Lluy|FUN_019173-T1, Lluy|FUN_020254-T1, Lluy|FUN_025779-T1, Lluy|FUN_031881-T1, Lluy|FUN_031882-T1, Lluy|FUN_036100-T1, Lluy|FUN_036101-T1, Lluy|FUN_036104-T1, Lluy|FUN_037192-T1, Lluy|FUN_037193-T1					Oalv|OALVG00000002059.1, Oalv|OALVG00000002060.1, Oalv|OALVG00000002061.1, Oalv|OALVG00000002062.1, Oalv|OALVG00000002063.1, Oalv|OALVG00000008945.1, Oalv|OALVG00000020821.1, Oalv|OALVG00000023304.1, Oalv|OALVG00000024162.1, Oalv|OALVG00000024163.1, Oalv|OALVG00000024164.1, Oalv|OALVG00000024165.1, Oalv|OALVG00000024168.1, Oalv|OALVG00000024169.1				Pech|nbis-mrna-15861	Rpac|RPACG00000004344.1					
OG0006603													Lluy|FUN_000750-T1, Lluy|FUN_005494-T1, Lluy|FUN_012364-T1, Lluy|FUN_021906-T1, Lluy|FUN_023286-T1, Lluy|FUN_026277-T1, Lluy|FUN_028234-T1, Lluy|FUN_029040-T1, Lluy|FUN_033135-T1, Lluy|FUN_034800-T1, Lluy|FUN_036524-T1					Oalv|OALVG00000001539.1, Oalv|OALVG00000001603.1, Oalv|OALVG00000001609.1, Oalv|OALVG00000001613.1, Oalv|OALVG00000007906.1, Oalv|OALVG00000008405.1, Oalv|OALVG00000024764.1, Oalv|OALVG00000024765.1, Oalv|OALVG00000024766.1, Oalv|OALVG00000024767.1, Oalv|OALVG00000024768.1, Oalv|OALVG00000024770.1, Oalv|OALVG00000024772.1, Oalv|OALVG00000034442.1, Oalv|OALVG00000035440.1, Oalv|OALVG00000035441.1				Pech|nbis-mrna-21983, Pech|nbis-mrna-21987	Rpac|RPACG00000005401.1					
OG0006605													Lluy|FUN_001789-T1, Lluy|FUN_001790-T1, Lluy|FUN_001792-T1, Lluy|FUN_001796-T1, Lluy|FUN_006358-T1, Lluy|FUN_013838-T1, Lluy|FUN_029654-T1, Lluy|FUN_036822-T1					Oalv|OALVG00000012726.1, Oalv|OALVG00000012727.1, Oalv|OALVG00000023730.1				Pech|nbis-mrna-12205, Pech|nbis-mrna-13661, Pech|nbis-mrna-17142, Pech|nbis-mrna-18205, Pech|nbis-mrna-18206, Pech|nbis-mrna-20528, Pech|nbis-mrna-20529, Pech|nbis-mrna-20967, Pech|nbis-mrna-3872, Pech|nbis-mrna-3874, Pech|nbis-mrna-7608, Pech|nbis-mrna-8875, Pech|nbis-mrna-8877, Pech|nbis-mrna-8879, Pech|nbis-mrna-9657, Pech|nbis-mrna-9658	Rpac|RPACG00000019137.1, Rpac|RPACG00000019484.1, Rpac|RPACG00000025316.1					
OG0006606													Lluy|FUN_008706-T1					Oalv|OALVG00000030126.1				Pech|nbis-mrna-10750, Pech|nbis-mrna-10751, Pech|nbis-mrna-10752, Pech|nbis-mrna-12424, Pech|nbis-mrna-12425, Pech|nbis-mrna-12426, Pech|nbis-mrna-14426, Pech|nbis-mrna-14428, Pech|nbis-mrna-14429, Pech|nbis-mrna-14430, Pech|nbis-mrna-14431, Pech|nbis-mrna-14432, Pech|nbis-mrna-16052, Pech|nbis-mrna-17667, Pech|nbis-mrna-19446, Pech|nbis-mrna-20613, Pech|nbis-mrna-22218, Pech|nbis-mrna-22219, Pech|nbis-mrna-2248, Pech|nbis-mrna-269, Pech|nbis-mrna-3529, Pech|nbis-mrna-3533, Pech|nbis-mrna-5439, Pech|nbis-mrna-631, Pech|nbis-mrna-8543, Pech|nbis-mrna-8577, Pech|nbis-mrna-8726, Pech|nbis-mrna-8855						
OG0007621													Lluy|FUN_001346-T1, Lluy|FUN_006245-T1, Lluy|FUN_006246-T1, Lluy|FUN_006737-T1, Lluy|FUN_006738-T1, Lluy|FUN_006739-T1, Lluy|FUN_012142-T1, Lluy|FUN_013381-T1, Lluy|FUN_017000-T1, Lluy|FUN_019644-T1, Lluy|FUN_020734-T1, Lluy|FUN_020773-T1, Lluy|FUN_020774-T1, Lluy|FUN_020776-T1, Lluy|FUN_020779-T1, Lluy|FUN_020782-T1, Lluy|FUN_020783-T1, Lluy|FUN_020786-T1, Lluy|FUN_021696-T1, Lluy|FUN_021698-T1, Lluy|FUN_021699-T1, Lluy|FUN_023976-T1, Lluy|FUN_024195-T1, Lluy|FUN_027381-T1, Lluy|FUN_030968-T1, Lluy|FUN_034949-T1, Lluy|FUN_034953-T1									Pech|nbis-mrna-1358						
OG0007622													Lluy|FUN_013245-T1, Lluy|FUN_013246-T1, Lluy|FUN_013247-T1, Lluy|FUN_013248-T1, Lluy|FUN_013251-T1, Lluy|FUN_013252-T1, Lluy|FUN_013261-T1					Oalv|OALVG00000007092.1, Oalv|OALVG00000019939.1, Oalv|OALVG00000019940.1, Oalv|OALVG00000019941.1, Oalv|OALVG00000032886.1, Oalv|OALVG00000032887.1, Oalv|OALVG00000032888.1, Oalv|OALVG00000034737.1, Oalv|OALVG00000034738.1, Oalv|OALVG00000034739.1, Oalv|OALVG00000034740.1					Rpac|RPACG00000013354.1, Rpac|RPACG00000013364.1, Rpac|RPACG00000024681.1, Rpac|RPACG00000027141.1, Rpac|RPACG00000027142.1, Rpac|RPACG00000027145.1, Rpac|RPACG00000027149.1, Rpac|RPACG00000027156.1, Rpac|RPACG00000027158.1, Rpac|RPACG00000034455.1					
OG0007623													Lluy|FUN_005291-T1, Lluy|FUN_005292-T1, Lluy|FUN_005293-T1, Lluy|FUN_005294-T1, Lluy|FUN_014015-T1, Lluy|FUN_033834-T1					Oalv|OALVG00000001295.1, Oalv|OALVG00000024586.1, Oalv|OALVG00000030856.1, Oalv|OALVG00000031302.1, Oalv|OALVG00000034938.1, Oalv|OALVG00000034940.1, Oalv|OALVG00000035158.1				Pech|nbis-mrna-10651, Pech|nbis-mrna-10957, Pech|nbis-mrna-13069, Pech|nbis-mrna-14899, Pech|nbis-mrna-14900, Pech|nbis-mrna-16106, Pech|nbis-mrna-17559, Pech|nbis-mrna-17901, Pech|nbis-mrna-17902, Pech|nbis-mrna-20589, Pech|nbis-mrna-2080, Pech|nbis-mrna-2081	Rpac|RPACG00000004086.1, Rpac|RPACG00000004088.1, Rpac|RPACG00000004090.1					
OG0007624													Lluy|FUN_000343-T1, Lluy|FUN_001475-T1, Lluy|FUN_013117-T1, Lluy|FUN_020578-T1, Lluy|FUN_026202-T1, Lluy|FUN_036258-T1, Lluy|FUN_036259-T1, Lluy|FUN_036260-T1, Lluy|FUN_036261-T1					Oalv|OALVG00000004220.1, Oalv|OALVG00000004221.1, Oalv|OALVG00000004223.1, Oalv|OALVG00000004224.1, Oalv|OALVG00000004226.1, Oalv|OALVG00000004227.1, Oalv|OALVG00000032059.1, Oalv|OALVG00000032061.1				Pech|nbis-mrna-13936, Pech|nbis-mrna-13938, Pech|nbis-mrna-13939, Pech|nbis-mrna-16035, Pech|nbis-mrna-1675, Pech|nbis-mrna-16857, Pech|nbis-mrna-16858, Pech|nbis-mrna-16859, Pech|nbis-mrna-18078	Rpac|RPACG00000029816.1, Rpac|RPACG00000029817.1					
OG0008033													Lluy|FUN_029526-T1, Lluy|FUN_035889-T1, Lluy|FUN_035891-T1					Oalv|OALVG00000031379.1, Oalv|OALVG00000031380.1, Oalv|OALVG00000031381.1, Oalv|OALVG00000031382.1, Oalv|OALVG00000031383.1, Oalv|OALVG00000031384.1, Oalv|OALVG00000031385.1, Oalv|OALVG00000031386.1, Oalv|OALVG00000031387.1, Oalv|OALVG00000031388.1, Oalv|OALVG00000031389.1, Oalv|OALVG00000031390.1, Oalv|OALVG00000031391.1, Oalv|OALVG00000031392.1, Oalv|OALVG00000031393.1				Pech|nbis-mrna-18989, Pech|nbis-mrna-3750, Pech|nbis-mrna-5088, Pech|nbis-mrna-7487, Pech|nbis-mrna-8708, Pech|nbis-mrna-9942, Pech|nbis-mrna-9943, Pech|nbis-mrna-9944	Rpac|RPACG00000016646.1					
OG0008424													Lluy|FUN_009817-T1, Lluy|FUN_013807-T1, Lluy|FUN_013811-T1, Lluy|FUN_013812-T1					Oalv|OALVG00000002088.1, Oalv|OALVG00000002092.1, Oalv|OALVG00000002096.1, Oalv|OALVG00000002097.1, Oalv|OALVG00000002098.1, Oalv|OALVG00000002122.1, Oalv|OALVG00000002123.1, Oalv|OALVG00000002151.1, Oalv|OALVG00000002153.1, Oalv|OALVG00000002154.1, Oalv|OALVG00000003075.1, Oalv|OALVG00000014996.1, Oalv|OALVG00000014997.1, Oalv|OALVG00000014999.1, Oalv|OALVG00000016124.1, Oalv|OALVG00000016125.1, Oalv|OALVG00000016126.1				Pech|nbis-mrna-22389	Rpac|RPACG00000019665.1, Rpac|RPACG00000019666.1, Rpac|RPACG00000025251.1, Rpac|RPACG00000026307.1					
OG0008425													Lluy|FUN_022388-T1, Lluy|FUN_022393-T1, Lluy|FUN_038949-T1, Lluy|FUN_038951-T1					Oalv|OALVG00000004882.1, Oalv|OALVG00000016194.1, Oalv|OALVG00000016195.1, Oalv|OALVG00000016199.1, Oalv|OALVG00000016200.1, Oalv|OALVG00000016201.1, Oalv|OALVG00000016202.1, Oalv|OALVG00000016203.1, Oalv|OALVG00000016204.1				Pech|nbis-mrna-1133, Pech|nbis-mrna-1134, Pech|nbis-mrna-13117, Pech|nbis-mrna-13118, Pech|nbis-mrna-15721, Pech|nbis-mrna-15723, Pech|nbis-mrna-15728, Pech|nbis-mrna-2094, Pech|nbis-mrna-2095, Pech|nbis-mrna-21356, Pech|nbis-mrna-836	Rpac|RPACG00000019144.1, Rpac|RPACG00000027098.1					
OG0008754													Lluy|FUN_021191-T1, Lluy|FUN_030845-T1, Lluy|FUN_030901-T1									Pech|nbis-mrna-10387, Pech|nbis-mrna-13130, Pech|nbis-mrna-14540, Pech|nbis-mrna-15255, Pech|nbis-mrna-16645, Pech|nbis-mrna-17055, Pech|nbis-mrna-17292, Pech|nbis-mrna-18780, Pech|nbis-mrna-19159, Pech|nbis-mrna-19365, Pech|nbis-mrna-19885, Pech|nbis-mrna-2045, Pech|nbis-mrna-21703, Pech|nbis-mrna-3318, Pech|nbis-mrna-748, Pech|nbis-mrna-7980, Pech|nbis-mrna-9118	Rpac|RPACG00000016199.1, Rpac|RPACG00000018278.1, Rpac|RPACG00000018461.1, Rpac|RPACG00000018463.1, Rpac|RPACG00000031494.1					
OG0009070													Lluy|FUN_004259-T1, Lluy|FUN_004260-T1, Lluy|FUN_004353-T1, Lluy|FUN_011986-T1, Lluy|FUN_011988-T1, Lluy|FUN_039594-T1					Oalv|OALVG00000008575.1, Oalv|OALVG00000008576.1, Oalv|OALVG00000015322.1, Oalv|OALVG00000023564.1, Oalv|OALVG00000023565.1, Oalv|OALVG00000023566.1, Oalv|OALVG00000023567.1, Oalv|OALVG00000023568.1, Oalv|OALVG00000023576.1, Oalv|OALVG00000023580.1				Pech|nbis-mrna-1668, Pech|nbis-mrna-1669, Pech|nbis-mrna-22390	Rpac|RPACG00000002067.1, Rpac|RPACG00000026303.1, Rpac|RPACG00000026304.2, Rpac|RPACG00000026306.1, Rpac|RPACG00000028943.1					
