Orthogroup	Panther_annotation
OG0012137	 MANNITOL DEHYDROGENASE-RELATED
OG0012138	 SI:CABZ01040626.2-RELATED
OG0012139	 LONG-CHAIN-FATTY-ACID--COA LIGASE
OG0012140	 NO HIT
OG0012141	 VITELLOGENIN RECEPTOR-LIKE PROTEIN-RELATED
OG0012557	 NO HIT
OG0012559	 NO HIT
OG0012560	 SUBFAMILY NOT NAMED
OG0012561	 HAT FAMILY DIMERISATION DOMAINCONTAINING PROTEIN
OG0012563	 SUBFAMILY NOT NAMED
OG0012564	 NO HIT
OG0012565	 FAMILY NOT NAMED
OG0012567	 PENTRAXIN
OG0012569	 FAMILY NOT NAMED
OG0012573	 ADHESION G PROTEIN-COUPLED RECEPTOR B1
OG0012574	 HYPOXIA-INDUCIBLE FACTOR 1 ALPHA INHIBITOR-RELATED
OG0012575	 NO HIT
OG0012576	 RH48616P
OG0012580	 PROTEIN CBG12054-RELATED
OG0013075	 NO HIT
OG0013080	 SUBFAMILY NOT NAMED
OG0013081	 NO HIT
OG0013082	 NO HIT
OG0013083	 NO HIT
OG0013093	 UNCHARACTERIZED
OG0013094	 PROTEIN CBG12054-RELATED
OG0013098	 T-CELL RECEPTOR ALPHA CHAIN V REGION-RELATED
OG0013700	 NO HIT
OG0013701	 UNCHARACTERIZED
OG0013702	 POLYCYSTIN FAMILY MEMBER
OG0013704	 NO HIT
OG0013705	 PROTEIN MONO-ADP-RIBOSYLTRANSFERASE PARP15
OG0013706	 FAMILY NOT NAMED
OG0013708	 VITELLOGENIN RECEPTOR-LIKE PROTEIN-RELATED-RELATED
OG0013709	 FAMILY NOT NAMED
OG0013713	 NO HIT
OG0013714	 B6
OG0013715	 FAMILY NOT NAMED
OG0013716	 NO HIT
OG0013717	 NO HIT
OG0013718	 NO HIT
OG0013719	 SUBFAMILY NOT NAMED
OG0013720	 PEPTIDE HYDROLASE
OG0013724	 SUBFAMILY NOT NAMED
OG0013725	 ANKYRIN REPEAT-CONTAINING PROTEIN DDB_G0279043
OG0013726	 TRACE AMINE-ASSOCIATED RECEPTOR 19N
OG0013727	 MONOCARBOXYLATE TRANSPORTER
OG0013730	 BETA-1 4-N-ACETYLGALACTOSAMINYLTRANSFERASE BRE-4
OG0013732	 SUBFAMILY NOT NAMED
OG0014422	 TRANSIENT RECEPTOR POTENTIAL CATION CHANNEL SUBFAMILY M MEMBER 6
OG0014425	 NO HIT
OG0014426	 NO HIT
OG0014432	 ZINC FINGER PROTEIN 977
OG0014433	 NO HIT
OG0014435	 KELCH PROTEIN
OG0014437	 SUBFAMILY NOT NAMED
OG0014440	 NO HIT
OG0014441	 DOCKING PROTEIN 2
OG0014443	 NO HIT
OG0014444	 NO HIT
OG0014445	 FAMILY NOT NAMED
OG0014448	 NO HIT
OG0014450	 NO HIT
OG0014452	 NO HIT
OG0014454	 TRANSFORMING GROWTH FACTOR ALPHA
OG0014455	 NO HIT
OG0014457	 NO HIT
OG0014458	 NO HIT
OG0014459	 PROMININ PROM PROTEIN
OG0014460	 NO HIT
OG0014461	 NO HIT
OG0014462	 MUCIN-4
OG0014463	 PROTEIN JAGGED-1
OG0014465	 NO HIT
OG0014466	 GLYCOSYLTRANSFERASE-RELATED
OG0014467	 MYXOVIRUS (INFLUENZA VIRUS) RESISTANCE D-RELATED
OG0014468	 MEMBRANE-SPANNING 4-DOMAINS SUBFAMILY A MS4A -RELATED
OG0014469	 UNCHARACTERIZED
OG0014470	 MULTIDRUG RESISTANCE-ASSOCIATED PROTEIN 1
OG0014471	 NO HIT
OG0014472	 ANKYRIN REPEAT-CONTAINING
OG0015320	 SUBFAMILY NOT NAMED
OG0015321	 NO HIT
OG0015323	 NO HIT
OG0015326	 NO HIT
OG0015327	 SUBFAMILY NOT NAMED
OG0015328	 NO HIT
OG0015330	 POLYCYSTIN FAMILY MEMBER
OG0015333	 PIGGYBAC TRANSPOSABLE ELEMENT-DERIVED PROTEIN 4
OG0015334	 DEGENERIN-LIKE PROTEIN UNC-105
OG0015335	 SUBFAMILY NOT NAMED
OG0015337	 SUBFAMILY NOT NAMED
OG0015341	 SUBFAMILY NOT NAMED
OG0015344	 NO HIT
OG0015347	 PROMININ PROM PROTEIN
OG0015348	 NO HIT
OG0015349	 SUBFAMILY NOT NAMED
OG0015350	 NO HIT
OG0015352	 ZGC:195170
OG0015354	 FAMILY WITH SEQUENCE SIMILARITY 228 MEMBER A
OG0015355	 SUBFAMILY NOT NAMED
OG0015357	 NO HIT
OG0015358	 PAIRED IMMUNOGLOBULIN-LIKE TYPE 2 RECEPTOR
OG0015359	 NO HIT
OG0015360	 TOLL-LIKE RECEPTOR 13
OG0015361	 NO HIT
OG0015363	 LIN-24 (TWENTY-FOUR) LIKE
OG0015366	 CD59 GLYCOPROTEIN
OG0015367	 SI:CABZ01040626.2-RELATED
OG0015370	 VENOM ALLERGEN 5-LIKE PROTEIN
OG0015372	 NO HIT
OG0015373	 NO HIT
OG0015374	 NEUROGENIC LOCUS NOTCH HOMOLOG PROTEIN 1-RELATED
OG0015375	 NO HIT
OG0015380	 NO HIT
OG0015381	 FAMILY NOT NAMED
OG0015382	 NO HIT
OG0015384	 TECTORIN ALPHA GENE 2
OG0015386	 NO HIT
OG0015387	 BLR2807 PROTEIN
OG0015388	 OOKINETE PROTEIN PUTATIVE-RELATED
OG0015390	 NO HIT
OG0015393	 SUSHI NIDOGEN AND EGF-LIKE DOMAIN-CONTAINING PROTEIN 1
OG0015394	 SQUAMOUS CELL CARCINOMA ANTIGEN RECOGNIZED BY T-CELLS 3
OG0015402	 NO HIT
OG0015404	 SUBFAMILY NOT NAMED
OG0015405	 PROTEIN CBG12054-RELATED
OG0016448	 SUBFAMILY NOT NAMED
OG0016451	 SI:CABZ01069013.3-RELATED
OG0016455	 NO HIT
OG0016457	 NO HIT
OG0016461	 NO HIT
OG0016466	 NO HIT
OG0016467	 NO HIT
OG0016468	 NO HIT
OG0016470	 C-TYPE LECTIN DOMAIN FAMILY 4 MEMBER E
OG0016472	 RGD1565685 PROTEIN
OG0016473	 MAB-21 DOMAIN CONTAINING 2
OG0016474	 ZINC KNUCKLE DOMAINCONTAINING PROTEIN
OG0016475	 NO HIT
OG0016476	 G-PROTEIN COUPLED RECEPTOR
OG0016477	 NO HIT
OG0016479	 SUBFAMILY NOT NAMED
OG0016480	 NO HIT
OG0016482	 NO HIT
OG0016483	 ZINC FINGER PROTEIN GIS2
OG0016484	 FI01817P-RELATED
OG0016486	 FAMILY NOT NAMED
OG0016487	 OPSIN
OG0016489	 CASPASE-RELATED
OG0016491	 ALPHA 1 3 FUCOSYLTRANSFERASE-RELATED
OG0016492	 NO HIT
OG0016493	 NO HIT
OG0016494	 ZINC FINGER PROTEIN 696
OG0016496	 CRIMPLED
OG0016498	 PROTEIN LIN-12
OG0016500	 NO HIT
OG0016502	 LYSOZYME 3-LIKE
OG0016503	 MYXOVIRUS (INFLUENZA VIRUS) RESISTANCE D-RELATED
OG0016504	 SPRY DOMAIN CONTAINING SOCS BOX PROTEIN
OG0016505	 NO HIT
OG0016506	 TRANSMEMBRANE PROTEIN 72
OG0016509	 NOTCH LIGAND FAMILY MEMBER
OG0016511	 NO HIT
OG0016512	 NO HIT
OG0016514	 NO HIT
OG0016515	 NO HIT
OG0016518	 NO HIT
OG0016520	 NO HIT
OG0016522	 SUBFAMILY NOT NAMED
OG0016524	 PHOSPHOINOSITIDE-3-KINASE-INTERACTING PROTEIN 1-RELATED
OG0016525	 VARIANT-SPECIFIC SURFACE PROTEIN
OG0016526	 IRE1-RELATED
OG0016527	 SUBFAMILY NOT NAMED
OG0016528	 ZINC FINGER PROTEIN 766-RELATED
OG0016530	 ZGC:194887
OG0017934	 NO HIT
OG0017939	 PIGGYBAC TRANSPOSABLE ELEMENT-DERIVED PROTEIN 4
OG0017940	 NO HIT
OG0017943	 NO HIT
OG0017944	 FAMILY NOT NAMED
OG0017945	 VWFA AND CACHE DOMAIN-CONTAINING PROTEIN 1
OG0017946	 SUBFAMILY NOT NAMED
OG0017950	 NO HIT
OG0017952	 NO HIT
OG0017959	 POLYCYSTIC KIDNEY DISEASE AND RECEPTOR FOR EGG JELLY-RELATED PROTEIN
OG0017962	 CENTROBIN
OG0017963	 NO HIT
OG0017965	 NO HIT
OG0017966	 RAN GTPASE-ACTIVATING PROTEIN 1
OG0017968	 NO HIT
OG0017969	 NO HIT
OG0017972	 NO HIT
OG0017973	 N-ACETYLTRANSFERASE ACA1
OG0017974	 NO HIT
OG0017975	 NO HIT
OG0017979	 NO HIT
OG0017980	 GUANYLATE CYCLASE SOLUBLE SUBUNIT BETA-2
OG0017981	 OVOCHYMASE 1
OG0017982	 NO HIT
OG0017983	 NO HIT
OG0017985	 POLYCYSTIN FAMILY MEMBER
OG0017988	 NO HIT
OG0017992	 NO HIT
OG0017995	 SUBFAMILY NOT NAMED
OG0017996	 LEUKOCYTE ELASTASE INHIBITOR
OG0017997	 NO HIT
OG0017998	 NO HIT
OG0017999	 NO HIT
OG0018002	 RAN GTPASE-ACTIVATING PROTEIN 1
OG0018003	 PASIFLORA 1 ISOFORM A-RELATED
OG0018004	 PROTEIN CBG12054
OG0018005	 NO HIT
OG0018007	 TRACE AMINE-ASSOCIATED RECEPTOR 19N
OG0018008	 FIBRINOGEN/TENASCIN/ANGIOPOEITIN
OG0018009	 NO HIT
OG0018010	 PROTEIN LIN-12
OG0018012	 DEGENERIN-LIKE PROTEIN UNC-105
OG0018013	 PROTEIN CBG12054-RELATED
OG0018015	 NO HIT
OG0018019	 SUBFAMILY NOT NAMED
OG0018021	 NO HIT
OG0018022	 TRANSIENT RECEPTOR POTENTIAL CATION CHANNEL SUBFAMILY M MEMBER 6
OG0018023	 NO HIT
OG0018027	 NO HIT
OG0019948	 TUMOR NECROSIS FACTOR RECEPTOR SUPERFAMILY MEMBER 13B
OG0019949	 NO HIT
OG0019950	 PAIRED IMMUNOGLOBULIN-LIKE TYPE 2 RECEPTOR
OG0019951	 NO HIT
OG0019954	 NO HIT
OG0019956	 NO HIT
OG0019957	 NO HIT
OG0019958	 NO HIT
OG0019959	 NO HIT
OG0019960	 ZINC FINGER PROTEIN 853
OG0019963	 VOLTAGE-DEPENDENT CALCIUM CHANNEL BETA SUBUNIT-ASSOCIATED REGULATORY PROTEIN
OG0019967	 SUBFAMILY NOT NAMED
OG0019968	 SUBFAMILY NOT NAMED
OG0019971	 NO HIT
OG0019973	 NO HIT
OG0019974	 SUBFAMILY NOT NAMED
OG0019976	 ZINC FINGER AND BTB DOMAIN-CONTAINING
OG0019978	 POLYCYSTIC KIDNEY DISEASE PROTEIN 1-LIKE 2
OG0019979	 NO HIT
OG0019980	 NO HIT
OG0019983	 C-TYPE LECTIN
OG0019988	 NO HIT
OG0019989	 NO HIT
OG0019990	 SUBFAMILY NOT NAMED
OG0019993	 NO HIT
OG0019997	 NO HIT
OG0019998	 DISCOIDIN CUB EGF LAMININ AND ZINC METALLOPROTEASE DOMAIN CONTAINING
OG0019999	 NO HIT
OG0020001	 NO HIT
OG0020002	 T-CELL RECEPTOR ALPHA CHAIN V REGION-RELATED
OG0020003	 NO HIT
OG0020004	 COLLAGEN TRIPLE HELIX REPEAT-CONTAINING PROTEIN 1
OG0020005	 NO HIT
OG0020007	 EXPRESSED PROTEIN
OG0020008	 SUBFAMILY NOT NAMED
OG0020010	 SPERIOLIN-BINDING FACTOR
OG0020011	 SUBFAMILY NOT NAMED
OG0020013	 PROPERDIN
OG0020015	 ARMADILLO-TYPE FOLD-RELATED
OG0020016	 SUBFAMILY NOT NAMED
OG0020017	 G-PROTEIN COUPLED RECEPTOR
OG0020018	 NO HIT
OG0020019	 NO HIT
OG0020021	 FIBRINOGEN/TENASCIN/ANGIOPOEITIN
OG0020022	 NO HIT
OG0020023	 NO HIT
OG0020027	 NO HIT
OG0020029	 NO HIT
OG0020031	 NO HIT
OG0020032	 HAT FAMILY DIMERISATION DOMAINCONTAINING PROTEIN
OG0020034	 SUBFAMILY NOT NAMED
OG0020036	 NO HIT
OG0020039	 NO HIT
OG0020040	 MTK1/MEKK4 HOMOLOG
OG0020042	 MEMBRANE-BOUND LYTIC MUREIN TRANSGLYCOSYLASE F
OG0020044	 MAP/MICROTUBULE AFFINITY-REGULATING KINASE
OG0020046	 GH04784P
OG0020047	 PROTEIN LIN-12
OG0020048	 NO HIT
OG0020049	 SUBFAMILY NOT NAMED
OG0020051	 ATP-BINDING CASSETTE SUB-FAMILY A (ABC1) MEMBER 14
OG0020052	 TENASCIN
OG0020053	 THYROTROPIN-RELEASING HORMONE RECEPTOR-LIKE PROTEIN
OG0020054	 PAIRED IMMUNOGLOBULIN-LIKE TYPE 2 RECEPTOR
OG0020055	 NO HIT
OG0020056	 PAIRED IMMUNOGLOBULIN-LIKE TYPE 2 RECEPTOR
OG0020059	 FAMILY NOT NAMED
OG0020060	 NO HIT
OG0020061	 SUBFAMILY NOT NAMED
OG0020062	 PROTEIN CBG05614
OG0020063	 RECEPTOR-INTERACTING SERINE/THREONINE-PROTEIN KINASE 4
OG0020064	 NO HIT
OG0020065	 NO HIT
OG0020067	 NO HIT
OG0020068	 NO HIT
OG0020069	 NO HIT
OG0020070	 NO HIT
OG0020073	 SLIT RELATED LEUCINE-RICH REPEAT NEURONAL PROTEIN
OG0020074	 NO HIT
OG0020075	 NO HIT
OG0020076	 UPF0160 PROTEIN MYG1 MITOCHONDRIAL
OG0020077	 NO HIT
OG0020079	 NO HIT
OG0020080	 SUBFAMILY NOT NAMED
OG0020082	 LYSOSOMAL ACID PHOSPHATASE
OG0020083	 SOLUBLE GUANYLATE CYCLASE 89DA-RELATED
OG0020086	 SUBFAMILY NOT NAMED
OG0020087	 NO HIT
OG0020088	 NO HIT
OG0020089	 NO HIT
OG0020091	 DNA LIGASE
OG0020092	 NO HIT
OG0020093	 SUBFAMILY NOT NAMED
OG0020094	 SUBFAMILY NOT NAMED
OG0020095	 NO HIT
OG0020096	 NO HIT
OG0020097	 IRE1-RELATED
OG0020098	 HILLARIN
OG0020099	 NO HIT
OG0020103	 SUBFAMILY NOT NAMED
OG0020104	 NO HIT
OG0020106	 NO HIT
OG0020108	 STANNIOCALCIN PROTEIN-LIKE PROTEIN
OG0020109	 SIDESTEP PROTEIN
OG0020110	 NO HIT
OG0020111	 ANTITHROMBIN-III
OG0020112	 GH16244P-RELATED
OG0020113	 NO HIT
OG0020114	 FIBRINOGEN/TENASCIN/ANGIOPOEITIN
OG0020115	 NO HIT
OG0020116	 PROTEIN CBG12054-RELATED
OG0020117	 BARH-LIKE HOMEOBOX PROTEIN
OG0020118	 NO HIT
OG0020119	 NO HIT
OG0020121	 NO HIT
OG0020125	 TRACE AMINE-ASSOCIATED RECEPTOR 19N
OG0020126	 NO HIT
OG0020129	 COILED-COIL DOMAIN-CONTAINING PROTEIN 9
OG0020131	 GH05177P-RELATED
OG0020133	 NO HIT
OG0020136	 NO HIT
OG0020137	 ZGC:194887
OG0020140	 NO HIT
OG0020141	 PAIRED IMMUNOGLOBULIN-LIKE TYPE 2 RECEPTOR
OG0020142	 INOSITOL-REQUIRING ENZYME-1
OG0020144	 POLYCYSTIN FAMILY MEMBER
OG0020146	 PROTEIN CBG12054-RELATED
OG0020147	 SUBFAMILY NOT NAMED
OG0020149	 PROTEIN CBG09734
OG0022727	 NO HIT
OG0022728	 NO HIT
OG0022729	 BARRIER TO AUTOINTEGRATION FACTOR 2
OG0022731	 NO HIT
OG0022733	 PAIRED IMMUNOGLOBULIN-LIKE TYPE 2 RECEPTOR
OG0022734	 NO HIT
OG0022737	 NO HIT
OG0022738	 NO HIT
OG0022739	 NO HIT
OG0022741	 NO HIT
OG0022742	 NO HIT
OG0022748	 NO HIT
OG0022750	 NO HIT
OG0022752	 ALPHA 1 3 FUCOSYLTRANSFERASE-RELATED
OG0022753	 SIMILAR TO RIKEN CDNA 1700025G04 GENE
OG0022754	 G-PROTEIN COUPLED RECEPTOR
OG0022755	 SUBFAMILY NOT NAMED
OG0022758	 POLYCYSTIC KIDNEY DISEASE PROTEIN 1-LIKE 2
OG0022760	 NO HIT
OG0022765	 NO HIT
OG0022766	 SUBFAMILY NOT NAMED
OG0022767	 NO HIT
OG0022768	 MUCIN-4
OG0022772	 NO HIT
OG0022773	 GUANYLATE CYCLASE SOLUBLE SUBUNIT BETA-2
OG0022775	 NO HIT
OG0022777	 NO HIT
OG0022783	 RE42927P-RELATED
OG0022785	 THYROTROPIN-RELEASING HORMONE RECEPTOR-LIKE PROTEIN
OG0022786	 NO HIT
OG0022787	 NO HIT
OG0022789	 SUBFAMILY NOT NAMED
OG0022790	 CKII-ALPHA SUBUNIT INTERACTOR-1-RELATED
OG0022791	 NO HIT
OG0022793	 NO HIT
OG0022796	 ZINC FINGER PROTEIN
OG0022802	 NO HIT
OG0022803	 NO HIT
OG0022807	 NO HIT
OG0022808	 SUBFAMILY NOT NAMED
OG0022809	 AGAP013121-PA
OG0022810	 G-PROTEIN COUPLED RECEPTOR
OG0022814	 NO HIT
OG0022818	 ZINC FINGER PROTEIN 52
OG0022820	 FIBRINOGEN/TENASCIN/ANGIOPOEITIN
OG0022822	 NO HIT
OG0022824	 NO HIT
OG0022825	 SUBFAMILY NOT NAMED
OG0022826	 INTERFERON-INDUCED PROTEIN 35/NMI N-MYC/STAT INTERACTING PROTEIN
OG0022827	 PEPTIDASE INHIBITOR 16
OG0022828	 NO HIT
OG0022829	 LEUCINE-RICH REPEAT-CONTAINING PROTEIN 4C
OG0022830	 SUBFAMILY NOT NAMED
OG0022833	 E3 UBIQUITIN-PROTEIN LIGASE MIB1
OG0022836	 NO HIT
OG0022838	 DOCKING PROTEIN 2
OG0022842	 FI12009P
OG0022844	 MIP08469P
OG0022846	 ALPHA-1 2 MANNOSYLTRANSFERASE KTR1
OG0022847	 NO HIT
OG0022850	 NO HIT
OG0022851	 FAMILY NOT NAMED
OG0022853	 TRANSCRIPTION TERMINATION FACTOR 2-RELATED
OG0022854	 NO HIT
OG0022857	 SI:DKEY-65L23.2
OG0022858	 NO HIT
OG0022860	 FMRFAMIDE RECEPTOR-RELATED
OG0022861	 NO HIT
OG0022865	 ZINC FINGER PROTEIN 410
OG0022870	 NO HIT
OG0022871	 NO HIT
OG0022872	 NO HIT
OG0022873	 PROTEIN EVA-1
OG0022874	 SUBFAMILY NOT NAMED
OG0022876	 VARIANT-SPECIFIC SURFACE PROTEIN
OG0022878	 NO HIT
OG0022879	 NO HIT
OG0022880	 NO HIT
OG0022883	 ELASTASE 2-LIKE
OG0022884	 LIGAND-GATED ION CHANNEL
OG0022885	 SULFOTRANSFERASE
OG0022887	 TRANSCOBALAMIN-1/GASTRIC INTRINSIC FACTOR
OG0022888	 NO HIT
OG0022889	 NO HIT
OG0022890	 NO HIT
OG0022891	 TRANSCRIPTION FACTOR TFIIIB COMPONENT B'' HOMOLOG
OG0022893	 TRANSPORTER
OG0022894	 NO HIT
OG0022895	 SI:DKEY-163F14.6
OG0022898	 HLH54F
OG0022903	 NO HIT
OG0022905	 UNCHARACTERIZED
OG0022906	 FAMILY NOT NAMED
OG0022908	 NO HIT
OG0022909	 NO HIT
OG0022910	 NO HIT
OG0022911	 SUBFAMILY NOT NAMED
OG0022912	 NICOTINIC ACETYLCHOLINE RECEPTOR SUBUNIT
OG0022913	 NO HIT
OG0022914	 WASP INTERACTING PROTEIN-RELATED
OG0022915	 ANTITHROMBIN-III
OG0022916	 FAMILY NOT NAMED
OG0022921	 CLIP-ASSOCIATING PROTEIN 2
OG0022923	 NEUROCALCIN HOMOLOG
OG0022924	 FAMILY NOT NAMED
OG0022927	 PATCHED-RELATED
OG0022928	 SUBFAMILY NOT NAMED
OG0022931	 PLATELET ENDOTHELIAL AGGREGATION RECEPTOR 1
OG0022933	 RE52086P
OG0022934	 SERUM AMYLOID A PROTEIN
OG0022939	 NO HIT
OG0022941	 ATP-BINDING CASSETTE SUB-FAMILY A (ABC1) MEMBER 14
OG0022942	 SUBFAMILY NOT NAMED
OG0022943	 G-PROTEIN COUPLED RECEPTOR
OG0022944	 NO HIT
OG0022945	 NO HIT
OG0022946	 NO HIT
OG0022947	 NO HIT
OG0022948	 NO HIT
OG0022949	 NO HIT
OG0022951	 USHERIN
OG0022955	 NO HIT
OG0022956	 NO HIT
OG0022957	 NO HIT
OG0022959	 NO HIT
OG0022961	 NO HIT
OG0022962	 NO HIT
OG0022963	 MIP08469P
OG0022966	 SI:CABZ01040626.2-RELATED
OG0022967	 CARBONIC ANHYDRASE 5-RELATED
OG0022968	 SUBFAMILY NOT NAMED
OG0022969	 FI12009P
OG0022971	 T-LYMPHOCYTE ACTIVATION ANTIGEN
OG0022972	 NO HIT
OG0022973	 SUBFAMILY NOT NAMED
OG0022974	 NO HIT
OG0022978	 RECEPTOR-LIKE PROTEIN KINASE ANXUR2
OG0022981	 CHRNA7-FAM7A FUSION PROTEIN-RELATED
OG0022982	 PROTEIN CBG12054-RELATED
OG0022983	 CELL DIVISION CYCLE 20 CDC20 FIZZY -RELATED
OG0022985	 SUBFAMILY NOT NAMED
OG0022986	 NO HIT
OG0022987	 SUBFAMILY NOT NAMED
OG0022989	 SUBFAMILY NOT NAMED
OG0022992	 UROMODULIN
OG0022995	 PROTEIN KINASE C DELTA TYPE
OG0022996	 STERILE ALPHA MOTIF DOMAIN-CONTAINING PROTEIN 5
OG0022998	 TETRASPANIN-15
OG0022999	 NO HIT
OG0023001	 NO HIT
OG0023004	 SI:CABZ01040626.2-RELATED
OG0023011	 NO HIT
OG0023013	 NO HIT
OG0023015	 NO HIT
OG0023016	 NO HIT
OG0023019	 PROTEIN EVA-1
OG0023020	 NO HIT
OG0023021	 TENASCIN-X
OG0023022	 FORK HEAD DOMAIN TRANSCRIPTION FACTOR SLP1-RELATED
OG0023024	 NO HIT
OG0023026	 NO HIT
OG0023034	 DEATH DOMAIN-CONTAINING PROTEIN CRADD
OG0023035	 NO HIT
OG0023037	 NO HIT
OG0023038	 NO HIT
OG0023039	 NO HIT
OG0023040	 NO HIT
OG0023042	 SUBFAMILY NOT NAMED
OG0023048	 NO HIT
OG0023049	 NEUROGLOBIN
OG0023050	 VARIANT-SPECIFIC SURFACE PROTEIN
OG0023053	 WD40 REPEAT DOMAIN 95
OG0023056	 VWFA AND CACHE DOMAIN-CONTAINING PROTEIN 1
OG0023057	 SUBFAMILY NOT NAMED
OG0023058	 NO HIT
OG0023059	 NO HIT
OG0023060	 NO HIT
OG0023063	 NO HIT
OG0023064	 NETRIN RECEPTOR UNC5
OG0023065	 FIBRINOGEN/TENASCIN/ANGIOPOEITIN
OG0023068	 GH05177P-RELATED
OG0023069	 UNCHARACTERIZED
OG0023070	 ZINC FINGER PROTEIN
OG0023071	 NO HIT
OG0023073	 SI:CH73-281K2.5
OG0023074	 SUBFAMILY NOT NAMED
OG0023075	 SI:DKEYP-97B10.3
OG0023077	 SUBFAMILY NOT NAMED
OG0023078	 NETRIN RECEPTOR UNC-5
OG0023079	 SI:CH1073-291C23.2
OG0023080	 CHRNA7-FAM7A FUSION PROTEIN-RELATED
OG0023081	 ACTIN-RELATED PROTEIN 5
OG0023082	 NO HIT
OG0023085	 LOW-DENSITY LIPOPROTEIN RECEPTOR-RELATED PROTEIN
OG0023086	 ZINC FINGER PROTEIN 491
OG0023089	 SUBFAMILY NOT NAMED
OG0023090	 FAMILY NOT NAMED
OG0023091	 ZINC FINGER PROTEIN 585A
OG0023092	 SUBFAMILY NOT NAMED
OG0023093	 VON WILLEBRAND FACTOR D AND EGF DOMAIN-CONTAINING PROTEIN
OG0023095	 C-TYPE LECTIN
OG0023097	 NO HIT
OG0023098	 GLYCOPROTEIN-N-ACETYLGALACTOSAMINE 3-BETA-GALACTOSYLTRANSFERASE 1
OG0023099	 SUBFAMILY NOT NAMED
OG0023100	 SUBFAMILY NOT NAMED
OG0023101	 NO HIT
OG0023102	 SERINE/THREONINE-PROTEIN KINASE DCLK3
OG0023103	 NO HIT
OG0023106	 TRANSFERASE PUTATIVE-RELATED
OG0023107	 SI:DKEYP-97B10.3
OG0023108	 NO HIT
OG0023109	 NO HIT
OG0023111	 NO HIT
OG0023112	 EXTRACELLULAR SUPEROXIDE DISMUTASE [CU-ZN]
OG0023114	 N-LYSINE METHYLTRANSFERASE KMT5A
OG0023116	 ETHIONINE RESISTANCE-CONFERRING PROTEIN 1
