Orthogroup	Panther_annotation
OG0010125	 PROTEIN CBG12054
OG0010128	 DNAJ HOMOLOG SUBFAMILY C MEMBER 24
OG0010188	 ADP-RIBOSYLATION FACTOR-LIKE PROTEIN 6-INTERACTING PROTEIN 4
OG0010189	 SUBFAMILY NOT NAMED
OG0010199	 VENOM ALLERGEN 5-LIKE PROTEIN
OG0010203	 MULTIPLE EGF-LIKE-DOMAINS 11
OG0010215	 PROTEIN C6ORF149
OG0010306	 FI11917P
OG0010312	 ZINC FINGER PROTEIN 684
OG0010331	 EOR-1
OG0010352	 KUNITZ-TYPE PROTEASE INHIBITOR 2
OG0010368	 ZGC:110224
OG0010382	
OG0010394	 CMF/LEK/CENP CELL DIVISION-RELATED
OG0010443	 TRANSCRIPTIONAL REPRESSOR CTCFL-RELATED
OG0010449	 PLEXIN-B1
OG0010450	 NO HIT
OG0010472	 SERINE/THREONINE-PROTEIN KINASE TNNI3K-RELATED
OG0010477	 SERINE PALMITOYLTRANSFERASE SMALL SUBUNIT A
OG0010496	 THAP DOMAIN-CONTAINING
OG0010587	 CYTOCHROME C OXIDASE SUBUNIT VIIC
OG0010588	 GIGAXONIN
OG0010597	 SUBFAMILY NOT NAMED
OG0010598	 SNRNA-ACTIVATING PROTEIN COMPLEX SUBUNIT 5
OG0010633	 COPPER TRANSPORT PROTEIN ATOX1
OG0010660	 GLYCOPROTEIN HORMONE ALPHA-2
OG0010674	 ANAPHASE-PROMOTING COMPLEX SUBUNIT CDC26
OG0010692	 SPERMATOGENESIS-ASSOCIATED PROTEIN 24
OG0010708	 SI:CH211-262H13.3-RELATED-RELATED
OG0010734	 LD33804P
OG0010736	 ANKYRIN REPEAT AND SOCS BOX PROTEIN 2
OG0010742	 LRR RECEPTOR-LIKE KINASE
OG0010759	 CLATHRIN COAT ASSEMBLY PROTEIN AP180
OG0010807	 SUBFAMILY NOT NAMED
OG0010838	 SI:DKEYP-97B10.3
OG0010885	 GENE 9195-RELATED-RELATED
OG0010923	
OG0010959	 MAP KINASE-ACTIVATED PROTEIN KINASE 5
OG0010961	 CST COMPLEX SUBUNIT TEN1
OG0010987	 NO HIT
OG0011001	 SUBFAMILY NOT NAMED
OG0011010	 REACTIVE OXYGEN SPECIES MODULATOR 1
OG0011034	 ADAM A DISINTEGRIN AND METALLOPROTEASE DOMAIN
OG0011064	 FAMILY NOT NAMED
OG0011101	 UNCHARACTERIZED
OG0011144	 SUBFAMILY NOT NAMED
OG0011177	 NO HIT
OG0011194	 IP01015P-RELATED
OG0011195	 DELTA-LIKE PROTEIN
OG0011220	 GLYCOSYLTRANSFERASE
OG0011245	 SI:DKEY-31C13.1
OG0011247	 UNCHARACTERIZED
OG0011282	 TAPASIN
OG0011297	 AMYLOID PROTEIN-BINDING PROTEIN 2
OG0011302	 GLUTAMATE RECEPTOR 3
OG0011349	 FIBRINOGEN-LIKE PROTEIN 1-LIKE PROTEIN
OG0011361	
OG0011365	 SUBFAMILY NOT NAMED
OG0011384	 HYPOTHETICAL PROTEIN LOC689986
OG0011440	 NO HIT
OG0011535	
OG0011550	
OG0011551	 NO HIT
OG0011569	 SUBFAMILY NOT NAMED
OG0011578	
OG0011594	 EXCITATORY AMINO ACID TRANSPORTER 2
OG0011599	 LD33804P
OG0011636	 RECEPTOR TYROSINE-PROTEIN KINASE ERBB-3
OG0011673	 MEMBRANE FRIZZLED-RELATED PROTEIN
OG0011682	 MITOTIC INTERACTOR AND SUBSTRATE OF PLK1 MISP FAMILY MEMBER
OG0011691	 FAMILY NOT NAMED
OG0011692	
OG0011749	 GH04404P1
OG0011766	 ZINC FINGER PROTEIN
OG0011783	 GDSL LIPASE/ACYLHYDROLASE PUTATIVE (AFU_ORTHOLOGUE AFUA_2G00510)-RELATED
OG0011840	 SUBFAMILY NOT NAMED
OG0011842	
OG0011859	
OG0011869	 SMALL INTEGRAL MEMBRANE PROTEIN 4
OG0011899	 PHD FINGER PROTEIN ALFIN-LIKE 3
OG0011961	 LD42267P
OG0011963	 NO HIT
OG0012121	
OG0012150	 MANNOSYL PHOSPHORYLINOSITOL CERAMIDE SYNTHASE
OG0012238	 NO HIT
OG0012270	 UREASE ACCESSORY PROTEIN D
OG0012277	 ZGC:162816
OG0012289	 UNCHARACTERIZED
OG0012354	 CD59 GLYCOPROTEIN
OG0012357	 NO HIT
OG0012364	 .
OG0012368	 DNA POLYMERASE ZETA CATALYTIC SUBUNIT
OG0012376	 MALTASE-GLUCOAMYLASE INTESTINAL
OG0012418	 TRANSMEMBRANE PROTEIN 160
OG0012483	 GRIP AND COILED-COIL DOMAIN-CONTAINING PROTEIN 2
OG0012527	 PROTEIN CBG12474
OG0012703	
OG0012734	 ORGANIC ANION TRANSPORTER
OG0012735	 MOXD1 HOMOLOG 2
OG0012752	
OG0012778	 NADPH OXIDOREDUCTASE A
OG0012808	 CYTOSOLIC IRON-SULFUR ASSEMBLY COMPONENT 3
OG0012923	
OG0012957	 ECDYSONE-INDUCIBLE GENE E1 ISOFORM A
OG0012989	 FAMILY NOT NAMED
OG0012993	 VARIANT-SPECIFIC SURFACE PROTEIN
OG0013032	 SUBFAMILY NOT NAMED
OG0013213	 VITELLOGENIN RECEPTOR-LIKE PROTEIN-RELATED
OG0013215	 G PROTEIN-COUPLED RECEPTOR-RELATED
OG0013328	 KELCH PROTEIN
OG0013329	 CONDITIONED MEDIUM FACTOR RECEPTOR 1
OG0013331	 INTRAFLAGELLAR TRANSPORT PROTEIN 80 HOMOLOG
OG0013379	 NO HIT
OG0013400	 SERINE/THREONINE-PROTEIN KINASE KIST
OG0013406	 GRIP AND COILED-COIL DOMAIN-CONTAINING PROTEIN 1
OG0013428	 BLACK MATCH ISOFORM F
OG0013516	 OS07G0415500 PROTEIN
OG0013534	 NO HIT
OG0013617	 AMINOPEPTIDASE
OG0013673	 ATP SYNTHASE MEMBRANE SUBUNIT DAPIT MITOCHONDRIAL
OG0013761	
OG0013765	 NO HIT
OG0013784	 NO HIT
OG0013827	 SUBFAMILY NOT NAMED
OG0013889	 CYTOCHROME P450 302A1 MITOCHONDRIAL
OG0013940	
OG0014035	 CHROMOSOME-ASSOCIATED KINESIN KIF4A-RELATED
OG0014044	
OG0014074	 SUBFAMILY NOT NAMED
OG0014111	 PROTEASE M1 ZINC METALLOPROTEASE
OG0014118	 NO HIT
OG0014132	 THIJ/PFPI DOMAIN PROTEIN
OG0014150	
OG0014161	 AGAP004827-PA
OG0014183	 FMRFAMIDE RECEPTOR-RELATED
OG0014202	 BNAA03G49290D PROTEIN
OG0014204	 SUBFAMILY NOT NAMED
OG0014205	 OTOFERLIN
OG0014341	
OG0014395	 RIDDLE
OG0014398	
OG0014399	 CHITOTRIOSIDASE-1
OG0014489	 SUBFAMILY NOT NAMED
OG0014541	 ZINC FINGER PROTEIN 457-RELATED
OG0014689	 EGF-LIKE-DOMAIN MULTIPLE 7 8
OG0014717	 NOTCH 3
OG0014804	 SUBFAMILY NOT NAMED
OG0014898	 PHD FINGER PROTEIN MALE STERILITY 1
OG0014900	 HOMEOBOX PROTEIN TRANSCRIPTION FACTORS
OG0014909	 VOLTAGE-DEPENDENT T-TYPE CALCIUM CHANNEL SUBUNIT ALPHA
OG0014925	 NO HIT
OG0014927	 MACROGLOBULIN / COMPLEMENT
OG0014939	 HEAVY CHAIN PUTATIVE-RELATED
OG0014942	 MCC REGULATOR OF WNT-SIGNALING PATHWAY
OG0014989	 THAP DOMAIN-CONTAINING PROTEIN 6
OG0015086	
OG0015098	 NO HIT
OG0015121	 KINESIN-LIKE PROTEIN KIF13B
OG0015186	
OG0015196	
OG0015237	 USHERIN
OG0015301	 TECTORIN ALPHA GENE 2
OG0015443	 FINGER PROTEIN PUTATIVE-RELATED
OG0015510	 CROSSVEINLESS 2
OG0015562	 MACROPHAGE-STIMULATING PROTEIN RECEPTOR
OG0015691	 NO HIT
OG0015696	 OCTOPAMINE RECEPTOR BETA-2R
OG0015721	
OG0015726	 ATP-BINDING CASSETTE SUB-FAMILY C MEMBER 9
OG0015727	 METHYLTRANSFERASE TYPE 11
OG0015774	 NO HIT
OG0015792	 CYTOCHROME C OXIDASE POLYPEPTIDE VIC-2
OG0015793	 UNCONVENTIONAL MYOSIN-IA
OG0015809	
OG0015815	
OG0015852	 DEOXYNUCLEOSIDE TRIPHOSPHATE TRIPHOSPHOHYDROLASE
OG0015858	
OG0015890	 SUBFAMILY NOT NAMED
OG0015910	 LEISHMANOLYSIN-LIKE PEPTIDASE
OG0015939	 SUBFAMILY NOT NAMED
OG0015941	 NO HIT
OG0015946	 NEPRILYSIN-4-RELATED
OG0015960	 FIBRINOGEN/TENASCIN/ANGIOPOEITIN
OG0016025	 NO HIT
OG0016048	 NO HIT
OG0016061	 GIRDIN ISOFORM A
OG0016123	 NO HIT
OG0016146	 CENTROMERE PROTEIN W
OG0016148	 BLOODY FINGERS-RELATED
OG0016179	
OG0016191	 NO HIT
OG0016263	 NO HIT
OG0016324	 PROTEIN SIDEKICK
OG0016329	
OG0016382	
OG0016423	 VITELLINE MEMBRANE PROTEIN VM26AB-RELATED
OG0016576	 NO HIT
OG0016606	 OOKINETE PROTEIN PUTATIVE-RELATED
OG0016614	 NO HIT
OG0016622	
OG0016637	 OVOCHYMASE 1
OG0016672	 ATP-DEPENDENT DNA HELICASE
OG0016930	 ANGIOTENSIN-CONVERTING ENZYME-RELATED
OG0016957	 SUBFAMILY NOT NAMED
OG0016993	 PARP/ZINC FINGER CCCH TYPE DOMAIN CONTAINING PROTEIN
OG0016997	 ACETYLCHOLINESTERASE
OG0016999	 FAMILY NOT NAMED
OG0017017	 39S RIBOSOMAL PROTEIN L33 MITOCHONDRIAL
OG0017044	 CANALICULAR MULTISPECIFIC ORGANIC ANION TRANSPORTER 1
OG0017178	 CYCLIC PYRANOPTERIN MONOPHOSPHATE SYNTHASE MITOCHONDRIAL
OG0017180	 SUBFAMILY NOT NAMED
OG0017196	 PHOSPHATE-BINDING PROTEIN PSTS
OG0017202	 CELLULAR NUCLEIC ACID-BINDING PROTEIN
OG0017219	 ATP-BINDING CASSETTE SUB-FAMILY A (ABC1) MEMBER 14
OG0017238	 SODIUM/CALCIUM EXCHANGER
OG0017251	 NO HIT
OG0017266	
OG0017319	 TPR DOMAIN PROTEIN IN AEROTOLERANCE OPERON BATB
OG0017355	 SUBFAMILY NOT NAMED
OG0017359	
OG0017367	 ZINC FINGER PROTEIN
OG0017393	
OG0017440	 PROTEIN EVA-1
OG0017470	 TRANSCRIPTIONAL REPRESSOR CTCFL
OG0017498	 MULTIDRUG AND TOXIN EXTRUSION PROTEIN-RELATED
OG0017514	
OG0017524	 GUANYLATE CYCLASE
OG0017534	 NEURONAL ACETYLCHOLINE RECEPTOR SUBUNIT ALPHA-4
OG0017597	 NO HIT
OG0017624	 VOLTAGE-DEPENDENT R-TYPE CALCIUM CHANNEL SUBUNIT ALPHA-1E
OG0017629	
OG0017667	 SODIUM-DEPENDENT PROLINE TRANSPORTER
OG0017669	 SODIUM-DEPENDENT PROLINE TRANSPORTER
OG0017692	 SEMINAL PLASMA PROTEIN
OG0017694	
OG0017698	 C-TYPE LECTIN
OG0017731	 SUBFAMILY NOT NAMED
OG0017735	 NO HIT
OG0017837	 DELTA-LIKE PROTEIN
OG0017885	 SI:CH73-281K2.5
OG0017891	 SUBFAMILY NOT NAMED
OG0018034	 SUBFAMILY NOT NAMED
OG0018069	 COAGULATION FACTOR XII
OG0018152	 SUBFAMILY NOT NAMED
OG0018197	 TRANSMEMBRANE PROTEIN
OG0018199	 UNCHARACTERIZED
OG0018227	 FAMILY NOT NAMED
OG0018228	 METALLOENDOPEPTIDASE
OG0018322	
OG0018549	 SUBFAMILY NOT NAMED
OG0018588	 CADHERIN-23
OG0018626	 CASPASE 8 APOPTOSIS-RELATED CYSTEINE PEPTIDASE -LIKE 2-RELATED
OG0018654	 ZINC FINGER PROTEIN 664
OG0018691	 NO HIT
OG0018707	
OG0018710	
OG0018722	
OG0018752	 .
OG0018757	 DEATH DOMAIN-CONTAINING PROTEIN CRADD
OG0018775	 SUBFAMILY NOT NAMED
OG0018789	 PKHD1 LIKE 1
OG0018790	 INTERFERON-INDUCED PROTEIN 35/NMI N-MYC/STAT INTERACTING PROTEIN
OG0018826	 DEATH DOMAIN-CONTAINING PROTEIN CRADD
OG0018868	 FAMILY NOT NAMED
OG0018884	 MUCIN-4
OG0018968	
OG0018972	 BETA4GALNACTA
OG0018996	 NO HIT
OG0019009	
OG0019054	 NO HIT
OG0019166	 RAB11-BINDING PROTEIN RELCH
OG0019174	 SUBFAMILY NOT NAMED
OG0019183	 SUBFAMILY NOT NAMED
OG0019199	 SUBFAMILY NOT NAMED
OG0019211	 NO HIT
OG0019266	 NEURONAL ACETYLCHOLINE RECEPTOR SUBUNIT ALPHA-3
OG0019280	
OG0019315	 FAMILY NOT NAMED
OG0019333	 SUBFAMILY NOT NAMED
OG0019362	 FAMILY NOT NAMED
OG0019370	 HEAT SHOCK FACTOR-BINDING PROTEIN 1
OG0019375	 PROTEIN EVA-1
OG0019389	 CYCLIN-DEPENDENT KINASE INHIBITOR 2C-RELATED
OG0019393	 SUBFAMILY NOT NAMED
OG0019401	 DISKS LARGE HOMOLOG 4
OG0019437	 NO HIT
OG0019469	
OG0019479	 NO HIT
OG0019522	 PROTEIN MANBAL
OG0019539	
OG0019580	 TRANSPORTER
OG0019722	 CUBILIN (INTRINSIC FACTOR-COBALAMIN RECEPTOR)
OG0019859	 NEPRILYSIN-1
OG0019922	 PROTEIN EYES SHUT HOMOLOG
OG0020152	 "CHROMATIN-LINKED ADAPTOR FOR MSL PROTEINS ISOFORM B-RELATED"
OG0020265	 NO HIT
OG0020298	
OG0020346	 SI:CH73-281K2.5
OG0020359	 LOW-DENSITY LIPOPROTEIN RECEPTOR-RELATED
OG0020374	 HEPATOCYTE GROWTH FACTOR ACTIVATOR
OG0020376	 NO HIT
OG0020384	 NO HIT
OG0020392	 NO HIT
OG0020395	 CPG BINDING PROTEIN
OG0020398	 CRUMBS FAMILY MEMBER
OG0020418	 SUBFAMILY NOT NAMED
OG0020428	 SUBFAMILY NOT NAMED
OG0020585	 SUBFAMILY NOT NAMED
OG0020866	 SELENOPROTEIN O
OG0020909	 PE REPEAT FAMILY PROTEIN (AFU_ORTHOLOGUE AFUA_4G13630)
OG0020978	 NO HIT
OG0020995	 CHOLINESTERASE
OG0021030	
OG0021062	 NO HIT
OG0021072	 VON WILLEBRAND FACTOR D AND EGF DOMAIN-CONTAINING PROTEIN
OG0021075	 BAND 4.1-LIKE PROTEIN 3
OG0021079	
OG0021096	 CTX-RELATED TYPE I TRANSMEMBRANE PROTEIN
OG0021165	 SODIUM/MYO-INOSITOL COTRANSPORTER
OG0021166	
OG0021168	
OG0021169	 ATP-BINDING CASSETTE SUB-FAMILY C MEMBER SUR
OG0021174	 RNA-BINDING PROTEIN 19-RELATED
OG0021177	 ZINC FINGER PROTEIN
OG0021193	
OG0021212	 DENN DOMAIN-CONTAINING PROTEIN 3
OG0021300	
OG0021338	 PUTATIVE-RELATED
OG0021379	 SUBFAMILY NOT NAMED
OG0021445	
OG0021554	 COPINE-8
OG0021573	 U5 SMALL NUCLEAR RIBONUCLEOPROTEIN 200 KDA HELICASE
OG0021576	 NO HIT
OG0021627	 DYNEIN AXONEMAL HEAVY CHAIN 2
OG0021686	 MYOSIN IIIA
OG0021699	
OG0021700	 E3 UBIQUITIN-PROTEIN LIGASE NHLRC1-RELATED
OG0021703	
OG0021721	 NO HIT
OG0021811	 NO HIT
OG0021819	
OG0021841	
OG0021873	 NO HIT
OG0021890	 NO HIT
OG0021901	 CALMODULIN-7
OG0021917	 RYNCOLIN-4
OG0021929	
OG0021943	 TUBULIN ALPHA-3 CHAIN
OG0021952	 ELONGATION FACTOR-LIKE GTPASE 1
OG0021998	
OG0022041	 ANKYRIN REPEAT FAMILY PROTEIN
OG0022043	 NOTCH LIGAND FAMILY MEMBER
OG0022104	 NO HIT
OG0022107	 CD59 GLYCOPROTEIN
OG0022179	 SUBFAMILY NOT NAMED
OG0022187	 SODIUM- AND CHLORIDE-DEPENDENT TAURINE TRANSPORTER
OG0022190	 "INSULIN-LIKE GROWTH FACTOR BINDING PROTEIN N-TERMINAL"
OG0022196	 SUBFAMILY NOT NAMED
OG0022218	 NO HIT
OG0022368	 NO HIT
OG0022402	
OG0022425	
OG0022493	 SUBFAMILY NOT NAMED
OG0022570	 PROTEIN CAPPUCCINO
OG0022595	 PARP/ZINC FINGER CCCH TYPE DOMAIN CONTAINING PROTEIN
OG0023128	 LEGUMAIN
OG0023130	 PR DOMAIN ZINC FINGER TRANSCRIPTION FACTOR
OG0023249	 MULTIDRUG AND TOXIN EXTRUSION PROTEIN 2
OG0023366	 SUBFAMILY NOT NAMED
OG0023385	
OG0023414	 NO HIT
OG0023417	 NO HIT
OG0023460	 NO HIT
OG0023461	 NO HIT
OG0023484	 VWFA AND CACHE DOMAIN-CONTAINING PROTEIN 1
OG0023507	 NO HIT
OG0023545	 SUBFAMILY NOT NAMED
OG0023569	 SUBFAMILY NOT NAMED
OG0023575	 PROTEIN LIN-12
OG0023760	
OG0023820	 GRB2-ASSOCIATED AND REGULATOR OF MAPK PROTEIN FAMILY MEMBER
OG0024218	 SUBFAMILY NOT NAMED
OG0024229	 CELL DIVISION CYCLE PROTEIN 20 HOMOLOG
OG0024313	
OG0024336	 RETROVIRUS-RELATED POL POLYPROTEIN LINE-1
OG0024387	 DYNEIN HEAVY CHAIN 14 AXONEMAL
OG0024414	 NO HIT
OG0024445	 KINESIN-LIKE PROTEIN KLP68D
OG0024480	 NO HIT
OG0024488	 ANOCTAMIN-5
OG0024600	 TRIPLE FUNCTIONAL DOMAIN PROTEIN
OG0024713	 EPIDIDYMAL SECRETORY GLUTATHIONE PEROXIDASE
OG0024738	 1-PHOSPHATIDYLINOSITOL 4 5-BISPHOSPHATE PHOSPHODIESTERASE BETA-4
OG0024758	
OG0024809	 TENEURIN AND N-ACETYLGLUCOSAMINE-1-PHOSPHODIESTER ALPHA-N-ACETYLGLUCOSAMINIDASE
OG0024848	 SUBFAMILY NOT NAMED
OG0024894	 STABILIN-1
OG0024922	
OG0024961	 NO HIT
OG0024999	 FAMILY NOT NAMED
OG0025040	 PROTEIN WNT-10A
OG0025064	 AUTOCRINE PROLIFERATION REPRESSOR PROTEIN A
OG0025106	 NICOTINIC ACETYLCHOLINE RECEPTOR ALPHA3 ISOFORM B
OG0025300	 SUBFAMILY NOT NAMED
OG0025316	
OG0025322	 TRIOSEPHOSPHATE ISOMERASE B
OG0025329	
OG0025353	 NO HIT
OG0025376	 DELTA-LIKE PROTEIN
OG0025429	 TRANSCRIPTION INITIATION FACTOR TFIID
OG0025521	 NO HIT
OG0025547	 PLECKSTRIN HOMOLOGY DOMAIN-CONTAINING FAMILY A MEMBER 5
OG0025583	 T-CELL RECEPTOR ALPHA CHAIN V REGION-RELATED
OG0025615	 SUBFAMILY NOT NAMED
OG0025646	
OG0025655	 LD47995P-RELATED
OG0025658	
OG0025664	
